學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀校際選課人次小計,修讀校際選課人次男,修讀校際選課人次女
105,1,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,碩士班(日間),3,1,2
105,1,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,博士班,1,1,0
105,1,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,學士班(日間),28,6,22
105,1,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,碩士班(日間),7,3,4
105,1,公立,一般大學,0004,國立臺灣師範大學,03211048,大眾傳播研究所,碩士班(日間),4,2,2
105,1,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,學士班(日間),32,16,16
105,1,公立,一般大學,0004,國立臺灣師範大學,03222049,圖書資訊學研究所,碩士班(日間),8,1,7
105,1,公立,一般大學,0004,國立臺灣師範大學,04131047,全球經營與策略研究所,碩士班(日間),5,4,1
105,1,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,學士班(日間),37,9,28
105,1,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,碩士班(日間),6,3,3
105,1,公立,一般大學,0004,國立臺灣師範大學,04199054,國際人力資源發展研究所,碩士班(日間),5,0,5
105,1,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,學士班(日間),45,17,28
105,1,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,碩士班(日間),2,2,0
105,1,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,博士班,1,0,1
105,1,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,學士班(日間),26,13,13
105,1,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,學士班(日間),23,17,6
105,1,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,碩士班(日間),4,2,2
105,1,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,學士班(日間),24,23,1
105,1,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,學士班(日間),15,11,4
105,1,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,學士班(日間),12,11,1
105,1,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,碩士班(日間),1,1,0
105,1,公立,一般大學,0004,國立臺灣師範大學,07141064,光電科技研究所,碩士班(日間),3,3,0
105,1,公立,一般大學,0004,國立臺灣師範大學,07141065,資訊工程學系,學士班(日間),20,12,8
105,1,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,學士班(日間),12,12,0
105,1,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,碩士班(日間),4,4,0
105,1,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,博士班,1,1,0
105,1,公立,一般大學,0004,國立臺灣師範大學,09231071,社會工作學研究所,碩士班(日間),5,0,5
105,1,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,學士班(日間),4,1,3
105,1,公立,一般大學,0005,國立成功大學,01111103,教育研究所,碩士班(日間),3,0,3
105,1,公立,一般大學,0005,國立成功大學,01111103,教育研究所,博士班,2,0,2
105,1,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,學士班(日間),9,8,1
105,1,公立,一般大學,0005,國立成功大學,02191104,藝術研究所,碩士班(日間),2,0,2
105,1,公立,一般大學,0005,國立成功大學,02221110,歷史學系,學士班(日間),6,5,1
105,1,公立,一般大學,0005,國立成功大學,02221110,歷史學系,碩士班(日間),2,2,0
105,1,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,學士班(日間),4,0,4
105,1,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,博士班,1,0,1
105,1,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,學士班(日間),2,1,1
105,1,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,碩士班(日間),1,0,1
105,1,公立,一般大學,0005,國立成功大學,02322107,中國文學系,學士班(日間),5,2,3
105,1,公立,一般大學,0005,國立成功大學,02322107,中國文學系,博士班,1,1,0
105,1,公立,一般大學,0005,國立成功大學,03111114,經濟學系,學士班(日間),5,4,1
105,1,公立,一般大學,0005,國立成功大學,03121115,政治學系,學士班(日間),5,3,2
105,1,公立,一般大學,0005,國立成功大學,03121116,政治經濟研究所,博士班,1,0,1
105,1,公立,一般大學,0005,國立成功大學,03131117,心理學系,學士班(日間),6,2,4
105,1,公立,一般大學,0005,國立成功大學,03131117,心理學系,碩士班(日間),3,0,3
105,1,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,學士班(日間),1,1,0
105,1,公立,一般大學,0005,國立成功大學,04131122,經營管理碩士學位學程(AMBA),碩士班(日間),1,1,0
105,1,公立,一般大學,0005,國立成功大學,04211001,法律學系,學士班(日間),2,0,2
105,1,公立,一般大學,0005,國立成功大學,04212001,法律學系,碩士班(日間),2,2,0
105,1,公立,一般大學,0005,國立成功大學,05111003,生命科學系,學士班(日間),6,6,0
105,1,公立,一般大學,0005,國立成功大學,05321019,地球科學系,學士班(日間),1,1,0
105,1,公立,一般大學,0005,國立成功大學,05331021,物理學系,學士班(日間),1,1,0
105,1,公立,一般大學,0005,國立成功大學,05411027,數學系,學士班(日間),1,0,1
105,1,公立,一般大學,0005,國立成功大學,05411027,數學系,碩士班(日間),1,1,0
105,1,公立,一般大學,0005,國立成功大學,05421029,統計學系,學士班(日間),1,1,0
105,1,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,學士班(日間),2,0,2
105,1,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,學士班(日間),3,3,0
105,1,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,學士班(日間),1,1,0
105,1,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,學士班(日間),3,3,0
105,1,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,碩士班(日間),3,2,1
105,1,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,學士班(日間),6,6,0
105,1,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,學士班(日間),3,1,2
105,1,公立,一般大學,0005,國立成功大學,07141041,製造資訊與系統研究所,碩士班(日間),1,1,0
105,1,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),3,3,0
105,1,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,碩士在職專班,1,1,0
105,1,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,學士班(日間),2,1,1
105,1,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,碩士班(日間),3,3,0
105,1,公立,一般大學,0005,國立成功大學,07194071,工程科學系,學士班(日間),2,2,0
105,1,公立,一般大學,0005,國立成功大學,07194071,工程科學系,碩士班(日間),7,5,2
105,1,公立,一般大學,0005,國立成功大學,07311075,建築學系,碩士班(日間),3,0,3
105,1,公立,一般大學,0005,國立成功大學,07311075,建築學系,碩士在職專班,1,1,0
105,1,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,學士班(日間),11,7,4
105,1,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,碩士班(日間),2,0,2
105,1,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),4,3,1
105,1,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,碩士在職專班,1,1,0
105,1,公立,一般大學,0005,國立成功大學,09121077,醫學系,學士班(日間),3,3,0
105,1,公立,一般大學,0005,國立成功大學,09131090,護理學系,學士班(日間),5,2,3
105,1,公立,一般大學,0005,國立成功大學,09151082,物理治療學系,學士班(日間),1,0,1
105,1,公立,一般大學,0005,國立成功大學,09161088,臨床藥學與藥物科技研究所,博士班,6,4,2
105,1,公立,一般大學,0006,國立中興大學,02221007,歷史學系,學士班(日間),1,0,1
105,1,公立,一般大學,0006,國立中興大學,02221007,歷史學系,博士班,4,3,1
105,1,公立,一般大學,0006,國立中興大學,02299008,文化創意產業學士學位學程,學士班(進修),2,2,0
105,1,公立,一般大學,0006,國立中興大學,02311006,外國語文學系,學士班(日間),3,1,2
105,1,公立,一般大學,0006,國立中興大學,02311006,外國語文學系,學士班(進修),8,4,4
105,1,公立,一般大學,0006,國立中興大學,02321003,台灣文學與跨國文化研究所,碩士班(日間),1,1,0
105,1,公立,一般大學,0006,國立中興大學,02321003,台灣文學與跨國文化研究所,碩士在職專班,1,1,0
105,1,公立,一般大學,0006,國立中興大學,02322005,中國文學系,學士班(日間),1,0,1
105,1,公立,一般大學,0006,國立中興大學,02322005,中國文學系,學士班(進修),4,1,3
105,1,公立,一般大學,0006,國立中興大學,02322005,中國文學系,博士班,2,0,2
105,1,公立,一般大學,0006,國立中興大學,03111009,應用經濟學系,博士班,1,0,1
105,1,公立,一般大學,0006,國立中興大學,04111015,會計學系,碩士班(日間),1,0,1
105,1,公立,一般大學,0006,國立中興大學,04211023,法律學系,學士班(日間),1,0,1
105,1,公立,一般大學,0006,國立中興大學,05111026,生命科學系,學士班(日間),1,1,0
105,1,公立,一般大學,0006,國立中興大學,06131043,資訊管理學系,學士班(日間),1,1,0
105,1,公立,一般大學,0006,國立中興大學,06131048,資訊科學與工程學系,碩士在職專班,3,2,1
105,1,公立,一般大學,0006,國立中興大學,07141045,電機工程學系,學士班(日間),1,1,0
105,1,公立,一般大學,0006,國立中興大學,07151052,生物產業機電工程學系,博士班,1,1,0
105,1,公立,一般大學,0006,國立中興大學,07312061,景觀與遊憩學士學位學程,學士班(日間),6,2,4
105,1,公立,一般大學,0006,國立中興大學,08112066,動物科學系,碩士班(日間),1,0,1
105,1,公立,一般大學,0006,國立中興大學,08121067,園藝學系,博士班,1,0,1
105,1,公立,一般大學,0006,國立中興大學,08193078,國際農企業學士學位學程,學士班(日間),2,0,2
105,1,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,碩士班(日間),1,0,1
105,1,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,博士班,2,2,0
105,1,公立,一般大學,0007,國立陽明交通大學,01111001,教育研究所,博士班,3,1,2
105,1,公立,一般大學,0007,國立陽明交通大學,01131002,英語教學研究所,碩士班(日間),3,1,2
105,1,公立,一般大學,0007,國立陽明交通大學,02122004,應用藝術研究所,碩士班(日間),12,2,10
105,1,公立,一般大學,0007,國立陽明交通大學,02299008,人文社會學系,學士班(日間),14,2,12
105,1,公立,一般大學,0007,國立陽明交通大學,02299008,人文社會學系,碩士班(日間),7,3,4
105,1,公立,一般大學,0007,國立陽明交通大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),5,2,3
105,1,公立,一般大學,0007,國立陽明交通大學,02299010,社會與文化研究所,碩士班(日間),10,3,7
105,1,公立,一般大學,0007,國立陽明交通大學,02299010,社會與文化研究所,博士班,3,0,3
105,1,公立,一般大學,0007,國立陽明交通大學,02311005,外國語文學系,學士班(日間),20,2,18
105,1,公立,一般大學,0007,國立陽明交通大學,02311005,外國語文學系,碩士班(日間),7,5,2
105,1,公立,一般大學,0007,國立陽明交通大學,03211014,傳播研究所,碩士班(日間),1,0,1
105,1,公立,一般大學,0007,國立陽明交通大學,03211015,傳播與科技學系,學士班(日間),3,2,1
105,1,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系,學士班(日間),12,3,9
105,1,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系,碩士班(日間),10,8,2
105,1,公立,一般大學,0007,國立陽明交通大學,04131016,管理學院企業管理碩士學位學程,碩士班(日間),2,0,2
105,1,公立,一般大學,0007,國立陽明交通大學,04131017,經營管理研究所,碩士班(日間),6,2,4
105,1,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,學士班(日間),8,0,8
105,1,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,碩士班(日間),1,0,1
105,1,公立,一般大學,0007,國立陽明交通大學,04199023,科技管理研究所,碩士班(日間),2,0,2
105,1,公立,一般大學,0007,國立陽明交通大學,05121028,生物科技學系,學士班(日間),7,3,4
105,1,公立,一般大學,0007,國立陽明交通大學,05121028,生物科技學系,碩士班(日間),4,4,0
105,1,公立,一般大學,0007,國立陽明交通大學,05121030,分子醫學與生物工程研究所,碩士班(日間),1,1,0
105,1,公立,一般大學,0007,國立陽明交通大學,05121030,分子醫學與生物工程研究所,博士班,1,0,1
105,1,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,學士班(日間),5,5,0
105,1,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,碩士班(日間),5,3,2
105,1,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,博士班,1,0,1
105,1,公立,一般大學,0007,國立陽明交通大學,05331041,電子物理學系,學士班(日間),11,9,2
105,1,公立,一般大學,0007,國立陽明交通大學,05399042,加速器光源科技與應用碩士學位學程,碩士班(日間),3,1,2
105,1,公立,一般大學,0007,國立陽明交通大學,05411045,應用數學系,學士班(日間),3,3,0
105,1,公立,一般大學,0007,國立陽明交通大學,05411045,應用數學系,碩士班(日間),3,3,0
105,1,公立,一般大學,0007,國立陽明交通大學,05421047,統計學研究所,碩士班(日間),1,0,1
105,1,公立,一般大學,0007,國立陽明交通大學,05421047,統計學研究所,博士班,1,1,0
105,1,公立,一般大學,0007,國立陽明交通大學,06131058,資訊工程學系,學士班(日間),24,21,3
105,1,公立,一般大學,0007,國立陽明交通大學,06131061,資訊科學與工程研究所,碩士班(日間),7,7,0
105,1,公立,一般大學,0007,國立陽明交通大學,06131061,資訊科學與工程研究所,博士班,1,0,1
105,1,公立,一般大學,0007,國立陽明交通大學,06132049,多媒體工程研究所,碩士班(日間),1,1,0
105,1,公立,一般大學,0007,國立陽明交通大學,06133082,聲音與音樂創意科技碩士學位學程,碩士班(日間),3,3,0
105,1,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,學士班(日間),4,4,0
105,1,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,碩士班(日間),9,5,4
105,1,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,博士班,1,1,0
105,1,公立,一般大學,0007,國立陽明交通大學,07121076,環境工程研究所,博士班,2,2,0
105,1,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,學士班(日間),6,4,2
105,1,公立,一般大學,0007,國立陽明交通大學,07141051,電子工程學系,學士班(日間),6,2,4
105,1,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,碩士班(日間),1,1,0
105,1,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,博士班,3,2,1
105,1,公立,一般大學,0007,國立陽明交通大學,07141055,光電工程學系,學士班(日間),1,1,0
105,1,公立,一般大學,0007,國立陽明交通大學,07141055,光電工程學系,碩士班(日間),1,0,1
