學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,參與競賽獲獎人次,學生論文出版及展演活動篇數(場數),學生論文出版及展演活動人次,在學學生出席國際會議人次
108,公立,一般大學,0020,國立東華大學,學士班(日間),35,15,411,79
108,公立,一般大學,0020,國立東華大學,碩士班(日間),24,74,82,38
108,公立,一般大學,0020,國立東華大學,博士班,3,26,25,18
108,公立,一般大學,0021,國立暨南國際大學,學士班(日間),37,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),4,25,29,19
108,公立,一般大學,0021,國立暨南國際大學,博士班,0,21,24,10
108,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),108,0,0,4
108,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),96,10,22,54
108,公立,技專校院,0022,國立臺灣科技大學,博士班,16,10,9,13
108,公立,技專校院,0023,國立雲林科技大學,學士班(日間),243,15,113,0
108,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),106,271,363,21
108,公立,技專校院,0023,國立雲林科技大學,碩士在職專班,3,5,5,0
108,公立,技專校院,0023,國立雲林科技大學,博士班,3,114,85,16
108,公立,技專校院,0024,國立屏東科技大學,學士班(日間),337,18,45,18
108,公立,技專校院,0024,國立屏東科技大學,學士班(進修),90,0,0,0
108,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),60,161,165,35
108,公立,技專校院,0024,國立屏東科技大學,碩士在職專班,2,16,16,0
108,公立,技專校院,0024,國立屏東科技大學,博士班,6,34,33,12
108,公立,技專校院,0025,國立臺北科技大學,五專,0,0,0,3
108,公立,技專校院,0025,國立臺北科技大學,學士班(日間),98,44,68,53
108,公立,技專校院,0025,國立臺北科技大學,學士班(進修),3,0,0,0
108,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),92,181,217,159
108,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,1,6,6,0
108,公立,技專校院,0025,國立臺北科技大學,博士班,7,42,25,33
108,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),38,204,908,4
108,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),27,99,302,157
108,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,0,15,20,0
108,公立,一般大學,0028,國立臺北藝術大學,博士班,0,31,26,47
108,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),131,29,308,0
108,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),36,2,6,0
108,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),42,98,103,33
108,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,10,40,42,3
108,公立,一般大學,0029,國立臺灣藝術大學,博士班,3,59,59,29
108,公立,一般大學,0030,國立臺東大學,學士班(日間),246,12,42,7
108,公立,一般大學,0030,國立臺東大學,學士班(進修),0,1,1,0
108,公立,一般大學,0030,國立臺東大學,碩士班(日間),2,16,18,1
108,公立,一般大學,0030,國立臺東大學,碩士在職專班,0,20,20,0
108,公立,一般大學,0031,國立宜蘭大學,學士班(日間),47,43,60,1
108,公立,一般大學,0031,國立宜蘭大學,學士班(進修),0,2,2,0
108,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),7,81,96,15
108,公立,一般大學,0031,國立宜蘭大學,博士班,0,2,2,0
108,公立,一般大學,0032,國立聯合大學,學士班(日間),128,66,229,29
108,公立,一般大學,0032,國立聯合大學,碩士班(日間),15,45,66,24
108,公立,一般大學,0032,國立聯合大學,博士班,0,0,0,1
108,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),166,1,5,4
108,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),10,34,43,30
108,公立,技專校院,0033,國立虎尾科技大學,博士班,0,1,1,1
108,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),41,1,66,0
108,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),48,14,106,2
108,公立,一般大學,0035,國立臺南藝術大學,博士班,20,9,9,0
108,公立,一般大學,0036,國立臺南大學,學士班(日間),48,16,261,8
108,公立,一般大學,0036,國立臺南大學,碩士班(日間),31,55,88,59
108,公立,一般大學,0036,國立臺南大學,碩士在職專班,0,6,6,0
108,公立,一般大學,0036,國立臺南大學,博士班,0,28,28,50
108,公立,一般大學,0037,國立臺北教育大學,學士班(日間),178,5,83,0
108,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),40,20,30,26
108,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,4,18,18,20
108,公立,一般大學,0037,國立臺北教育大學,博士班,0,19,58,43
108,公立,一般大學,0039,國立臺中教育大學,學士班(日間),139,0,0,14
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),14,64,81,49
108,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,3,27,29,49
108,公立,一般大學,0039,國立臺中教育大學,博士班,0,7,8,15
108,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),0,5,5,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),153,28,29,4
108,公立,技專校院,0043,國立勤益科技大學,學士班(進修),2,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),26,15,15,10
108,公立,一般大學,0044,國立體育大學,學士班(日間),507,4,4,4
108,公立,一般大學,0044,國立體育大學,碩士班(日間),28,17,17,21
108,公立,一般大學,0044,國立體育大學,博士班,0,8,8,6
108,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),105,0,0,21
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),3,22,26,15
108,公立,技專校院,0046,國立臺北護理健康大學,博士班,1,8,3,4
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),91,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),24,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),13,16,16,17
108,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,3,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,博士班,0,2,2,2
108,公立,一般大學,0048,國立金門大學,學士班(日間),28,1,1,0
108,公立,一般大學,0048,國立金門大學,碩士班(日間),4,10,10,10
108,公立,一般大學,0048,國立金門大學,碩士在職專班,0,9,9,0
108,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),384,2,4,0
108,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),5,0,0,0
108,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),19,14,14,5
108,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,0,11,11,2
108,公立,技專校院,0050,國立臺中科技大學,五專,16,0,0,0
108,公立,技專校院,0050,國立臺中科技大學,學士班(日間),64,13,42,0
108,公立,技專校院,0050,國立臺中科技大學,學士班(進修),5,0,0,0
108,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),2,12,22,0
108,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,2,9,15,0
108,公立,技專校院,0051,國立臺北商業大學,五專,21,0,0,0
108,公立,技專校院,0051,國立臺北商業大學,學士班(日間),113,0,0,0
108,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),3,13,13,35
108,公立,一般大學,0052,國立屏東大學,學士班(日間),385,18,101,182
108,公立,一般大學,0052,國立屏東大學,碩士班(日間),39,36,43,93
108,公立,一般大學,0052,國立屏東大學,碩士在職專班,0,23,25,45
108,公立,一般大學,0052,國立屏東大學,博士班,0,20,29,0
108,公立,技專校院,0053,國立高雄科技大學,五專,4,0,0,0
108,公立,技專校院,0053,國立高雄科技大學,學士班(日間),657,27,89,48
108,公立,技專校院,0053,國立高雄科技大學,學士班(進修),19,0,3,1
108,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),86,113,138,84
108,公立,技專校院,0053,國立高雄科技大學,碩士在職專班,0,28,30,4
108,公立,技專校院,0053,國立高雄科技大學,博士班,3,16,16,16
108,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),1,0,0,0
108,公立,技專校院,0221,國立臺南護理專科學校,五專,95,7,15,0
108,公立,技專校院,0222,國立臺東專科學校,二專(日間),16,0,0,0
108,私立,一般大學,1001,東海大學,學士班(日間),323,44,401,1
108,私立,一般大學,1001,東海大學,學士班(進修),15,3,16,0
108,私立,一般大學,1001,東海大學,碩士班(日間),79,101,240,38
108,私立,一般大學,1001,東海大學,碩士在職專班,17,10,24,1
108,私立,一般大學,1001,東海大學,博士班,3,32,35,7
108,私立,一般大學,1002,輔仁大學,學士班(日間),1085,168,626,47
108,私立,一般大學,1002,輔仁大學,學士班(進修),4,0,0,0
108,私立,一般大學,1002,輔仁大學,碩士班(日間),11,13,14,5
108,私立,一般大學,1002,輔仁大學,博士班,0,11,11,0
108,私立,一般大學,1003,東吳大學,學士班(日間),407,31,46,39
108,私立,一般大學,1003,東吳大學,學士班(進修),1,0,0,0
108,私立,一般大學,1003,東吳大學,碩士班(日間),24,79,80,82
108,私立,一般大學,1003,東吳大學,碩士在職專班,0,5,5,14
108,私立,一般大學,1003,東吳大學,博士班,1,36,36,12
108,私立,一般大學,1004,中原大學,學士班(日間),438,3,12,12
108,私立,一般大學,1004,中原大學,碩士班(日間),51,64,67,80
108,私立,一般大學,1004,中原大學,碩士在職專班,2,0,0,0
108,私立,一般大學,1004,中原大學,博士班,5,11,11,27
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),305,12,12,43
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),106,87,89,62
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,0,28,28,6
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,21,78,78,43
108,私立,一般大學,1006,中國文化大學,學士班(日間),253,35,49,3
108,私立,一般大學,1006,中國文化大學,學士班(進修),2,0,0,0
108,私立,一般大學,1006,中國文化大學,碩士班(日間),0,131,131,19
108,私立,一般大學,1006,中國文化大學,碩士在職專班,2,37,60,17
108,私立,一般大學,1006,中國文化大學,博士班,2,34,33,2
108,私立,一般大學,1007,逢甲大學,學士班(日間),253,48,106,0
108,私立,一般大學,1007,逢甲大學,學士班(進修),2,0,0,0
108,私立,一般大學,1007,逢甲大學,碩士班(日間),25,235,330,26
108,私立,一般大學,1007,逢甲大學,碩士在職專班,0,2,3,0
108,私立,一般大學,1007,逢甲大學,博士班,3,130,157,9
108,私立,一般大學,1008,靜宜大學,學士班(日間),492,58,112,0
108,私立,一般大學,1008,靜宜大學,碩士班(日間),54,77,92,5
108,私立,一般大學,1008,靜宜大學,碩士在職專班,1,5,6,0
108,私立,一般大學,1008,靜宜大學,博士班,3,11,14,0
108,私立,一般大學,1009,長庚大學,學士班(日間),265,5,5,10
108,私立,一般大學,1009,長庚大學,碩士班(日間),22,57,60,43
108,私立,一般大學,1009,長庚大學,博士班,3,123,128,46
108,私立,一般大學,1010,元智大學,學士班(日間),113,58,100,91
108,私立,一般大學,1010,元智大學,碩士班(日間),20,128,169,154
108,私立,一般大學,1010,元智大學,碩士在職專班,0,0,1,1
108,私立,一般大學,1010,元智大學,博士班,7,137,174,129
108,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),59,19,48,5
108,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),4,57,69,4
108,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,0,9,9,0
108,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,5,34,41,3
108,私立,一般大學,1012,大葉大學,學士班(日間),372,110,280,21
108,私立,一般大學,1012,大葉大學,學士班(進修),13,8,32,0
108,私立,一般大學,1012,大葉大學,碩士班(日間),26,89,229,22
108,私立,一般大學,1012,大葉大學,碩士在職專班,9,14,22,3
108,私立,一般大學,1012,大葉大學,博士班,4,67,169,9
108,私立,一般大學,1013,華梵大學,學士班(日間),10,17,179,0
108,私立,一般大學,1013,華梵大學,碩士班(日間),0,7,13,2
108,私立,一般大學,1013,華梵大學,博士班,0,2,2,0
108,私立,一般大學,1014,義守大學,學士班(日間),117,77,483,110
108,私立,一般大學,1014,義守大學,學士班(進修),3,3,3,2
108,私立,一般大學,1014,義守大學,碩士班(日間),13,39,68,57
108,私立,一般大學,1014,義守大學,碩士在職專班,1,3,3,2
108,私立,一般大學,1014,義守大學,博士班,3,21,25,23
108,私立,一般大學,1015,世新大學,學士班(日間),645,24,278,1
108,私立,一般大學,1015,世新大學,學士班(進修),9,0,0,0
108,私立,一般大學,1015,世新大學,碩士班(日間),35,28,41,16
108,私立,一般大學,1015,世新大學,碩士在職專班,0,2,2,0
108,私立,一般大學,1015,世新大學,博士班,0,26,28,7
108,私立,一般大學,1016,銘傳大學,學士班(日間),1128,188,546,994
108,私立,一般大學,1016,銘傳大學,碩士班(日間),34,191,197,328
108,私立,一般大學,1016,銘傳大學,碩士在職專班,0,72,73,114
108,私立,一般大學,1016,銘傳大學,博士班,0,0,0,12
108,私立,一般大學,1017,實踐大學,學士班(日間),250,16,303,307
108,私立,一般大學,1017,實踐大學,學士班(進修),10,1,1,9
108,私立,一般大學,1017,實踐大學,碩士班(日間),14,8,28,22
108,私立,一般大學,1017,實踐大學,碩士在職專班,0,6,7,12
108,私立,技專校院,1018,朝陽科技大學,學士班(日間),748,11,6,3
108,私立,技專校院,1018,朝陽科技大學,學士班(進修),22,0,0,0
108,私立,技專校院,1018,朝陽科技大學,碩士班(日間),32,110,87,41
108,私立,技專校院,1018,朝陽科技大學,碩士在職專班,0,1,1,0
108,私立,技專校院,1018,朝陽科技大學,博士班,2,39,27,7
108,私立,一般大學,1019,高雄醫學大學,學士班(日間),181,15,22,3
108,私立,一般大學,1019,高雄醫學大學,碩士班(日間),14,27,24,24
108,私立,一般大學,1019,高雄醫學大學,碩士在職專班,0,2,2,3
108,私立,一般大學,1019,高雄醫學大學,博士班,26,61,56,13
108,私立,一般大學,1020,南華大學,學士班(日間),144,0,0,93
108,私立,一般大學,1020,南華大學,碩士班(日間),3,9,9,0
108,私立,一般大學,1020,南華大學,碩士在職專班,0,1,1,0
108,私立,一般大學,1020,南華大學,博士班,0,4,4,0
108,私立,一般大學,1021,真理大學,學士班(日間),39,17,599,0
108,私立,一般大學,1022,大同大學,學士班(日間),48,11,23,0
108,私立,一般大學,1022,大同大學,碩士班(日間),29,40,58,7
108,私立,一般大學,1022,大同大學,博士班,0,9,11,4
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,1,0,0,0
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),2010,9,0,15
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),9,0,0,0
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),145,7,6,19
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,1,5,0,0
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,22,0,0,0
108,私立,技專校院,1024,崑山科技大學,學士班(日間),418,28,116,0
108,私立,技專校院,1024,崑山科技大學,學士班(進修),12,0,0,0
108,私立,技專校院,1024,崑山科技大學,碩士班(日間),51,8,10,0
108,私立,技專校院,1024,崑山科技大學,博士班,14,20,47,5
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),312,63,99,0
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),117,0,0,0
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),7,6,6,0
108,私立,技專校院,1026,樹德科技大學,學士班(日間),643,48,200,184
108,私立,技專校院,1026,樹德科技大學,學士班(進修),84,2,11,0
108,私立,技專校院,1026,樹德科技大學,碩士班(日間),7,8,8,1
108,私立,技專校院,1026,樹德科技大學,碩士在職專班,4,46,46,0
108,私立,技專校院,1026,樹德科技大學,博士班,0,6,4,4
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),44,10,11,13
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),4,25,27,13
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,8,1,1,0
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,0,58,58,30
108,私立,一般大學,1028,臺北醫學大學,學士班(日間),167,3,3,6
108,私立,一般大學,1028,臺北醫學大學,碩士班(日間),17,4,6,85
108,私立,一般大學,1028,臺北醫學大學,碩士在職專班,1,7,7,45
108,私立,一般大學,1028,臺北醫學大學,博士班,12,57,57,97
108,私立,一般大學,1029,中山醫學大學,學士班(日間),153,9,23,8
108,私立,一般大學,1029,中山醫學大學,碩士班(日間),19,50,58,11
108,私立,一般大學,1029,中山醫學大學,碩士在職專班,1,15,19,0
108,私立,一般大學,1029,中山醫學大學,博士班,7,78,81,6
108,私立,技專校院,1030,龍華科技大學,五專,34,0,0,0
108,私立,技專校院,1030,龍華科技大學,學士班(日間),447,10,11,0
108,私立,技專校院,1030,龍華科技大學,學士班(進修),4,0,0,0
108,私立,技專校院,1030,龍華科技大學,碩士班(日間),0,18,11,0
108,私立,技專校院,1031,輔英科技大學,五專,9,0,0,0
108,私立,技專校院,1031,輔英科技大學,學士班(日間),7,4,4,0
108,私立,技專校院,1031,輔英科技大學,碩士班(日間),0,2,2,0
108,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),39,24,45,19
108,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),5,25,26,10
108,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,18,2,2,2
108,私立,一般大學,1033,長榮大學,學士班(日間),166,23,140,17
108,私立,一般大學,1033,長榮大學,學士班(進修),4,0,0,0
108,私立,一般大學,1033,長榮大學,碩士班(日間),16,15,15,0
108,私立,一般大學,1033,長榮大學,博士班,0,7,7,2
108,私立,技專校院,1034,弘光科技大學,五專,1,0,0,0
108,私立,技專校院,1034,弘光科技大學,學士班(日間),304,15,46,90
108,私立,技專校院,1034,弘光科技大學,學士班(進修),24,2,2,1
108,私立,技專校院,1034,弘光科技大學,碩士班(日間),3,24,25,22
108,私立,技專校院,1034,弘光科技大學,碩士在職專班,1,4,4,4
108,私立,技專校院,1034,弘光科技大學,博士班,0,5,5,2
108,私立,一般大學,1035,中國醫藥大學,學士班(日間),136,50,81,43
108,私立,一般大學,1035,中國醫藥大學,碩士班(日間),7,63,91,63
108,私立,一般大學,1035,中國醫藥大學,博士班,1,166,189,49
108,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),266,0,5,0
108,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),13,0,0,0
108,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),7,82,84,0
108,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,0,2,2,0
108,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,3,0,0,0
108,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),83,1,3,7
108,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),7,0,0,0
108,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),7,0,0,0
108,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,0,0,0,1
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),137,0,0,0
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),2,0,0,0
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),5,0,0,0
108,私立,一般大學,1039,玄奘大學,學士班(日間),183,33,137,308
108,私立,一般大學,1039,玄奘大學,碩士班(日間),5,27,27,9
108,私立,技專校院,1040,建國科技大學,學士班(日間),284,1,37,0
108,私立,技專校院,1040,建國科技大學,學士班(進修),34,0,0,0
108,私立,技專校院,1040,建國科技大學,碩士班(日間),26,0,0,0
108,私立,技專校院,1041,明志科技大學,學士班(日間),131,147,308,0
108,私立,技專校院,1041,明志科技大學,學士班(進修),0,3,4,0
108,私立,技專校院,1041,明志科技大學,碩士班(日間),26,494,718,44
108,私立,技專校院,1041,明志科技大學,碩士在職專班,0,15,15,0
108,私立,技專校院,1041,明志科技大學,博士班,0,8,8,0
108,私立,技專校院,1042,高苑科技大學,學士班(日間),49,0,0,0
108,私立,技專校院,1042,高苑科技大學,碩士班(日間),7,0,0,0
108,私立,技專校院,1042,高苑科技大學,碩士在職專班,1,11,11,0
108,私立,技專校院,1043,大仁科技大學,學士班(日間),218,0,0,0
108,私立,技專校院,1043,大仁科技大學,學士班(進修),2,0,0,0
108,私立,技專校院,1044,聖約翰科技大學,學士班(日間),15,13,20,0
108,私立,技專校院,1045,嶺東科技大學,學士班(日間),378,75,184,0
108,私立,技專校院,1045,嶺東科技大學,學士班(進修),46,2,2,0
108,私立,技專校院,1045,嶺東科技大學,碩士班(日間),3,8,8,0
108,私立,技專校院,1046,中國科技大學,學士班(日間),552,11,34,0
108,私立,技專校院,1046,中國科技大學,學士班(進修),7,0,0,0
108,私立,技專校院,1046,中國科技大學,碩士班(日間),0,14,35,2
108,私立,技專校院,1047,中臺科技大學,學士班(日間),202,6,29,0
108,私立,技專校院,1047,中臺科技大學,學士班(進修),57,0,0,0
108,私立,技專校院,1047,中臺科技大學,碩士班(日間),0,2,2,0
108,私立,技專校院,1047,中臺科技大學,碩士在職專班,1,20,20,1
108,私立,一般大學,1048,亞洲大學,學士班(日間),196,4,8,5
108,私立,一般大學,1048,亞洲大學,碩士班(日間),5,12,12,3
108,私立,一般大學,1048,亞洲大學,博士班,1,21,21,1
108,私立,一般大學,1049,開南大學,學士班(日間),12,0,0,0
108,私立,一般大學,1049,開南大學,碩士班(日間),0,2,2,3
108,私立,一般大學,1050,佛光大學,學士班(日間),122,9,9,15
108,私立,一般大學,1050,佛光大學,碩士班(日間),3,5,5,33
108,私立,一般大學,1050,佛光大學,碩士在職專班,0,7,7,0
108,私立,一般大學,1050,佛光大學,博士班,0,2,2,25
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,146,2,50,0
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),554,30,270,13
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),6,4,4,0
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士班(日間),4,5,14,0
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士在職專班,4,3,3,0
108,私立,技專校院,1052,遠東科技大學,學士班(日間),249,7,14,0
108,私立,技專校院,1052,遠東科技大學,學士班(進修),6,0,0,0
108,私立,技專校院,1052,遠東科技大學,碩士班(日間),22,8,11,0
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),31,6,22,1
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士班(日間),5,3,3,0
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士在職專班,3,0,0,0
108,私立,技專校院,1054,景文科技大學,學士班(日間),199,0,0,0
108,私立,技專校院,1055,中華醫事科技大學,五專,27,0,0,0
108,私立,技專校院,1055,中華醫事科技大學,學士班(日間),97,3,8,0
108,私立,技專校院,1055,中華醫事科技大學,學士班(進修),8,0,0,0
108,私立,技專校院,1056,東南科技大學,學士班(日間),340,6,6,0
108,私立,技專校院,1056,東南科技大學,碩士班(日間),0,7,7,0
108,私立,技專校院,1057,德明財經科技大學,學士班(日間),290,3,10,0
108,私立,技專校院,1057,德明財經科技大學,學士班(進修),5,0,0,0
108,私立,技專校院,1057,德明財經科技大學,碩士班(日間),0,3,3,0
108,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),21,0,0,0
108,私立,一般大學,1058,明道學校財團法人明道大學,碩士班(日間),2,6,6,11
108,私立,一般大學,1058,明道學校財團法人明道大學,碩士在職專班,0,8,8,17
108,私立,技專校院,1060,南開科技大學,五專,56,0,0,0
108,私立,技專校院,1060,南開科技大學,學士班(日間),143,0,0,0
108,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),24,1,4,0
108,私立,技專校院,1062,僑光科技大學,學士班(日間),161,0,0,0
108,私立,技專校院,1062,僑光科技大學,學士班(進修),58,0,0,0
108,私立,技專校院,1062,僑光科技大學,碩士班(日間),1,10,10,0
108,私立,技專校院,1062,僑光科技大學,碩士在職專班,0,18,18,0
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),147,0,0,0
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),42,0,0,0
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士班(日間),7,0,0,0
108,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,26,0,0,0
108,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),55,5,5,0
108,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),71,0,0,0
108,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士班(日間),1,9,9,0
108,私立,技專校院,1065,吳鳳科技大學,學士班(日間),96,0,0,0
108,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),139,0,0,0
108,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士班(日間),0,1,7,0
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),25,0,0,0
108,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),29,0,0,0
108,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(進修),7,0,0,0
108,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),258,0,0,0
108,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(進修),1,0,0,0
108,私立,技專校院,1069,修平學校財團法人修平科技大學,碩士班(日間),10,24,27,0
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,五專,1,0,0,0
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),99,0,0,0
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(進修),2,0,0,0
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,碩士班(日間),0,2,2,0
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,碩士在職專班,0,11,12,9
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,105,0,0,0
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),645,42,56,0
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(進修),25,0,0,0
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,6,0,0,0
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),8,0,0,0
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,12,0,0,0
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),170,0,0,0
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),5,0,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,112,0,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),100,0,0,10
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(進修),3,0,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,碩士班(日間),1,4,4,9
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,碩士在職專班,2,0,0,0
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,3,0,0,0
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),20,0,0,0
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,碩士班(日間),0,12,18,1
108,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,160,0,1,0
108,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),1150,82,250,958
108,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(進修),16,0,0,0
108,私立,技專校院,1078,致理學校財團法人致理科技大學,碩士班(日間),9,18,18,0
