學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,專任教師平均每週授課時數-教授,專任教師平均每週授課時數-副教授,專任教師平均每週授課時數-助理教授,專任教師平均每週授課時數-講師,專任教師平均每週授課時數-其他教師
106,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,5.71,6.69,6.05,0,0
106,公立,一般大學,0004,國立臺灣師範大學,07141064,光電科技研究所,4.25,3.50,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,07141065,資訊工程學系,6,5.50,6,0,0
106,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,7.19,9.99,9.33,0,0
106,公立,一般大學,0004,國立臺灣師範大學,09231071,社會工作學研究所,4.50,8,6,0,0
106,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,8.29,10.50,11.33,15.17,0
106,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,8,11.33,0,0,0
106,公立,一般大學,0005,國立成功大學,,計算機與網路中心,0,3,2,6.50,0
106,公立,一般大學,0005,國立成功大學,,軍訓室,0,0,0,0,5.33
106,公立,一般大學,0005,國立成功大學,,師資培育中心,0,6.25,4.88,0,0
106,公立,一般大學,0005,國立成功大學,,通識教育中心,2.40,0,0,0,0
106,公立,一般大學,0005,國立成功大學,,學生事務處,0,0,8.20,0,0
106,公立,一般大學,0005,國立成功大學,,體育室,0,13.08,13,15.60,0
106,公立,一般大學,0005,國立成功大學,01111103,教育研究所,5.42,8.38,0,0,0
106,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,9,6.45,6.88,0,0
106,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,7.76,16.58,13.71,7.50,0
106,公立,一般大學,0005,國立成功大學,02191104,藝術研究所,6.63,8.28,10.64,0,0
106,公立,一般大學,0005,國立成功大學,02221110,歷史學系,7.92,7.45,6.65,0,0
106,公立,一般大學,0005,國立成功大學,02222111,考古學研究所,4.08,0,5.92,0,0
106,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,8.10,8.21,9.80,14.41,0
106,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,8.36,7.78,0,0,0
106,公立,一般大學,0005,國立成功大學,02322107,中國文學系,6.95,8.26,9.91,0,0
106,公立,一般大學,0005,國立成功大學,03111114,經濟學系,5.50,6.88,6.67,0,0
106,公立,一般大學,0005,國立成功大學,03121115,政治學系,7.83,8.25,6.88,0,0
106,公立,一般大學,0005,國立成功大學,03121116,政治經濟研究所,11.46,0,0,0,0
106,公立,一般大學,0005,國立成功大學,03131117,心理學系,6.74,8.13,7.41,0,0
106,公立,一般大學,0005,國立成功大學,03131118,行為醫學研究所,10.87,16.57,8.49,0,0
106,公立,一般大學,0005,國立成功大學,04111120,會計學系,8.03,9.89,10.64,0,0
106,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,7.39,11.16,10.89,0,0
106,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,9.67,9.75,9,0,0
106,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,8.72,0,6,0,0
106,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),17.17,6.37,8.49,0,0
106,公立,一般大學,0005,國立成功大學,04199024,海洋科技與事務研究所,6,7.25,6.50,0,0
106,公立,一般大學,0005,國立成功大學,04199056,電信管理研究所,9.28,11.20,6.06,0,0
106,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,10.22,6.83,7.50,0,0
106,公立,一般大學,0005,國立成功大學,04211001,法律學系,7.15,8.28,8,0,0
106,公立,一般大學,0005,國立成功大學,05111003,生命科學系,3.74,6.63,5.85,0,0
106,公立,一般大學,0005,國立成功大學,05111005,熱帶植物科學研究所,0,5.19,6.76,0,0
106,公立,一般大學,0005,國立成功大學,05121008,生物科技與產業科學系,5.86,6.16,7.56,0,0
106,公立,一般大學,0005,國立成功大學,05122009,微生物及免疫學研究所,8.39,9.80,9.40,0,0
106,公立,一般大學,0005,國立成功大學,05123010,生物化學暨分子生物學研究所,6.24,10.73,9.95,0,0
106,公立,一般大學,0005,國立成功大學,05311017,化學系,7.30,7.45,6.72,10.33,0
106,公立,一般大學,0005,國立成功大學,05321019,地球科學系,7.97,7.75,8.69,0,0
106,公立,一般大學,0005,國立成功大學,05331021,物理學系,6.45,6.87,5.57,0,0
106,公立,一般大學,0005,國立成功大學,05331023,太空與電漿科學研究所,5.67,6.75,6,0,0
106,公立,一般大學,0005,國立成功大學,05411027,數學系,6.38,5.93,6.67,0,0
106,公立,一般大學,0005,國立成功大學,05421029,統計學系,5.50,6.79,5.66,0,0
106,公立,一般大學,0005,國立成功大學,06131030,資訊管理研究所,7.63,10,7,0,0
106,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,5.38,5.71,4.33,0,0
106,公立,一般大學,0005,國立成功大學,06131095,醫學資訊研究所,9.07,7.17,0,0,0
106,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,6.55,6.41,7.13,8.50,0
106,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,6.14,6.06,4.67,0,0
106,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,5.07,5.80,5.25,0,0
106,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,6.38,6.83,6.25,0,0
106,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,7.50,6.25,5.52,0,0
106,公立,一般大學,0005,國立成功大學,07141033,微電子工程研究所,5.33,0,0,0,0
106,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,5.35,6.30,6.50,0,0
106,公立,一般大學,0005,國立成功大學,07141037,電腦與通信工程研究所,5,5.50,5,0,0
106,公立,一般大學,0005,國立成功大學,07141041,製造資訊與系統研究所,5.58,7.78,6.28,0,0
106,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,5.57,6.25,6.96,0,0
106,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,5.77,4.58,6.73,0,0
106,公立,一般大學,0005,國立成功大學,07162100,民航研究所,3.83,7.50,0,0,0
106,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,5.70,7.17,9,0,0
106,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,5.92,5.77,5.75,0,0
106,公立,一般大學,0005,國立成功大學,07194071,工程科學系,9.20,8.93,7,0,0
106,公立,一般大學,0005,國立成功大學,07211127,食品安全衛生暨風險管理研究所,9,0,9,0,0
106,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,6.17,7.53,5.75,0,0
106,公立,一般大學,0005,國立成功大學,07311075,建築學系,7.84,8.34,12.46,9,0
106,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,7.50,9.03,8.38,0,0
106,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,5.52,5.75,8.17,0,0
106,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,6.36,6.93,5.33,3.50,0
106,公立,一般大學,0005,國立成功大學,09111096,口腔醫學研究所,13.94,17.23,13.14,0,0
106,公立,一般大學,0005,國立成功大學,09121053,基礎醫學研究所,10.09,0,0,0,0
106,公立,一般大學,0005,國立成功大學,09121054,分子醫學研究所,9.58,10.01,8.50,0,0
106,公立,一般大學,0005,國立成功大學,09121077,醫學系,11.86,13.29,11.29,15.05,0
106,公立,一般大學,0005,國立成功大學,09121078,臨床醫學研究所,14.77,12.77,11.59,0,0
106,公立,一般大學,0005,國立成功大學,09121083,生理學研究所,10.92,9.14,10.40,0,0
106,公立,一般大學,0005,國立成功大學,09121084,細胞生物與解剖學研究所,10.13,6.33,7.08,0,0
106,公立,一般大學,0005,國立成功大學,09131090,護理學系,8.21,12.84,6.88,6.13,0
106,公立,一般大學,0005,國立成功大學,09131091,健康照護科學研究所,6.54,5.56,0,0,0
106,公立,一般大學,0005,國立成功大學,09141094,醫學檢驗生物技術學系,13.25,17.98,9.72,0,0
106,公立,一般大學,0005,國立成功大學,09151082,物理治療學系,6.22,5.09,7.47,7.30,0
106,公立,一般大學,0005,國立成功大學,09152089,職能治療學系,5.47,8.01,8.51,0,0
106,公立,一般大學,0005,國立成功大學,09161086,藥學系,9.32,0,7.59,0,0
106,公立,一般大學,0005,國立成功大學,09161087,藥理學研究所,8.20,9.15,9.75,0,0
106,公立,一般大學,0005,國立成功大學,09161088,臨床藥學與藥物科技研究所,10.27,10.92,9.79,0,0
106,公立,一般大學,0005,國立成功大學,09191079,公共衛生研究所,9.23,9.53,9.41,0,0
106,公立,一般大學,0005,國立成功大學,09191085,環境醫學研究所,7.75,10.64,10.19,0,0
106,公立,一般大學,0005,國立成功大學,09211101,老年學研究所,11.82,9.25,10.97,0,0
106,公立,一般大學,0005,國立成功大學,10152097,體育健康與休閒研究所,11.25,13,15,0,0
106,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,7.15,9.26,6.06,0,0
106,公立,一般大學,0006,國立中興大學,,生物科技發展中心,5.40,0,0,0,0
106,公立,一般大學,0006,國立中興大學,,法政學院,0,0,0,14.70,0
106,公立,一般大學,0006,國立中興大學,,師資培育中心,0,0,0,13,0
106,公立,一般大學,0006,國立中興大學,,通識教育中心,0,0,6,0,0
106,公立,一般大學,0006,國立中興大學,,學生事務處,0,0,0,0,4.26
106,公立,一般大學,0006,國立中興大學,,體育室,6.67,9,12.67,13.20,0
106,公立,一般大學,0006,國立中興大學,01111001,教師專業發展研究所,6.50,6.25,6,0,0
106,公立,一般大學,0006,國立中興大學,02221007,歷史學系,6.75,9.98,7.90,10,0
106,公立,一般大學,0006,國立中興大學,02311006,外國語文學系,7.56,8.71,8.72,11.67,0
106,公立,一般大學,0006,國立中興大學,02321003,台灣文學與跨國文化研究所,5,5.30,7.40,0,0
106,公立,一般大學,0006,國立中興大學,02322005,中國文學系,6.72,9.70,11.23,8.20,0
106,公立,一般大學,0006,國立中興大學,03111009,應用經濟學系,7.25,8.45,8.60,0,0
106,公立,一般大學,0006,國立中興大學,03122010,國際政治研究所,9.80,13.77,9.50,0,0
106,公立,一般大學,0006,國立中興大學,03222013,圖書資訊學研究所,6,8.45,11.30,0,0
106,公立,一般大學,0006,國立中興大學,04111015,會計學系,7.83,9.93,8.75,0,0
106,公立,一般大學,0006,國立中興大學,04121019,財務金融學系,8.46,14.60,4.90,0,0
106,公立,一般大學,0006,國立中興大學,04131016,企業管理學系,6.70,9.78,7.28,0,0
106,公立,一般大學,0006,國立中興大學,04134011,國家政策與公共事務研究所,6.98,3.77,0,0,0
106,公立,一般大學,0006,國立中興大學,04143020,行銷學系,6.66,8.47,7,0,0
106,公立,一般大學,0006,國立中興大學,04199021,科技管理研究所,7.07,0,6,0,0
106,公立,一般大學,0006,國立中興大學,04211023,法律學系,8.36,10.56,8.20,0,0
106,公立,一般大學,0006,國立中興大學,05111026,生命科學系,8.26,8.77,9.30,9.40,0
106,公立,一般大學,0006,國立中興大學,05111029,昆蟲學系,7.39,7.55,10.50,0,0
106,公立,一般大學,0006,國立中興大學,05121027,生物科技學研究所,10.20,9.70,0,0,0
106,公立,一般大學,0006,國立中興大學,05121031,生物科技學士學位學程,0,12.80,0,0,0
106,公立,一般大學,0006,國立中興大學,05121033,分子生物學研究所,7.33,7.10,0,0,0
106,公立,一般大學,0006,國立中興大學,05121037,基因體暨生物資訊學研究所,8.70,9.27,8.60,0,0
106,公立,一般大學,0006,國立中興大學,05123034,生物化學研究所,6.83,6.80,8.45,0,0
106,公立,一般大學,0006,國立中興大學,05123035,生物醫學研究所,7.44,8.80,7.70,0,0
106,公立,一般大學,0006,國立中興大學,05292082,水土保持學系,7.50,11.97,10.88,0,0
106,公立,一般大學,0006,國立中興大學,05311039,化學系,8.14,10.06,12.87,15.30,0
106,公立,一般大學,0006,國立中興大學,05331040,物理學系,8,9.66,8.57,10,0
106,公立,一般大學,0006,國立中興大學,05331058,奈米科學研究所,8.07,0,0,0,0
106,公立,一般大學,0006,國立中興大學,05411041,應用數學系,7.16,9.37,8.04,0,0
106,公立,一般大學,0006,國立中興大學,05421042,統計學研究所,4.77,6.83,6,0,0
106,公立,一般大學,0006,國立中興大學,06131043,資訊管理學系,7.02,6.50,0,0,0
106,公立,一般大學,0006,國立中興大學,06131048,資訊科學與工程學系,5.68,8.60,8,0,0
106,公立,一般大學,0006,國立中興大學,07111055,化學工程學系,5.26,7.85,9,0,0
106,公立,一般大學,0006,國立中興大學,07112057,材料科學與工程學系,4.67,7.77,6.67,0,0
106,公立,一般大學,0006,國立中興大學,07121059,環境工程學系,6.24,8.93,3,0,0
106,公立,一般大學,0006,國立中興大學,07141045,電機工程學系,6.62,8.88,8.50,0,0
106,公立,一般大學,0006,國立中興大學,07141046,光電工程研究所,8.57,7.60,0,0,0
106,公立,一般大學,0006,國立中興大學,07141049,通訊工程研究所,8.50,8.50,3,0,0
106,公立,一般大學,0006,國立中興大學,07151050,機械工程學系,6.35,8.40,8.33,6,0
106,公立,一般大學,0006,國立中興大學,07151051,精密工程研究所,4.40,7,8,0,0
106,公立,一般大學,0006,國立中興大學,07151052,生物產業機電工程學系,7.68,9,8,13.30,0
106,公立,一般大學,0006,國立中興大學,07193060,生醫工程研究所,5.87,7.75,6,0,0
106,公立,一般大學,0006,國立中興大學,07211081,食品暨應用生物科技學系,8.23,14.70,8.68,0,0
106,公立,一般大學,0006,國立中興大學,07312061,景觀與遊憩碩士學位學程,0,0,17.50,0,0
106,公立,一般大學,0006,國立中興大學,07321054,土木工程學系,7.49,8.07,8.50,12.10,0
106,公立,一般大學,0006,國立中興大學,08111063,農藝學系,12.63,11.55,12.14,0,0
106,公立,一般大學,0006,國立中興大學,08111064,國際農學碩士學位學程,0,5,10.50,0,0
106,公立,一般大學,0006,國立中興大學,08112066,動物科學系,9.47,12.20,12.23,0,0
106,公立,一般大學,0006,國立中興大學,08121067,園藝學系,15.23,12.93,12.52,0,0
106,公立,一般大學,0006,國立中興大學,08191083,土壤環境科學系,8.54,8.27,9.33,7.95,0
106,公立,一般大學,0006,國立中興大學,08193076,生物產業管理研究所,7.75,6,7.50,0,0
106,公立,一般大學,0006,國立中興大學,08193078,國際農企業學士學位學程,0,0,6.50,0,0
106,公立,一般大學,0006,國立中興大學,08194068,植物病理學系,8.63,10.70,8.50,0,0
106,公立,一般大學,0006,國立中興大學,08211086,森林學系,10.20,9.08,9.80,0,0
106,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,14.05,17.31,13.46,0,0
106,公立,一般大學,0006,國立中興大學,08411089,獸醫病理生物學研究所,10.02,11.70,8.60,0,0
106,公立,一般大學,0006,國立中興大學,08411092,微生物暨公共衛生學研究所,7.40,11.50,9.20,0,0
106,公立,一般大學,0006,國立中興大學,10152097,運動與健康管理研究所,5.20,6.70,0,0,0
106,公立,一般大學,0007,國立陽明交通大學,,軍訓室,0,0,0,0,3.20
106,公立,一般大學,0007,國立陽明交通大學,,國際半導體產業學院,0,3,4.20,0,0
106,公立,一般大學,0007,國立陽明交通大學,,通識教育中心,5,9.33,8.50,8,0
106,公立,一般大學,0007,國立陽明交通大學,,資訊技術服務中心,0,3.50,7.50,6,0
106,公立,一般大學,0007,國立陽明交通大學,,圖書館,6.75,0,0,0,0
106,公立,一般大學,0007,國立陽明交通大學,,語言教學與研究中心,0,0,8,13.33,0
106,公立,一般大學,0007,國立陽明交通大學,,衛生保健組,0,0,10,0,0
106,公立,一般大學,0007,國立陽明交通大學,,諮商中心,0,3,3,0,0
106,公立,一般大學,0007,國立陽明交通大學,,體育室,12,12,13,14,0
106,公立,一般大學,0007,國立陽明交通大學,01111001,教育研究所,4.58,7.27,6.83,0,0
106,公立,一般大學,0007,國立陽明交通大學,01131002,英語教學研究所,4,5.67,5,0,0
106,公立,一般大學,0007,國立陽明交通大學,02122004,應用藝術研究所,4.50,9.33,0,0,0
106,公立,一般大學,0007,國立陽明交通大學,02151003,音樂研究所,9.65,8.73,0,0,0
106,公立,一般大學,0007,國立陽明交通大學,02299008,人文社會學系,4.90,7.17,10.25,0,0
106,公立,一般大學,0007,國立陽明交通大學,02299010,社會與文化研究所,5.83,5.83,0,0,0
106,公立,一般大學,0007,國立陽明交通大學,02311005,外國語文學系,5,7,5.71,0,0
106,公立,一般大學,0007,國立陽明交通大學,03211014,傳播研究所,5.25,6.67,6,0,0
106,公立,一般大學,0007,國立陽明交通大學,03211015,傳播與科技學系,5.25,5.88,6.67,0,0
106,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系,5.20,9.31,6.75,0,0
106,公立,一般大學,0007,國立陽明交通大學,04131017,經營管理研究所,6.53,3.99,0,0,0
106,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,6.69,6,6.68,0,0
106,公立,一般大學,0007,國立陽明交通大學,04199023,科技管理研究所,6.68,5.20,9.44,0,0
106,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,4.93,6.83,7.10,0,0
