,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,總計,男,女
,104,私立,一般大學,1015,世新大學,230203,數位多媒體設計學系遊戲設計組,學士班(日間),6,4,2
,104,私立,一般大學,1015,世新大學,310101,經濟學系,學士班(日間),12,7,5
,104,私立,一般大學,1015,世新大學,310503,社會心理學系,學士班(日間),10,1,9
,104,私立,一般大學,1015,世新大學,310804,行政管理學系,學士班(日間),2,0,2
,104,私立,一般大學,1015,世新大學,320102,傳播博士學位學程,博士班,12,5,7
,104,私立,一般大學,1015,世新大學,320105,資訊傳播學系,學士班(日間),6,2,4
,104,私立,一般大學,1015,世新大學,320105,資訊傳播學系,碩士班(日間),2,1,1
,104,私立,一般大學,1015,世新大學,320108,口語傳播學系,學士班(日間),12,1,11
,104,私立,一般大學,1015,世新大學,320108,口語傳播學系,碩士班(日間),3,2,1
,104,私立,一般大學,1015,世新大學,320201,新聞學系,學士班(日間),36,7,29
,104,私立,一般大學,1015,世新大學,320201,新聞學系,碩士班(日間),7,1,6
,104,私立,一般大學,1015,世新大學,320301,廣播電視電影學系電視組,學士班(日間),9,0,9
,104,私立,一般大學,1015,世新大學,320301,廣播電視電影學系電影組,學士班(日間),14,1,13
,104,私立,一般大學,1015,世新大學,320301,廣播電視電影學系廣播組,學士班(日間),6,2,4
,104,私立,一般大學,1015,世新大學,320301,廣播電視電影學系創作組,碩士班(日間),2,0,2
,104,私立,一般大學,1015,世新大學,320301,廣播電視電影學系媒體應用組,碩士班(日間),4,1,3
,104,私立,一般大學,1015,世新大學,320401,公共關係暨廣告學系,學士班(日間),22,4,18
,104,私立,一般大學,1015,世新大學,320401,公共關係暨廣告學系,碩士班(日間),8,1,7
,104,私立,一般大學,1015,世新大學,320703,圖文傳播暨數位出版學系,學士班(日間),7,3,4
,104,私立,一般大學,1015,世新大學,320703,圖文傳播暨數位出版學系,碩士班(日間),2,1,1
,104,私立,一般大學,1015,世新大學,340301,企業管理學系,學士班(日間),7,3,4
,104,私立,一般大學,1015,世新大學,340301,企業管理學系,碩士班(日間),2,2,0
,104,私立,一般大學,1015,世新大學,340501,財務金融學系,學士班(日間),25,5,20
,104,私立,一般大學,1015,世新大學,340501,財務金融學系,碩士班(日間),1,0,1
,104,私立,一般大學,1015,世新大學,349925,傳播管理學系,學士班(日間),20,4,16
,104,私立,一般大學,1015,世新大學,349925,傳播管理學系,碩士班(日間),2,0,2
,104,私立,一般大學,1015,世新大學,380101,法律學系,學士班(日間),3,2,1
,104,私立,一般大學,1015,世新大學,480109,資訊管理學系資訊科技組,學士班(日間),2,1,1
,104,私立,一般大學,1015,世新大學,480109,資訊管理學系資訊管理組,學士班(日間),3,3,0
,104,私立,一般大學,1015,世新大學,480109,資訊管理學系網路科技組,學士班(日間),3,3,0
,104,私立,一般大學,1015,世新大學,810201,觀光學系旅遊暨休閒事業管理組,學士班(日間),2,0,2
,104,私立,一般大學,1015,世新大學,810201,觀光學系餐旅經營管理組,學士班(日間),1,0,1
,104,私立,一般大學,1015,世新大學,810201,觀光學系觀光規劃暨資源管理組,學士班(日間),2,1,1
,104,私立,一般大學,1016,銘傳大學,140203,華語文教學學系,學士班(日間),2,0,2
,104,私立,一般大學,1016,銘傳大學,220202,應用中國文學系,學士班(日間),6,1,5
,104,私立,一般大學,1016,銘傳大學,220202,應用中國文學系,博士班,3,1,2
,104,私立,一般大學,1016,銘傳大學,220312,應用英語學系,學士班(日間),7,3,4
,104,私立,一般大學,1016,銘傳大學,220321,應用日語學系,學士班(日間),6,3,3
,104,私立,一般大學,1016,銘傳大學,230203,數位媒體設計學系,學士班(日間),9,5,4
,104,私立,一般大學,1016,銘傳大學,230302,商業設計學系,學士班(日間),9,3,6
,104,私立,一般大學,1016,銘傳大學,230307,商品設計學系,學士班(日間),9,3,6
,104,私立,一般大學,1016,銘傳大學,230307,商品設計學系創新設計與管理碩士班,碩士班(日間),1,0,1
,104,私立,一般大學,1016,銘傳大學,310101,經濟學系,學士班(日間),14,7,7
,104,私立,一般大學,1016,銘傳大學,310517,諮商與工商心理學系,學士班(日間),6,2,4
,104,私立,一般大學,1016,銘傳大學,310808,公共事務學系,學士班(日間),4,1,3
,104,私立,一般大學,1016,銘傳大學,310910,國際事務與外交學位學程,學士班(日間),3,1,2
,104,私立,一般大學,1016,銘傳大學,320105,資訊傳播工程學系,學士班(日間),4,3,1
,104,私立,一般大學,1016,銘傳大學,320201,新聞學系,學士班(日間),49,18,31
,104,私立,一般大學,1016,銘傳大學,320301,廣播電視學系,學士班(日間),21,7,14
,104,私立,一般大學,1016,銘傳大學,320706,新媒體暨傳播管理學系,學士班(日間),9,0,9
,104,私立,一般大學,1016,銘傳大學,320802,廣告學系,學士班(日間),26,10,16
,104,私立,一般大學,1016,銘傳大學,320805,廣告暨策略行銷學系,學士班(日間),7,1,6
,104,私立,一般大學,1016,銘傳大學,340201,會計學系,學士班(日間),29,11,18
,104,私立,一般大學,1016,銘傳大學,340301,企業管理學系,學士班(日間),29,15,14
,104,私立,一般大學,1016,銘傳大學,340301,企業管理學系,碩士班(日間),5,4,1
,104,私立,一般大學,1016,銘傳大學,340301,企業管理學系,博士班,3,1,2
,104,私立,一般大學,1016,銘傳大學,340307,國際企業學系,學士班(日間),19,8,11
,104,私立,一般大學,1016,銘傳大學,340307,國際企業學系,碩士班(日間),1,0,1
,104,私立,一般大學,1016,銘傳大學,340501,財務金融學系,學士班(日間),70,24,46
,104,私立,一般大學,1016,銘傳大學,340501,財務金融學系,碩士班(日間),3,1,2
,104,私立,一般大學,1016,銘傳大學,340601,風險管理與保險學系,學士班(日間),14,10,4
,104,私立,一般大學,1016,銘傳大學,340601,風險管理與保險學系,碩士班(日間),1,1,0
,104,私立,一般大學,1016,銘傳大學,340902,醫療資訊與管理學系,學士班(日間),4,1,3
,104,私立,一般大學,1016,銘傳大學,349925,傳播管理學系,學士班(日間),13,7,6
,104,私立,一般大學,1016,銘傳大學,349925,傳播管理學系,碩士班(日間),3,2,1
,104,私立,一般大學,1016,銘傳大學,349942,社會與安全管理學系,學士班(日間),3,3,0
,104,私立,一般大學,1016,銘傳大學,380101,法律學系,學士班(日間),7,3,4
,104,私立,一般大學,1016,銘傳大學,380209,財金法律學系,學士班(日間),8,6,2
,104,私立,一般大學,1016,銘傳大學,420302,生物科技學系,學士班(日間),5,3,2
,104,私立,一般大學,1016,銘傳大學,460203,應用統計資訊學系,學士班(日間),3,2,1
,104,私立,一般大學,1016,銘傳大學,480109,資訊管理學系,學士班(日間),7,4,3
,104,私立,一般大學,1016,銘傳大學,520103,電子工程學系,學士班(日間),10,10,0
,104,私立,一般大學,1016,銘傳大學,520114,資訊工程學系,學士班(日間),12,12,0
,104,私立,一般大學,1016,銘傳大學,520130,電腦與通訊工程學系,學士班(日間),7,4,3
,104,私立,一般大學,1016,銘傳大學,521108,生物醫學工程學系,學士班(日間),5,2,3
,104,私立,一般大學,1016,銘傳大學,580101,建築學系,學士班(日間),24,16,8
,104,私立,一般大學,1016,銘傳大學,810102,餐旅管理學系,學士班(日間),6,1,5
,104,私立,一般大學,1016,銘傳大學,810202,觀光事業學系,學士班(日間),3,1,2
,104,私立,一般大學,1016,銘傳大學,810210,休閒遊憩管理學系,學士班(日間),20,10,10
,104,私立,一般大學,1016,銘傳大學,810223,旅遊與觀光學位學程,學士班(日間),1,0,1
,104,私立,一般大學,1016,銘傳大學,810299,觀光學院大一大二不分系,學士班(日間),9,5,4
,104,私立,一般大學,1017,實踐大學,210401,音樂學系,學士班(日間),5,1,4
,104,私立,一般大學,1017,實踐大學,220202,應用中文學系,學士班(日間),1,1,0
,104,私立,一般大學,1017,實踐大學,220303,應用外語學系,學士班(日間),6,0,6
,104,私立,一般大學,1017,實踐大學,220312,應用英語學系,學士班(日間),1,1,0
,104,私立,一般大學,1017,實踐大學,230104,時尚設計學系,學士班(日間),9,2,7
,104,私立,一般大學,1017,實踐大學,230205,媒體傳達設計學系創新媒體設計組,學士班(日間),5,3,2
,104,私立,一般大學,1017,實踐大學,230205,媒體傳達設計學系數位3D動畫設計組,學士班(日間),6,1,5
,104,私立,一般大學,1017,實踐大學,230205,媒體傳達設計學系,碩士班(日間),2,1,1
,104,私立,一般大學,1017,實踐大學,230303,工業產品設計學系,學士班(日間),4,3,1
,104,私立,一般大學,1017,實踐大學,340201,會計學系,學士班(日間),6,4,2
,104,私立,一般大學,1017,實踐大學,340209,會計暨稅務學系,學士班(日間),1,0,1
,104,私立,一般大學,1017,實踐大學,340301,企業管理學系,學士班(日間),2,0,2
,104,私立,一般大學,1017,實踐大學,340301,企業管理學系企業管理組,學士班(日間),2,2,0
,104,私立,一般大學,1017,實踐大學,340301,企業管理學系國際企業管理組,學士班(日間),2,0,2
,104,私立,一般大學,1017,實踐大學,340307,國際企業管理學系,學士班(日間),4,3,1
,104,私立,一般大學,1017,實踐大學,340401,國際貿易學系,學士班(日間),2,2,0
,104,私立,一般大學,1017,實踐大學,340408,國際經營與貿易學系,學士班(日間),3,0,3
,104,私立,一般大學,1017,實踐大學,340501,財務金融學系,學士班(日間),11,7,4
,104,私立,一般大學,1017,實踐大學,340508,金融管理學系,學士班(日間),1,1,0
,104,私立,一般大學,1017,實踐大學,340601,風險管理與保險學系,學士班(日間),2,1,1
,104,私立,一般大學,1017,實踐大學,340801,行銷管理學系,學士班(日間),2,2,0
,104,私立,一般大學,1017,實踐大學,349972,管理學院創意產業博士班,博士班,4,1,3
,104,私立,一般大學,1017,實踐大學,480102,資訊科技與管理學系,學士班(日間),4,2,2
,104,私立,一般大學,1017,實踐大學,480109,資訊管理學系,學士班(日間),1,1,0
,104,私立,一般大學,1017,實踐大學,480507,資訊模擬與設計學系,學士班(日間),1,1,0
,104,私立,一般大學,1017,實踐大學,520128,資訊科技與通訊學系,學士班(日間),1,1,0
,104,私立,一般大學,1017,實踐大學,580102,建築設計學系,學士班(日間),4,2,2
,104,私立,一般大學,1017,實踐大學,720502,食品營養與保健生技學系,學士班(日間),4,1,3
,104,私立,一般大學,1017,實踐大學,760301,社會工作學系,學士班(日間),3,0,3
,104,私立,一般大學,1017,實踐大學,760404,家庭研究與兒童發展學系,學士班(日間),3,1,2
,104,私立,一般大學,1017,實踐大學,810103,餐飲管理學系,學士班(日間),2,1,1
,104,私立,一般大學,1017,實踐大學,810511,休閒產業管理學系,學士班(日間),1,1,0
,104,私立,一般大學,1017,實踐大學,810701,服裝設計學系,學士班(日間),16,5,11
,104,私立,一般大學,1017,實踐大學,810701,服裝設計學系,碩士班(日間),2,0,2
,104,私立,一般大學,1017,實踐大學,810706,服飾設計與經營學系,學士班(日間),22,4,18
,104,私立,一般大學,1019,高雄醫學大學,310501,心理學系,學士班(日間),1,0,1
,104,私立,一般大學,1019,高雄醫學大學,310501,心理學系,碩士班(日間),1,0,1
,104,私立,一般大學,1019,高雄醫學大學,340908,醫務管理暨醫療資訊學系,學士班(日間),1,0,1
,104,私立,一般大學,1019,高雄醫學大學,720306,醫藥暨應用化學系應用化學組,學士班(日間),2,0,2
,104,私立,一般大學,1019,高雄醫學大學,720306,醫藥暨應用化學系醫藥化學組,學士班(日間),3,2,1
,104,私立,一般大學,1019,高雄醫學大學,720804,口腔衛生學系,學士班(日間),2,1,1
,104,私立,一般大學,1019,高雄醫學大學,760303,醫學社會學與社會工作學系,學士班(日間),1,0,1
,104,私立,一般大學,1020,南華大學,140401,幼兒教育學系,學士班(日間),1,1,0
,104,私立,一般大學,1020,南華大學,320102,傳播學系,學士班(日間),2,0,2
,104,私立,一般大學,1020,南華大學,340301,企業管理學系管理科學博士班,博士班,1,1,0
,104,私立,一般大學,1020,南華大學,340501,財務金融學系,學士班(日間),3,3,0
,104,私立,一般大學,1021,真理大學,210404,音樂應用學系,學士班(日間),1,1,0
,104,私立,一般大學,1021,真理大學,380101,法律學系,學士班(日間),1,0,1
,104,私立,一般大學,1021,真理大學,810208,觀光數位知識學系,學士班(日間),1,0,1
,104,私立,一般大學,1022,大同大學,220303,應用外語學系,學士班(日間),2,0,2
,104,私立,一般大學,1022,大同大學,230106,設計科學研究所,博士班,6,4,2
,104,私立,一般大學,1022,大同大學,230203,媒體設計學系互動媒體設計組,學士班(日間),4,1,3
,104,私立,一般大學,1022,大同大學,230203,媒體設計學系數位遊戲設計組,學士班(日間),2,1,1
,104,私立,一般大學,1022,大同大學,230303,工業設計學系,學士班(日間),9,5,4
,104,私立,一般大學,1022,大同大學,230303,工業設計學系,碩士班(日間),1,0,1
,104,私立,一般大學,1022,大同大學,340109,資訊經營學系,學士班(日間),3,1,2
,104,私立,一般大學,1022,大同大學,340305,事業經營學系,學士班(日間),5,3,2
,104,私立,一般大學,1022,大同大學,520101,電機工程學系電子與通訊組,學士班(日間),3,3,0
,104,私立,一般大學,1022,大同大學,520101,電機工程學系電機與系統組,學士班(日間),3,3,0
,104,私立,一般大學,1022,大同大學,520101,電機工程學系,碩士班(日間),1,1,0
,104,私立,一般大學,1022,大同大學,520114,資訊工程學系,學士班(日間),4,3,1
,104,私立,一般大學,1022,大同大學,520201,機械工程學系電子機械組,學士班(日間),3,3,0
