學年度,設立別,學校類別,學校統計處代碼,學校名稱,編制內外,年齡組別,總計,專任教師數-一般教師-教授,專任教師數-一般教師-副教授,專任教師數-一般教師-助理教授,專任教師數-一般教師-講師,專任教師數-專案教學人員-教授,專任教師數-專案教學人員-副教授,專任教師數-專案教學人員-助理教授,專任教師數-專案教學人員-講師,專任教師數-專業技術人員及教師-教授,專任教師數-專業技術人員及教師-副教授,專任教師數-專業技術人員及教師-助理教授,專任教師數-專業技術人員及教師-講師,專任教師數-其他教師
110,公立,一般大學,0015,國立彰化師範大學,編制外,65歲以上,9,0,0,0,0,8,0,1,0,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制內,30歲至未滿35歲,3,0,0,3,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制內,35歲至未滿40歲,25,0,7,18,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制內,40歲至未滿45歲,49,5,22,22,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制內,45歲至未滿50歲,78,20,35,19,3,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0017,國立臺北大學,編制內,50歲至未滿55歲,92,47,21,12,1,0,0,0,0,0,0,0,0,11
110,公立,一般大學,0017,國立臺北大學,編制內,55歲至未滿60歲,63,38,14,9,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制內,60歲至未滿65歲,55,32,14,5,3,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0017,國立臺北大學,編制內,65歲以上,2,2,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制外,35歲至未滿40歲,3,0,0,0,0,0,0,3,0,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制外,40歲至未滿45歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制外,45歲至未滿50歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制外,50歲至未滿55歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制外,55歲至未滿60歲,2,0,0,0,0,1,0,1,0,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110,公立,一般大學,0017,國立臺北大學,編制外,65歲以上,5,0,0,0,0,4,1,0,0,0,0,0,0,0
110,公立,一般大學,0018,國立嘉義大學,編制內,30歲至未滿35歲,2,0,0,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0018,國立嘉義大學,編制內,35歲至未滿40歲,11,0,1,10,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0018,國立嘉義大學,編制內,40歲至未滿45歲,45,6,16,21,0,0,0,0,0,0,0,0,1,1
110,公立,一般大學,0018,國立嘉義大學,編制內,45歲至未滿50歲,79,25,32,19,0,0,0,0,0,0,0,0,0,3
110,公立,一般大學,0018,國立嘉義大學,編制內,50歲至未滿55歲,107,54,36,14,1,0,0,0,0,0,0,0,0,2
110,公立,一般大學,0018,國立嘉義大學,編制內,55歲至未滿60歲,137,70,43,17,5,0,0,0,0,0,0,0,0,2
110,公立,一般大學,0018,國立嘉義大學,編制內,60歲至未滿65歲,79,46,21,6,6,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0018,國立嘉義大學,編制內,65歲以上,8,6,0,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0018,國立嘉義大學,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,公立,一般大學,0018,國立嘉義大學,編制外,35歲至未滿40歲,7,0,0,0,0,0,0,6,1,0,0,0,0,0
110,公立,一般大學,0018,國立嘉義大學,編制外,40歲至未滿45歲,9,0,0,0,0,0,0,9,0,0,0,0,0,0
110,公立,一般大學,0018,國立嘉義大學,編制外,45歲至未滿50歲,9,0,0,0,0,0,0,8,1,0,0,0,0,0
110,公立,一般大學,0018,國立嘉義大學,編制外,50歲至未滿55歲,4,0,0,0,0,0,0,4,0,0,0,0,0,0
110,公立,一般大學,0018,國立嘉義大學,編制外,55歲至未滿60歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0018,國立嘉義大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0019,國立高雄大學,編制內,30歲至未滿35歲,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0019,國立高雄大學,編制內,35歲至未滿40歲,9,0,3,6,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0019,國立高雄大學,編制內,40歲至未滿45歲,23,3,15,4,0,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0019,國立高雄大學,編制內,45歲至未滿50歲,43,23,19,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0019,國立高雄大學,編制內,50歲至未滿55歲,60,32,19,8,0,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0019,國立高雄大學,編制內,55歲至未滿60歲,57,35,13,8,0,0,0,0,0,0,0,0,1,0
110,公立,一般大學,0019,國立高雄大學,編制內,60歲至未滿65歲,28,21,3,4,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0019,國立高雄大學,編制內,65歲以上,4,3,0,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0019,國立高雄大學,編制外,30歲至未滿35歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,公立,一般大學,0019,國立高雄大學,編制外,35歲至未滿40歲,4,0,0,0,0,0,0,4,0,0,0,0,0,0
110,公立,一般大學,0019,國立高雄大學,編制外,40歲至未滿45歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,公立,一般大學,0019,國立高雄大學,編制外,45歲至未滿50歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,公立,一般大學,0019,國立高雄大學,編制外,50歲至未滿55歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0019,國立高雄大學,編制外,55歲至未滿60歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制內,30歲至未滿35歲,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制內,35歲至未滿40歲,8,0,3,5,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制內,40歲至未滿45歲,39,4,21,14,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制內,45歲至未滿50歲,59,21,30,8,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制內,50歲至未滿55歲,117,52,52,12,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制內,55歲至未滿60歲,138,75,51,12,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制內,60歲至未滿65歲,56,42,11,3,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制內,65歲以上,5,5,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制外,35歲至未滿40歲,4,0,0,0,0,0,0,4,0,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制外,40歲至未滿45歲,8,0,0,0,0,0,0,2,6,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制外,45歲至未滿50歲,8,0,0,0,0,0,0,0,8,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制外,50歲至未滿55歲,9,0,0,0,0,0,0,2,7,0,0,0,0,0
110,公立,一般大學,0020,國立東華大學,編制外,55歲至未滿60歲,2,0,0,0,0,0,0,0,2,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制內,30歲至未滿35歲,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制內,35歲至未滿40歲,4,0,1,3,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制內,40歲至未滿45歲,23,3,10,10,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制內,45歲至未滿50歲,55,26,27,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制內,50歲至未滿55歲,72,32,38,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制內,55歲至未滿60歲,73,47,24,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制內,60歲至未滿65歲,19,17,2,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制內,65歲以上,5,5,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,公立,一般大學,0021,國立暨南國際大學,編制外,35歲至未滿40歲,4,0,0,0,0,0,0,2,2,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制外,40歲至未滿45歲,6,0,0,0,0,0,0,4,2,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制外,45歲至未滿50歲,6,0,0,0,0,0,0,3,3,0,0,0,0,0
110,公立,一般大學,0021,國立暨南國際大學,編制外,50歲至未滿55歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制內,30歲至未滿35歲,7,0,0,7,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制內,35歲至未滿40歲,19,1,5,13,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制內,40歲至未滿45歲,58,20,27,11,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制內,45歲至未滿50歲,78,47,24,7,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制內,50歲至未滿55歲,77,45,25,5,0,0,0,0,0,0,1,0,0,1
110,公立,技專校院,0022,國立臺灣科技大學,編制內,55歲至未滿60歲,71,55,10,4,0,0,0,0,0,1,0,0,0,1
110,公立,技專校院,0022,國立臺灣科技大學,編制內,60歲至未滿65歲,78,70,7,0,1,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制內,65歲以上,18,18,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制外,25歲至未滿30歲,3,0,0,0,0,0,0,0,3,0,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制外,30歲至未滿35歲,16,0,0,0,0,0,0,14,2,0,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制外,35歲至未滿40歲,21,0,0,0,0,0,1,15,5,0,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制外,40歲至未滿45歲,24,0,0,0,0,1,0,20,3,0,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制外,45歲至未滿50歲,16,1,0,0,0,0,3,8,3,0,0,1,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制外,50歲至未滿55歲,8,1,0,0,0,0,0,3,2,0,0,2,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制外,55歲至未滿60歲,7,0,0,0,0,0,0,2,2,0,2,1,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制外,60歲至未滿65歲,7,1,0,0,0,1,1,1,2,1,0,0,0,0
110,公立,技專校院,0022,國立臺灣科技大學,編制外,65歲以上,14,2,0,0,0,11,0,0,0,1,0,0,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制內,30歲至未滿35歲,3,0,0,3,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制內,35歲至未滿40歲,16,1,3,11,0,0,0,0,0,0,0,1,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制內,40歲至未滿45歲,32,3,13,15,0,0,0,0,0,0,0,0,0,1
110,公立,技專校院,0023,國立雲林科技大學,編制內,45歲至未滿50歲,48,10,21,10,0,0,0,0,0,0,0,3,0,4
110,公立,技專校院,0023,國立雲林科技大學,編制內,50歲至未滿55歲,58,23,17,12,0,0,0,0,0,0,0,1,1,4
110,公立,技專校院,0023,國立雲林科技大學,編制內,55歲至未滿60歲,97,53,31,10,1,0,0,0,0,0,2,0,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制內,60歲至未滿65歲,88,61,23,2,2,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制內,65歲以上,10,7,3,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制外,30歲至未滿35歲,3,0,0,0,0,0,0,3,0,0,0,0,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制外,35歲至未滿40歲,11,0,0,0,0,0,2,8,1,0,0,0,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制外,40歲至未滿45歲,13,0,0,0,0,1,1,11,0,0,0,0,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制外,45歲至未滿50歲,21,0,0,0,0,1,1,14,5,0,0,0,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制外,50歲至未滿55歲,11,0,0,0,0,1,0,7,3,0,0,0,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制外,55歲至未滿60歲,4,0,0,0,0,0,2,2,0,0,0,0,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制外,60歲至未滿65歲,2,0,0,0,0,0,0,1,0,0,0,1,0,0
110,公立,技專校院,0023,國立雲林科技大學,編制外,65歲以上,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制內,30歲至未滿35歲,2,0,0,1,1,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制內,35歲至未滿40歲,21,1,4,15,0,0,0,0,0,0,0,0,1,0
110,公立,技專校院,0024,國立屏東科技大學,編制內,40歲至未滿45歲,49,3,27,15,1,0,0,0,0,0,1,0,1,1
110,公立,技專校院,0024,國立屏東科技大學,編制內,45歲至未滿50歲,75,33,26,11,1,0,0,0,0,0,0,0,0,4
110,公立,技專校院,0024,國立屏東科技大學,編制內,50歲至未滿55歲,68,35,24,6,1,0,0,0,0,0,1,1,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制內,55歲至未滿60歲,69,45,18,3,3,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制內,60歲至未滿65歲,76,42,23,5,4,0,0,0,0,2,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制內,65歲以上,9,8,0,0,1,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制外,30歲至未滿35歲,3,0,0,0,0,0,0,1,2,0,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制外,35歲至未滿40歲,4,0,0,0,0,0,0,1,3,0,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制外,40歲至未滿45歲,12,0,0,0,0,0,0,10,2,0,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制外,45歲至未滿50歲,3,0,0,0,0,0,0,2,1,0,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制外,50歲至未滿55歲,7,0,0,0,0,0,3,2,2,0,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制外,55歲至未滿60歲,3,0,0,0,0,0,3,0,0,0,0,0,0,0
110,公立,技專校院,0024,國立屏東科技大學,編制外,65歲以上,1,0,0,0,0,1,0,0,0,0,0,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,編制內,30歲至未滿35歲,14,0,2,12,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,編制內,35歲至未滿40歲,37,3,11,23,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,編制內,40歲至未滿45歲,69,13,34,17,0,0,0,0,0,0,0,0,0,5
110,公立,技專校院,0025,國立臺北科技大學,編制內,45歲至未滿50歲,72,34,25,8,0,0,0,0,0,0,1,0,0,4
110,公立,技專校院,0025,國立臺北科技大學,編制內,50歲至未滿55歲,70,35,26,6,0,0,0,0,0,0,0,0,0,3
110,公立,技專校院,0025,國立臺北科技大學,編制內,55歲至未滿60歲,97,64,27,5,1,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,編制內,60歲至未滿65歲,79,54,20,1,3,0,0,0,0,0,0,0,0,1
110,公立,技專校院,0025,國立臺北科技大學,編制內,65歲以上,8,5,2,1,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,編制外,30歲至未滿35歲,2,0,0,0,0,0,0,0,2,0,0,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,編制外,35歲至未滿40歲,3,0,0,0,0,0,0,1,2,0,0,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,編制外,40歲至未滿45歲,5,0,0,0,0,0,0,2,3,0,0,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,編制外,45歲至未滿50歲,4,0,0,0,0,0,0,1,3,0,0,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,編制外,50歲至未滿55歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,編制內,30歲至未滿35歲,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,公立,一般大學,0028,國立臺北藝術大學,編制內,35歲至未滿40歲,12,0,0,9,3,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,編制內,40歲至未滿45歲,16,1,8,1,4,0,0,0,0,0,1,1,0,0
110,公立,一般大學,0028,國立臺北藝術大學,編制內,45歲至未滿50歲,20,3,7,6,2,0,0,0,0,0,0,1,0,1
110,公立,一般大學,0028,國立臺北藝術大學,編制內,50歲至未滿55歲,62,13,20,12,2,0,0,0,0,0,3,3,0,9
110,公立,一般大學,0028,國立臺北藝術大學,編制內,55歲至未滿60歲,32,11,11,6,1,0,0,0,0,0,1,0,0,2
110,公立,一般大學,0028,國立臺北藝術大學,編制內,60歲至未滿65歲,16,9,4,1,0,0,0,0,0,1,1,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,編制內,65歲以上,3,2,0,0,0,0,0,0,0,1,0,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,編制外,45歲至未滿50歲,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,編制外,55歲至未滿60歲,2,0,0,0,0,1,1,0,0,0,0,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,編制外,65歲以上,1,0,0,0,0,1,0,0,0,0,0,0,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制內,35歲至未滿40歲,6,0,0,5,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制內,40歲至未滿45歲,10,0,2,6,1,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0029,國立臺灣藝術大學,編制內,45歲至未滿50歲,18,4,11,2,0,0,0,0,0,0,0,1,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制內,50歲至未滿55歲,20,10,7,2,0,0,0,0,0,0,0,1,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制內,55歲至未滿60歲,46,27,13,3,2,0,0,0,0,0,0,1,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制內,60歲至未滿65歲,29,17,9,1,0,0,0,0,0,1,1,0,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制內,65歲以上,3,3,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制外,30歲至未滿35歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制外,35歲至未滿40歲,4,0,0,0,0,0,0,4,0,0,0,0,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制外,40歲至未滿45歲,7,0,0,0,0,0,0,7,0,0,0,0,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制外,45歲至未滿50歲,10,0,0,0,0,1,2,7,0,0,0,0,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制外,50歲至未滿55歲,2,0,0,0,0,0,1,1,0,0,0,0,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制外,55歲至未滿60歲,2,0,0,0,0,1,0,1,0,0,0,0,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制外,60歲至未滿65歲,4,0,0,0,0,1,2,1,0,0,0,0,0,0
110,公立,一般大學,0029,國立臺灣藝術大學,編制外,65歲以上,2,0,0,0,0,2,0,0,0,0,0,0,0,0
110,公立,一般大學,0030,國立臺東大學,編制內,30歲至未滿35歲,3,0,1,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0030,國立臺東大學,編制內,35歲至未滿40歲,7,1,3,3,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0030,國立臺東大學,編制內,40歲至未滿45歲,36,6,8,19,2,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0030,國立臺東大學,編制內,45歲至未滿50歲,42,6,20,11,2,0,0,0,0,0,0,0,0,3
110,公立,一般大學,0030,國立臺東大學,編制內,50歲至未滿55歲,52,18,25,7,1,0,0,0,0,0,0,1,0,0
110,公立,一般大學,0030,國立臺東大學,編制內,55歲至未滿60歲,36,15,16,3,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0030,國立臺東大學,編制內,60歲至未滿65歲,22,11,8,2,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0030,國立臺東大學,編制內,65歲以上,4,4,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0030,國立臺東大學,編制外,40歲至未滿45歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,公立,一般大學,0030,國立臺東大學,編制外,45歲至未滿50歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,公立,一般大學,0030,國立臺東大學,編制外,55歲至未滿60歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0031,國立宜蘭大學,編制內,30歲至未滿35歲,5,0,1,4,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0031,國立宜蘭大學,編制內,35歲至未滿40歲,16,0,6,9,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0031,國立宜蘭大學,編制內,40歲至未滿45歲,26,5,10,11,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0031,國立宜蘭大學,編制內,45歲至未滿50歲,22,11,6,3,0,0,0,0,0,0,0,0,0,2
110,公立,一般大學,0031,國立宜蘭大學,編制內,50歲至未滿55歲,46,18,18,9,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0031,國立宜蘭大學,編制內,55歲至未滿60歲,72,35,21,7,9,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0031,國立宜蘭大學,編制內,60歲至未滿65歲,42,21,13,2,6,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0031,國立宜蘭大學,編制內,65歲以上,3,2,1,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0031,國立宜蘭大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,編制內,30歲至未滿35歲,4,0,0,4,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,編制內,35歲至未滿40歲,20,0,6,14,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,編制內,40歲至未滿45歲,17,4,6,7,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,編制內,45歲至未滿50歲,23,9,8,5,0,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0032,國立聯合大學,編制內,50歲至未滿55歲,36,15,13,7,0,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0032,國立聯合大學,編制內,55歲至未滿60歲,84,30,35,12,6,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0032,國立聯合大學,編制內,60歲至未滿65歲,81,21,48,6,6,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,編制內,65歲以上,5,3,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,編制外,30歲至未滿35歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,編制外,35歲至未滿40歲,3,0,0,0,0,0,0,2,1,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,編制外,40歲至未滿45歲,4,0,0,0,0,0,1,1,2,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,編制外,45歲至未滿50歲,4,0,0,0,0,0,0,3,1,0,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,編制內,35歲至未滿40歲,7,0,1,6,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,編制內,40歲至未滿45歲,44,7,15,21,0,0,0,0,0,0,0,0,0,1
110,公立,技專校院,0033,國立虎尾科技大學,編制內,45歲至未滿50歲,64,29,18,16,0,0,0,0,0,0,0,0,0,1
110,公立,技專校院,0033,國立虎尾科技大學,編制內,50歲至未滿55歲,61,28,22,8,1,0,0,0,0,0,0,1,0,1
110,公立,技專校院,0033,國立虎尾科技大學,編制內,55歲至未滿60歲,86,37,33,12,3,0,0,0,0,0,0,1,0,0
110,公立,技專校院,0033,國立虎尾科技大學,編制內,60歲至未滿65歲,65,40,18,4,3,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,編制內,65歲以上,6,4,2,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
