,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,教師總數,男,女,男,女,男,女,男,女,男,女,男,女,總計 ,男,女
,105,公立,一般大學,52,國立屏東大學,應用數學系,14,14,0,6,0,6,0,2,0,0,0,0,0,14,14,0
,105,公立,一般大學,52,國立屏東大學,資訊管理學系,10,7,3,1,1,4,1,1,1,1,0,0,0,10,7,3
,105,公立,一般大學,52,國立屏東大學,電腦與智慧型機器人學士學位學程,2,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0
,105,公立,一般大學,52,國立屏東大學,資訊工程學系,10,10,0,2,0,6,0,2,0,0,0,0,0,10,10,0
,105,公立,一般大學,52,國立屏東大學,資訊科學系,11,11,0,3,0,5,0,3,0,0,0,0,0,11,11,0
,105,公立,一般大學,52,國立屏東大學,電腦與通訊學系,7,7,0,1,0,2,0,4,0,0,0,0,0,7,7,0
,105,公立,一般大學,52,國立屏東大學,先進薄膜製程學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
,105,公立,一般大學,52,國立屏東大學,休閒事業經營學系,10,7,3,1,0,4,1,1,2,1,0,0,0,10,7,3
,105,公立,一般大學,52,國立屏東大學,軍訓暨校安中心,4,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0
,105,公立,一般大學,52,國立屏東大學,師資培育中心,5,3,2,1,1,1,0,1,1,0,0,0,0,5,3,2
,105,公立,一般大學,52,國立屏東大學,人文社會學院,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,一般大學,52,國立屏東大學,企業管理學系,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,一般大學,52,國立屏東大學,國際事務處,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,一般大學,52,國立屏東大學,教育學院,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,一般大學,52,國立屏東大學,圖書館,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,一般大學,3002,臺北市立大學,教育學系,15,7,8,2,4,5,2,0,1,0,1,0,0,15,7,8
,105,公立,一般大學,3002,臺北市立大學,華語文教學碩士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
,105,公立,一般大學,3002,臺北市立大學,英語教學系,12,2,10,0,1,0,6,0,3,2,0,0,0,12,2,10
,105,公立,一般大學,3002,臺北市立大學,體育學系,11,7,4,3,1,4,0,0,0,0,2,0,1,10,7,3
,105,公立,一般大學,3002,臺北市立大學,運動教育研究所,7,5,2,2,0,1,2,2,0,0,0,0,0,7,5,2
,105,公立,一般大學,3002,臺北市立大學,幼兒教育學系,14,4,10,0,2,3,5,1,2,0,1,0,0,14,4,10
,105,公立,一般大學,3002,臺北市立大學,特殊教育學系,12,3,9,2,0,1,3,0,5,0,1,0,0,12,3,9
,105,公立,一般大學,3002,臺北市立大學,教育行政與評鑑研究所,5,3,2,2,1,1,1,0,0,0,0,0,0,5,3,2
,105,公立,一般大學,3002,臺北市立大學,學習與媒材設計學系,9,2,7,0,5,0,1,2,1,0,0,0,0,9,2,7
,105,公立,一般大學,3002,臺北市立大學,音樂學系,19,4,15,0,10,0,1,2,3,2,1,0,0,19,4,15
,105,公立,一般大學,3002,臺北市立大學,舞蹈學系,8,2,6,0,0,2,2,0,3,0,1,0,0,8,2,6
,105,公立,一般大學,3002,臺北市立大學,視覺藝術學系,11,7,4,4,2,2,2,1,0,0,0,0,0,11,7,4
,105,公立,一般大學,3002,臺北市立大學,中國語文學系,14,5,9,1,3,4,1,0,5,0,0,0,0,14,5,9
,105,公立,一般大學,3002,臺北市立大學,歷史與地理學系,11,7,4,2,2,4,2,1,0,0,0,0,0,11,7,4
,105,公立,一般大學,3002,臺北市立大學,心理與諮商學系,9,2,7,1,1,1,5,0,1,0,0,0,0,9,2,7
,105,公立,一般大學,3002,臺北市立大學,社會暨公共事務學系,7,6,1,2,1,3,0,1,0,0,0,0,0,7,6,1
,105,公立,一般大學,3002,臺北市立大學,都會產業經營與行銷學系,3,2,1,0,0,1,1,1,0,0,0,0,0,3,2,1
,105,公立,一般大學,3002,臺北市立大學,應用物理暨化學系,10,7,3,3,1,2,1,2,1,0,0,0,0,10,7,3
,105,公立,一般大學,3002,臺北市立大學,地球環境暨生物資源學系,11,8,3,3,0,3,1,2,2,0,0,0,0,11,8,3
,105,公立,一般大學,3002,臺北市立大學,數學系,11,7,4,3,0,3,2,1,2,0,0,0,0,11,7,4
,105,公立,一般大學,3002,臺北市立大學,資訊科學系,10,10,0,3,0,5,0,2,0,0,0,0,0,10,10,0
,105,公立,一般大學,3002,臺北市立大學,城市發展學系,4,3,1,1,0,2,1,0,0,0,0,0,0,4,3,1
,105,公立,一般大學,3002,臺北市立大學,衛生福利學系,3,1,2,0,0,0,0,1,2,0,0,0,0,3,1,2
,105,公立,一般大學,3002,臺北市立大學,球類運動學系,16,14,2,5,0,4,1,4,0,1,0,0,1,15,14,1
,105,公立,一般大學,3002,臺北市立大學,陸上運動學系,10,8,2,1,1,3,0,1,1,2,0,1,0,9,7,2
,105,公立,一般大學,3002,臺北市立大學,水上運動學系,7,4,3,2,1,0,1,0,1,2,0,0,0,7,4,3
,105,公立,一般大學,3002,臺北市立大學,技擊運動學系,8,5,3,0,1,3,1,1,0,1,1,0,0,8,5,3
,105,公立,一般大學,3002,臺北市立大學,競技運動訓練研究所,4,4,0,3,0,1,0,0,0,0,0,0,0,4,4,0
,105,公立,一般大學,3002,臺北市立大學,運動科學研究所,4,2,2,1,1,1,1,0,0,0,0,0,0,4,2,2
,105,公立,一般大學,3002,臺北市立大學,運動健康科學系,9,6,3,2,1,2,1,2,1,0,0,0,0,9,6,3
,105,公立,一般大學,3002,臺北市立大學,運動器材科技研究所,7,6,1,3,0,2,0,0,1,0,0,1,0,6,5,1
,105,公立,一般大學,3002,臺北市立大學,休閒運動管理學系,9,4,5,3,3,1,2,0,0,0,0,0,0,9,4,5
,105,公立,一般大學,3002,臺北市立大學,運動藝術學系,7,5,2,0,1,2,0,3,0,0,0,0,1,6,5,1
,105,公立,一般大學,3002,臺北市立大學,通識教育中心,6,3,3,1,0,2,2,0,1,0,0,0,0,6,3,3
,105,公立,一般大學,3002,臺北市立大學,學生事務處,14,10,4,0,0,0,0,0,0,0,0,10,4,0,0,0
,105,公立,一般大學,3002,臺北市立大學,學生事務處,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,一般大學,3002,臺北市立大學,師資培育及職涯發展中心,9,2,7,0,1,2,2,0,4,0,0,0,0,9,2,7
,105,公立,一般大學,3002,臺北市立大學,幼兒教育學系,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,技專校院,22,國立臺灣科技大學,數位學習與教育研究所,7,3,4,2,1,1,3,0,0,0,0,0,0,7,3,4
,105,公立,技專校院,22,國立臺灣科技大學,應用外語系,17,5,12,0,4,4,4,1,3,0,1,0,0,17,5,12
,105,公立,技專校院,22,國立臺灣科技大學,工商業設計系,16,12,4,4,2,6,2,0,0,1,0,1,0,15,11,4
,105,公立,技專校院,22,國立臺灣科技大學,設計學院,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
,105,公立,技專校院,22,國立臺灣科技大學,企業管理系,16,10,6,5,2,4,4,1,0,0,0,0,0,16,10,6
,105,公立,技專校院,22,國立臺灣科技大學,管理研究所,8,7,1,6,1,1,0,0,0,0,0,0,0,8,7,1
,105,公立,技專校院,22,國立臺灣科技大學,財務金融研究所,7,5,2,2,2,2,0,1,0,0,0,0,0,7,5,2
,105,公立,技專校院,22,國立臺灣科技大學,科技管理研究所,6,2,4,1,1,0,2,1,0,0,0,0,1,5,2,3
,105,公立,技專校院,22,國立臺灣科技大學,工業管理系,16,16,0,9,0,1,0,6,0,0,0,0,0,16,16,0
,105,公立,技專校院,22,國立臺灣科技大學,專利研究所,7,5,2,2,1,0,0,2,1,0,0,1,0,6,4,2
,105,公立,技專校院,22,國立臺灣科技大學,應用科技研究所,12,11,1,2,0,6,0,2,0,0,0,1,1,10,10,0
,105,公立,技專校院,22,國立臺灣科技大學,資訊管理系,15,13,2,10,0,2,1,1,1,0,0,0,0,15,13,2
,105,公立,技專校院,22,國立臺灣科技大學,電機工程系,43,40,3,30,0,7,2,3,1,0,0,0,0,43,40,3
,105,公立,技專校院,22,國立臺灣科技大學,電子工程系,40,37,3,18,1,10,2,8,0,1,0,0,0,40,37,3
,105,公立,技專校院,22,國立臺灣科技大學,光電工程研究所,12,12,0,5,0,2,0,1,0,4,0,0,0,12,12,0
,105,公立,技專校院,22,國立臺灣科技大學,資訊工程系,22,21,1,10,0,7,0,4,1,0,0,0,0,22,21,1
,105,公立,技專校院,22,國立臺灣科技大學,色彩與照明科技研所,6,6,0,2,0,2,0,2,0,0,0,0,0,6,6,0
,105,公立,技專校院,22,國立臺灣科技大學,機械工程系,46,44,2,23,0,10,2,11,0,0,0,0,0,46,44,2
,105,公立,技專校院,22,國立臺灣科技大學,自動化及控制研究所,7,7,0,1,0,6,0,0,0,0,0,0,0,7,7,0
,105,公立,技專校院,22,國立臺灣科技大學,營建工程系,34,33,1,19,1,10,0,4,0,0,0,0,0,34,33,1
,105,公立,技專校院,22,國立臺灣科技大學,化學工程系,32,25,7,20,3,2,0,3,2,0,2,0,0,32,25,7
,105,公立,技專校院,22,國立臺灣科技大學,材料科學與工程系,26,24,2,15,0,6,1,3,1,0,0,0,0,26,24,2
,105,公立,技專校院,22,國立臺灣科技大學,醫學工程研究所,8,5,3,0,0,4,3,1,0,0,0,0,0,8,5,3
,105,公立,技專校院,22,國立臺灣科技大學,建築系,20,16,4,7,1,6,0,2,1,0,0,1,2,17,15,2
,105,公立,技專校院,22,國立臺灣科技大學,人文社會學科,7,1,6,1,2,0,3,0,1,0,0,0,0,7,1,6
,105,公立,技專校院,22,國立臺灣科技大學,語言中心,6,3,3,0,0,0,0,1,3,1,0,1,0,5,2,3
,105,公立,技專校院,22,國立臺灣科技大學,學生事務處,4,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0
,105,公立,技專校院,22,國立臺灣科技大學,師資培育中心,5,1,4,0,1,1,3,0,0,0,0,0,0,5,1,4
,105,公立,技專校院,22,國立臺灣科技大學,化學工程系,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
,105,公立,技專校院,22,國立臺灣科技大學,台灣建築科技中心,3,2,1,0,0,0,0,1,0,0,0,1,1,1,1,0
,105,公立,技專校院,22,國立臺灣科技大學,研究發展處,3,3,0,1,0,0,0,1,0,0,0,1,0,2,2,0
,105,公立,技專校院,22,國立臺灣科技大學,體育室,8,6,2,0,0,2,0,0,1,4,1,0,0,8,6,2
,105,公立,技專校院,23,國立雲林科技大學,技術及職業教育研究所,7,4,3,3,1,1,1,0,1,0,0,0,0,7,4,3
,105,公立,技專校院,23,國立雲林科技大學,文化資產維護系,14,10,4,4,0,3,0,2,4,0,0,1,0,13,9,4
,105,公立,技專校院,23,國立雲林科技大學,漢學應用研究所,8,7,1,4,0,0,0,3,1,0,0,0,0,8,7,1
,105,公立,技專校院,23,國立雲林科技大學,應用外語系,16,9,7,1,2,5,2,2,2,1,1,0,0,16,9,7
,105,公立,技專校院,23,國立雲林科技大學,設計學研究所,7,6,1,6,1,0,0,0,0,0,0,0,0,7,6,1
,105,公立,技專校院,23,國立雲林科技大學,創意生活設計系,11,6,5,1,0,3,3,1,1,0,0,1,1,9,5,4
,105,公立,技專校院,23,國立雲林科技大學,視覺傳達設計系,12,10,2,1,0,4,2,3,0,0,0,2,0,10,8,2
,105,公立,技專校院,23,國立雲林科技大學,數位媒體設計系,11,9,2,0,1,5,1,3,0,0,0,1,0,10,8,2
,105,公立,技專校院,23,國立雲林科技大學,工業設計系,11,10,1,1,1,2,0,6,0,1,0,0,0,11,10,1
,105,公立,技專校院,23,國立雲林科技大學,建築與室內設計系,11,10,1,1,1,4,0,3,0,2,0,0,0,11,10,1
,105,公立,技專校院,23,國立雲林科技大學,會計系,13,9,4,3,0,4,1,2,3,0,0,0,0,13,9,4
,105,公立,技專校院,23,國立雲林科技大學,企業管理系,19,11,8,6,5,3,2,2,1,0,0,0,0,19,11,8
,105,公立,技專校院,23,國立雲林科技大學,國際管理學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
,105,公立,技專校院,23,國立雲林科技大學,財務金融系,13,9,4,3,0,3,3,2,1,1,0,0,0,13,9,4
,105,公立,技專校院,23,國立雲林科技大學,科技法律研究所,7,7,0,2,0,4,0,1,0,0,0,0,0,7,7,0
,105,公立,技專校院,23,國立雲林科技大學,資訊管理系,17,14,3,8,0,6,2,0,0,0,1,0,0,17,14,3
,105,公立,技專校院,23,國立雲林科技大學,電機工程系,23,23,0,12,0,9,0,2,0,0,0,0,0,23,23,0
,105,公立,技專校院,23,國立雲林科技大學,電子工程系,21,20,1,5,0,13,1,2,0,0,0,0,0,21,20,1
,105,公立,技專校院,23,國立雲林科技大學,資訊工程系,11,10,1,5,1,3,0,2,0,0,0,0,0,11,10,1
,105,公立,技專校院,23,國立雲林科技大學,機械工程系,21,21,0,9,0,10,0,1,0,0,0,1,0,20,20,0
,105,公立,技專校院,23,國立雲林科技大學,營建工程系,16,15,1,7,0,7,1,1,0,0,0,0,0,16,15,1
,105,公立,技專校院,23,國立雲林科技大學,化學工程與材料工程系,16,16,0,11,0,4,0,1,0,0,0,0,0,16,16,0
,105,公立,技專校院,23,國立雲林科技大學,材料科技研究所,11,10,1,3,0,6,1,1,0,0,0,0,0,11,10,1
,105,公立,技專校院,23,國立雲林科技大學,工業工程與管理系,19,15,4,11,1,4,2,0,1,0,0,0,0,19,15,4
,105,公立,技專校院,23,國立雲林科技大學,環境與安全衛生工程系,15,13,2,8,0,4,1,0,1,1,0,0,0,15,13,2
,105,公立,技專校院,23,國立雲林科技大學,工程科技研究所,7,7,0,3,0,2,0,2,0,0,0,0,0,7,7,0
,105,公立,技專校院,23,國立雲林科技大學,休閒運動研究所,9,6,3,3,0,3,0,0,3,0,0,0,0,9,6,3
,105,公立,技專校院,23,國立雲林科技大學,通識教育中心,11,8,3,0,0,0,0,2,0,6,3,0,0,11,8,3
,105,公立,技專校院,23,國立雲林科技大學,通識教育中心,5,2,3,0,0,0,0,0,0,0,0,2,3,0,0,0
,105,公立,技專校院,23,國立雲林科技大學,人文科學學院,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
,105,公立,技專校院,23,國立雲林科技大學,工業設計系,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,105,公立,技專校院,23,國立雲林科技大學,化學工程與材料工程系,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,技專校院,23,國立雲林科技大學,資訊管理系,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,技專校院,23,國立雲林科技大學,營建工程系,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,技專校院,23,國立雲林科技大學,環境與安全衛生工程系,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,技專校院,24,國立屏東科技大學,技術及職業教育研究所,6,2,4,1,1,1,1,0,2,0,0,0,0,6,2,4
,105,公立,技專校院,24,國立屏東科技大學,應用外語系,11,4,7,0,1,1,1,2,4,1,1,0,0,11,4,7
,105,公立,技專校院,24,國立屏東科技大學,時尚設計與管理系,8,1,7,0,1,1,2,0,3,0,0,0,1,7,1,6
,105,公立,技專校院,24,國立屏東科技大學,客家文化產業研究所,4,1,3,0,1,1,1,0,1,0,0,0,0,4,1,3
,105,公立,技專校院,24,國立屏東科技大學,國際學院,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
,105,公立,技專校院,24,國立屏東科技大學,企業管理系,15,10,5,3,0,5,3,2,1,0,1,0,0,15,10,5
,105,公立,技專校院,24,國立屏東科技大學,財務金融研究所,4,2,2,0,0,2,2,0,0,0,0,0,0,4,2,2
,105,公立,技專校院,24,國立屏東科技大學,科技管理研究所,4,2,2,1,0,1,2,0,0,0,0,0,0,4,2,2
,105,公立,技專校院,24,國立屏東科技大學,工業管理系,14,13,1,5,0,5,0,2,0,1,1,0,0,14,13,1
,105,公立,技專校院,24,國立屏東科技大學,野生動物保育研究所,6,4,2,1,0,1,2,2,0,0,0,0,0,6,4,2
,105,公立,技專校院,24,國立屏東科技大學,生物科技系,13,10,3,4,2,5,0,1,1,0,0,0,0,13,10,3
,105,公立,技專校院,24,國立屏東科技大學,農學院生物資源博士班,4,3,1,2,0,1,0,0,1,0,0,0,0,4,3,1
,105,公立,技專校院,24,國立屏東科技大學,資訊管理系,11,9,2,4,1,5,1,0,0,0,0,0,0,11,9,2
,105,公立,技專校院,24,國立屏東科技大學,機械工程系,15,13,2,6,1,4,1,2,0,0,0,1,0,14,12,2
,105,公立,技專校院,24,國立屏東科技大學,車輛工程系,16,14,2,11,0,2,1,1,1,0,0,0,0,16,14,2
,105,公立,技專校院,24,國立屏東科技大學,生物機電工程系,12,12,0,4,0,5,0,2,0,1,0,0,0,12,12,0
,105,公立,技專校院,24,國立屏東科技大學,土木工程系,14,14,0,8,0,5,0,0,0,1,0,0,0,14,14,0
,105,公立,技專校院,24,國立屏東科技大學,土壤與水工程國際碩士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
,105,公立,技專校院,24,國立屏東科技大學,材料工程研究所,7,6,1,3,1,3,0,0,0,0,0,0,0,7,6,1
,105,公立,技專校院,24,國立屏東科技大學,環境工程與科學系,19,15,4,11,2,3,2,1,0,0,0,0,0,19,15,4
,105,公立,技專校院,24,國立屏東科技大學,景觀暨遊憩管理研究所,2,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1
,105,公立,技專校院,24,國立屏東科技大學,農園生產系,18,15,3,7,0,2,2,5,1,1,0,0,0,18,15,3
,105,公立,技專校院,24,國立屏東科技大學,熱帶農業暨國際合作系,11,9,2,5,0,2,1,2,1,0,0,0,0,11,9,2
,105,公立,技專校院,24,國立屏東科技大學,動物科學與畜產系,11,8,3,1,0,2,3,4,0,1,0,0,0,11,8,3
,105,公立,技專校院,24,國立屏東科技大學,植物醫學系,11,7,4,1,0,2,1,3,1,1,2,0,0,11,7,4
,105,公立,技專校院,24,國立屏東科技大學,農企業管理系,11,5,6,2,1,1,2,2,2,0,1,0,0,11,5,6
,105,公立,技專校院,24,國立屏東科技大學,食品科學系,18,12,6,6,4,4,0,2,1,0,1,0,0,18,12,6
,105,公立,技專校院,24,國立屏東科技大學,水土保持系,9,9,0,3,0,6,0,0,0,0,0,0,0,9,9,0
,105,公立,技專校院,24,國立屏東科技大學,森林系,9,6,3,3,1,2,1,1,1,0,0,0,0,9,6,3
,105,公立,技專校院,24,國立屏東科技大學,木材科學與設計系,9,9,0,4,0,3,0,1,0,0,0,1,0,8,8,0
,105,公立,技專校院,24,國立屏東科技大學,水產養殖系,12,10,2,6,2,2,0,2,0,0,0,0,0,12,10,2
,105,公立,技專校院,24,國立屏東科技大學,獸醫學系,16,13,3,5,1,5,0,3,2,0,0,0,0,16,13,3
,105,公立,技專校院,24,國立屏東科技大學,動物疫苗科技研究所,6,5,1,0,1,3,0,2,0,0,0,0,0,6,5,1
,105,公立,技專校院,24,國立屏東科技大學,社會工作系,9,5,4,2,1,2,2,1,1,0,0,0,0,9,5,4
,105,公立,技專校院,24,國立屏東科技大學,幼兒保育系,10,3,7,0,2,2,4,1,1,0,0,0,0,10,3,7
,105,公立,技專校院,24,國立屏東科技大學,餐旅管理系,11,5,6,1,2,1,2,1,0,0,2,2,0,9,3,6
,105,公立,技專校院,24,國立屏東科技大學,休閒運動健康系,11,10,1,5,0,4,1,0,0,1,0,0,0,11,10,1
,105,公立,技專校院,24,國立屏東科技大學,教學資源中心,4,3,1,0,0,0,0,3,1,0,0,0,0,4,3,1
,105,公立,技專校院,24,國立屏東科技大學,通識(教育)中心,7,6,1,1,0,4,0,1,1,0,0,0,0,7,6,1
,105,公立,技專校院,24,國立屏東科技大學,體育室,3,2,1,0,0,1,1,1,0,0,0,0,0,3,2,1
,105,公立,技專校院,24,國立屏東科技大學,軍訓室,7,4,3,0,0,0,0,0,0,0,0,4,3,0,0,0
,105,公立,技專校院,24,國立屏東科技大學,師資培育中心,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
,105,公立,技專校院,24,國立屏東科技大學,華語文中心,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
,105,公立,技專校院,24,國立屏東科技大學,語言中心,6,2,4,0,0,0,0,0,2,2,2,0,0,6,2,4
,105,公立,技專校院,25,國立臺北科技大學,技術及職業教育研究所,8,4,4,2,2,0,2,2,0,0,0,0,0,8,4,4
,105,公立,技專校院,25,國立臺北科技大學,應用英語(文)系,19,8,11,1,0,5,6,2,4,0,1,0,0,19,8,11
,105,公立,技專校院,25,國立臺北科技大學,互動設計系,9,8,1,1,0,3,1,4,0,0,0,0,0,9,8,1
,105,公立,技專校院,25,國立臺北科技大學,工業設計系,15,11,4,2,0,5,2,2,1,1,1,1,0,14,10,4
,105,公立,技專校院,25,國立臺北科技大學,經營管理系,13,9,4,5,1,4,2,0,1,0,0,0,0,13,9,4
,105,公立,技專校院,25,國立臺北科技大學,資訊與財金管理系,8,5,3,1,2,3,1,0,0,0,0,1,0,7,4,3
,105,公立,技專校院,25,國立臺北科技大學,文化事業發展系,12,4,8,0,2,0,4,2,2,2,0,0,0,12,4,8
,105,公立,技專校院,25,國立臺北科技大學,智慧財產權研究所,4,3,1,2,0,0,0,1,1,0,0,0,0,4,3,1
,105,公立,技專校院,25,國立臺北科技大學,電機工程系,34,34,0,15,0,16,0,0,0,3,0,0,0,34,34,0
,105,公立,技專校院,25,國立臺北科技大學,電子工程系,29,27,2,12,1,13,1,2,0,0,0,0,0,29,27,2
,105,公立,技專校院,25,國立臺北科技大學,光電工程系,20,16,4,12,2,1,0,3,2,0,0,0,0,20,16,4
,105,公立,技專校院,25,國立臺北科技大學,資訊工程系,15,14,1,8,0,5,0,1,1,0,0,0,0,15,14,1
,105,公立,技專校院,25,國立臺北科技大學,電資學院,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0
,105,公立,技專校院,25,國立臺北科技大學,機械工程系,27,26,1,14,0,10,0,2,1,0,0,0,0,27,26,1
,105,公立,技專校院,25,國立臺北科技大學,車輛工程系,14,13,1,4,0,8,1,1,0,0,0,0,0,14,13,1
,105,公立,技專校院,25,國立臺北科技大學,製造科技研究所,9,9,0,4,0,5,0,0,0,0,0,0,0,9,9,0
,105,公立,技專校院,25,國立臺北科技大學,自動化科技研究所,7,7,0,4,0,2,0,1,0,0,0,0,0,7,7,0
,105,公立,技專校院,25,國立臺北科技大學,土木工程系,24,24,0,10,0,11,0,3,0,0,0,0,0,24,24,0
,105,公立,技專校院,25,國立臺北科技大學,化學工程與生物科技系,30,27,3,13,1,8,1,6,1,0,0,0,0,30,27,3
,105,公立,技專校院,25,國立臺北科技大學,分子科學與工程系,14,9,5,4,2,5,3,0,0,0,0,0,0,14,9,5
,105,公立,技專校院,25,國立臺北科技大學,材料科學與工程研究所,7,5,2,4,2,1,0,0,0,0,0,0,0,7,5,2
,105,公立,技專校院,25,國立臺北科技大學,材料及資源工程系,13,11,2,3,0,4,2,1,0,3,0,0,0,13,11,2
,105,公立,技專校院,25,國立臺北科技大學,資源工程研究所,7,7,0,2,0,5,0,0,0,0,0,0,0,7,7,0
,105,公立,技專校院,25,國立臺北科技大學,工業工程與管理系,19,17,2,11,0,6,1,0,1,0,0,0,0,19,17,2
,105,公立,技專校院,25,國立臺北科技大學,環境工程與管理研究所,7,7,0,6,0,0,0,1,0,0,0,0,0,7,7,0
,105,公立,技專校院,25,國立臺北科技大學,能源與冷凍空調工程系,14,14,0,11,0,2,0,1,0,0,0,0,0,14,14,0
,105,公立,技專校院,25,國立臺北科技大學,建築系,15,10,5,4,0,4,2,2,2,0,1,0,0,15,10,5
,105,公立,技專校院,25,國立臺北科技大學,通識教育中心,12,10,2,2,0,5,1,2,1,1,0,0,0,12,10,2
,105,公立,技專校院,25,國立臺北科技大學,體育室,14,12,2,3,0,5,1,3,1,1,0,0,0,14,12,2
,105,公立,技專校院,25,國立臺北科技大學,軍訓室,8,5,3,0,0,0,0,0,0,0,0,5,3,0,0,0
,105,公立,技專校院,25,國立臺北科技大學,師資培育中心,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1
,105,公立,技專校院,25,國立臺北科技大學,土木工程系,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,技專校院,25,國立臺北科技大學,化學工程與生物科技系,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
,105,公立,技專校院,25,國立臺北科技大學,材料及資源工程系,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,技專校院,25,國立臺北科技大學,教務處,5,1,4,0,0,0,0,0,1,1,3,0,0,5,1,4
,105,公立,技專校院,25,國立臺北科技大學,通識教育中心,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,105,公立,技專校院,25,國立臺北科技大學,電機工程系,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
,105,公立,技專校院,25,國立臺北科技大學,機械工程系,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
,105,公立,技專校院,26,國立高雄第一科技大學,應用英語系,17,8,9,1,2,3,5,3,1,1,1,0,0,17,8,9
,105,公立,技專校院,26,國立高雄第一科技大學,應用德語系,11,3,8,1,2,1,3,1,1,0,2,0,0,11,3,8
,105,公立,技專校院,26,國立高雄第一科技大學,應用日語系,14,6,8,1,1,1,4,3,2,1,1,0,0,14,6,8
,105,公立,技專校院,26,國立高雄第一科技大學,創新設計工程系,8,6,2,0,0,2,0,1,2,0,0,3,0,5,3,2
,105,公立,技專校院,26,國立高雄第一科技大學,會計資訊系,9,5,4,1,0,3,2,1,1,0,1,0,0,9,5,4
,105,公立,技專校院,26,國立高雄第一科技大學,財務管理系,11,7,4,3,2,1,1,3,1,0,0,0,0,11,7,4
,105,公立,技專校院,26,國立高雄第一科技大學,金融系,17,12,5,4,1,6,4,2,0,0,0,0,0,17,12,5
,105,公立,技專校院,26,國立高雄第一科技大學,風險管理與保險系,10,6,4,1,3,4,0,1,1,0,0,0,0,10,6,4
,105,公立,技專校院,26,國立高雄第一科技大學,行銷與流通管理系,18,14,4,5,0,6,4,2,0,1,0,0,0,18,14,4
,105,公立,技專校院,26,國立高雄第一科技大學,運籌管理系,17,13,4,8,0,3,1,2,3,0,0,0,0,17,13,4
,105,公立,技專校院,26,國立高雄第一科技大學,科技法律研究所,7,5,2,1,1,4,0,0,1,0,0,0,0,7,5,2
,105,公立,技專校院,26,國立高雄第一科技大學,資訊管理系,20,17,3,11,2,3,1,3,0,0,0,0,0,20,17,3
,105,公立,技專校院,26,國立高雄第一科技大學,電機工程研究所,8,7,1,3,0,3,1,1,0,0,0,0,0,8,7,1
,105,公立,技專校院,26,國立高雄第一科技大學,電子工程系,10,10,0,5,0,4,0,1,0,0,0,0,0,10,10,0
,105,公立,技專校院,26,國立高雄第一科技大學,電腦與通訊工程系,19,18,1,4,0,9,0,5,1,0,0,0,0,19,18,1
,105,公立,技專校院,26,國立高雄第一科技大學,機械與自動化工程系,22,22,0,13,0,6,0,3,0,0,0,0,0,22,22,0
,105,公立,技專校院,26,國立高雄第一科技大學,營建工程系,18,17,1,5,1,5,0,7,0,0,0,0,0,18,17,1
,105,公立,技專校院,26,國立高雄第一科技大學,環境與安全衛生工程系,22,19,3,11,0,7,1,1,2,0,0,0,0,22,19,3
,105,公立,技專校院,26,國立高雄第一科技大學,共同科目,4,3,1,0,0,0,0,2,1,1,0,0,0,4,3,1
