學年度,設立別,學校類別,學校統計處代碼,學校名稱,合作學校國家(地區)別,合作學校國家(地區)區域別,與國外及兩岸學校建立姊妹校數(109.02新增),建立跨國學位合作 (雙聯學制)學校數,與國外及兩岸學校進行學術合作交流計畫之件數(109.02新增)
106,公立,一般大學,0001,國立政治大學,土耳其共和國,其他亞洲地區,...,0,...
106,公立,一般大學,0001,國立政治大學,哈薩克共和國,其他亞洲地區,...,0,...
106,公立,一般大學,0001,國立政治大學,約旦哈什米王國,其他亞洲地區,...,0,...
106,公立,一般大學,0001,國立政治大學,阿曼王國,其他亞洲地區,...,0,...
106,公立,一般大學,0001,國立政治大學,以色列,其他亞洲地區,...,0,...
106,公立,一般大學,0001,國立政治大學,愛沙尼亞共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,義大利共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,愛爾蘭共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,冰島共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,法國,歐洲,...,7,...
106,公立,一般大學,0001,國立政治大學,列支敦斯登侯國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,瑞士聯邦,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,斯洛伐克共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,希臘共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,葡萄牙共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,荷蘭王國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,挪威王國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,羅馬尼亞,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,捷克共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,波蘭共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,芬蘭共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,斯洛維尼亞共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,教廷,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,丹麥王國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,德意志聯邦共和國,歐洲,...,2,...
106,公立,一般大學,0001,國立政治大學,奧地利共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,英國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,比利時王國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,立陶宛共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,西班牙王國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,匈牙利共和國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,瑞典王國,歐洲,...,0,...
106,公立,一般大學,0001,國立政治大學,埃及阿拉伯共和國,非洲,...,0,...
106,公立,一般大學,0001,國立政治大學,南非共和國,非洲,...,0,...
106,公立,一般大學,0001,國立政治大學,布吉納法索,非洲,...,0,...
106,公立,一般大學,0001,國立政治大學,摩洛哥王國,非洲,...,0,...
106,公立,一般大學,0001,國立政治大學,美國,北美洲,...,14,...
106,公立,一般大學,0001,國立政治大學,加拿大,北美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,宏都拉斯共和國,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,秘魯共和國,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,巴西聯邦共和國,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,哥斯大黎加共和國,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,墨西哥合眾國,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,厄瓜多共和國,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,哥倫比亞共和國,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,尼加拉瓜,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,巴拿馬共和國,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,薩爾瓦多,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,委內瑞拉共和國,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,智利,中南美洲,...,0,...
106,公立,一般大學,0001,國立政治大學,瓜地馬拉共和國,中南美洲,...,0,...
106,公立,一般大學,0002,國立清華大學,泰國,東協,...,0,...
106,公立,一般大學,0002,國立清華大學,印度尼西亞共和國,東協,...,0,...
106,公立,一般大學,0002,國立清華大學,菲律賓共和國,東協,...,0,...
106,公立,一般大學,0002,國立清華大學,印度,南亞,...,0,...
106,公立,一般大學,0002,國立清華大學,香港,港澳,...,0,...
106,公立,一般大學,0002,國立清華大學,大陸地區,大陸地區,...,2,...
106,公立,一般大學,0002,國立清華大學,日本,其他亞洲地區,...,0,...
106,公立,一般大學,0002,國立清華大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,公立,一般大學,0002,國立清華大學,土耳其共和國,其他亞洲地區,...,1,...
106,公立,一般大學,0002,國立清華大學,德意志聯邦共和國,歐洲,...,0,...
106,公立,一般大學,0002,國立清華大學,荷蘭王國,歐洲,...,0,...
106,公立,一般大學,0002,國立清華大學,法國,歐洲,...,0,...
106,公立,一般大學,0002,國立清華大學,芬蘭共和國,歐洲,...,0,...
106,公立,一般大學,0002,國立清華大學,義大利共和國,歐洲,...,0,...
106,公立,一般大學,0002,國立清華大學,英國,歐洲,...,0,...
106,公立,一般大學,0002,國立清華大學,波蘭共和國,歐洲,...,0,...
106,公立,一般大學,0002,國立清華大學,比利時王國,歐洲,...,0,...
106,公立,一般大學,0002,國立清華大學,捷克共和國,歐洲,...,0,...
106,公立,一般大學,0002,國立清華大學,瑞士聯邦,歐洲,...,1,...
106,公立,一般大學,0002,國立清華大學,匈牙利共和國,歐洲,...,0,...
106,公立,一般大學,0002,國立清華大學,美國,北美洲,...,0,...
106,公立,一般大學,0002,國立清華大學,智利,中南美洲,...,0,...
106,公立,一般大學,0002,國立清華大學,墨西哥合眾國,中南美洲,...,0,...
106,公立,一般大學,0002,國立清華大學,阿根廷,中南美洲,...,0,...
106,公立,一般大學,0002,國立清華大學,巴西聯邦共和國,中南美洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,新加坡共和國,東協,...,1,...
106,公立,一般大學,0003,國立臺灣大學,印度尼西亞共和國,東協,...,2,...
106,公立,一般大學,0003,國立臺灣大學,馬來西亞,東協,...,0,...
106,公立,一般大學,0003,國立臺灣大學,泰國,東協,...,0,...
106,公立,一般大學,0003,國立臺灣大學,越南社會主義共和國,東協,...,3,...
106,公立,一般大學,0003,國立臺灣大學,菲律賓共和國,東協,...,0,...
106,公立,一般大學,0003,國立臺灣大學,印度,南亞,...,0,...
106,公立,一般大學,0003,國立臺灣大學,尼泊爾聯邦民主共和國,南亞,...,0,...
106,公立,一般大學,0003,國立臺灣大學,香港,港澳,...,2,...
106,公立,一般大學,0003,國立臺灣大學,澳門,港澳,...,0,...
106,公立,一般大學,0003,國立臺灣大學,大陸地區,大陸地區,...,4,...
106,公立,一般大學,0003,國立臺灣大學,日本,其他亞洲地區,...,7,...
106,公立,一般大學,0003,國立臺灣大學,大韓民國(南韓),其他亞洲地區,...,2,...
106,公立,一般大學,0003,國立臺灣大學,俄羅斯聯邦,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,以色列,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,沙烏地阿拉伯王國,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,烏克蘭,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,蒙古國,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,巴布亞紐幾內亞獨立國,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,伊朗伊斯蘭共和國,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,科威特,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,約旦哈什米王國,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,土耳其共和國,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,斐濟群島共和國,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,澳大利亞,其他亞洲地區,...,2,...
106,公立,一般大學,0003,國立臺灣大學,紐西蘭,其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,朝鮮民主主義人民共和國(北韓),其他亞洲地區,...,0,...
106,公立,一般大學,0003,國立臺灣大學,葡萄牙共和國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,比利時王國,歐洲,...,1,...
106,公立,一般大學,0003,國立臺灣大學,芬蘭共和國,歐洲,...,1,...
106,公立,一般大學,0003,國立臺灣大學,冰島共和國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,波蘭共和國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,瑞典王國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,希臘共和國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,愛沙尼亞共和國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,愛爾蘭共和國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,奧地利共和國,歐洲,...,1,...
106,公立,一般大學,0003,國立臺灣大學,瑞士聯邦,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,西班牙王國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,丹麥王國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,捷克共和國,歐洲,...,1,...
106,公立,一般大學,0003,國立臺灣大學,盧森堡大公國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,英國,歐洲,...,2,...
106,公立,一般大學,0003,國立臺灣大學,拉脫維亞共和國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,匈牙利共和國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,荷蘭王國,歐洲,...,1,...
106,公立,一般大學,0003,國立臺灣大學,德意志聯邦共和國,歐洲,...,2,...
106,公立,一般大學,0003,國立臺灣大學,立陶宛共和國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,法國,歐洲,...,6,...
106,公立,一般大學,0003,國立臺灣大學,挪威王國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,保加利亞共和國,歐洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,義大利共和國,歐洲,...,1,...
106,公立,一般大學,0003,國立臺灣大學,南非共和國,非洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,美國,北美洲,...,9,...
106,公立,一般大學,0003,國立臺灣大學,加拿大,北美洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,智利,中南美洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,墨西哥合眾國,中南美洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,哥斯大黎加共和國,中南美洲,...,0,...
106,公立,一般大學,0003,國立臺灣大學,巴西聯邦共和國,中南美洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,泰國,東協,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,馬來西亞,東協,...,1,...
106,公立,一般大學,0004,國立臺灣師範大學,菲律賓共和國,東協,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,新加坡共和國,東協,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,印度尼西亞共和國,東協,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,越南社會主義共和國,東協,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,香港,港澳,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,澳門,港澳,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,大陸地區,大陸地區,...,1,...
106,公立,一般大學,0004,國立臺灣師範大學,大韓民國(南韓),其他亞洲地區,...,5,...
106,公立,一般大學,0004,國立臺灣師範大學,日本,其他亞洲地區,...,3,...
106,公立,一般大學,0004,國立臺灣師範大學,澳大利亞,其他亞洲地區,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,俄羅斯聯邦,其他亞洲地區,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,紐西蘭,其他亞洲地區,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,土耳其共和國,其他亞洲地區,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,法國,歐洲,...,1,...
106,公立,一般大學,0004,國立臺灣師範大學,波蘭共和國,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,德意志聯邦共和國,歐洲,...,1,...
106,公立,一般大學,0004,國立臺灣師範大學,英國,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,捷克共和國,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,奧地利共和國,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,西班牙王國,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,愛爾蘭共和國,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,荷蘭王國,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,比利時王國,歐洲,...,1,...
106,公立,一般大學,0004,國立臺灣師範大學,挪威王國,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,義大利共和國,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,丹麥王國,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,芬蘭共和國,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,瑞士聯邦,歐洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,瑞典王國,歐洲,...,1,...
106,公立,一般大學,0004,國立臺灣師範大學,美國,北美洲,...,5,...
106,公立,一般大學,0004,國立臺灣師範大學,加拿大,北美洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,多明尼加共和國,中南美洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,巴西聯邦共和國,中南美洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,宏都拉斯共和國,中南美洲,...,0,...
106,公立,一般大學,0004,國立臺灣師範大學,巴拉圭,中南美洲,...,0,...
106,公立,一般大學,0005,國立成功大學,越南社會主義共和國,東協,...,0,...
