學年度,設立別,學校類別,學校統計處代碼,學校名稱,教師類別,編制外專任教師支給數額情形-教授-平均支給數額,編制外專任教師支給數額情形-教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-副教授-平均支給數額,編制外專任教師支給數額情形-副教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-助理教授-平均支給數額,編制外專任教師支給數額情形-助理教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-講師-平均支給數額,編制外專任教師支給數額情形-講師-與公立學校支給數額相較之比率(%)
110,公立,技專校院,0024,國立屏東科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,技專校院,0025,國立臺北科技大學,專案教學人員,無,無,無,無,"75,337",100,"61,221",100
110,公立,技專校院,0025,國立臺北科技大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0025,國立臺北科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,一般大學,0028,國立臺北藝術大學,專案教學人員,"102,225",100,"80,670",100,"73,685",100,"58,135",100
110,公立,一般大學,0028,國立臺北藝術大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0029,國立臺灣藝術大學,專案教學人員,"104,556",100,"82,660",100,"71,452",100,無,無
110,公立,一般大學,0029,國立臺灣藝術大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0030,國立臺東大學,專案教學人員,無,無,無,無,"76,440",100,"60,705",100
110,公立,一般大學,0030,國立臺東大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0031,國立宜蘭大學,專案教學人員,無,無,無,無,"86,215",100,無,無
110,公立,一般大學,0031,國立宜蘭大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0032,國立聯合大學,專案教學人員,無,無,"86,500",100,"74,724",100,"71,083",100
110,公立,一般大學,0032,國立聯合大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0033,國立虎尾科技大學,專案教學人員,無,無,"96,105",100,"80,298",100,"61,908",100
110,公立,技專校院,0033,國立虎尾科技大學,專業技術人員,無,無,無,無,"75,925",100,無,無
110,公立,技專校院,0033,國立虎尾科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,一般大學,0035,國立臺南藝術大學,專案教學人員,"100,165",100,無,無,"73,353",100,"67,395",100
110,公立,一般大學,0035,國立臺南藝術大學,專業技術人員,"100,165",100,"89,245",100,"71,810",100,無,無
110,公立,一般大學,0036,國立臺南大學,專案教學人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0036,國立臺南大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0037,國立臺北教育大學,專案教學人員,無,無,"99,535",100,"82,100",100,"61,907",100
110,公立,一般大學,0037,國立臺北教育大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0039,國立臺中教育大學,專案教學人員,無,無,無,無,"74,074",100,"59,165",100
110,公立,一般大學,0039,國立臺中教育大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0042,國立澎湖科技大學,專案教學人員,無,無,"86,675",100,"78,406",100,"61,428",100
110,公立,技專校院,0042,國立澎湖科技大學,專業技術人員,無,無,"87,875",100,無,無,無,無
110,公立,技專校院,0042,國立澎湖科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,技專校院,0043,國立勤益科技大學,專案教學人員,無,無,"93,360",100,"76,996",100,無,無
110,公立,技專校院,0043,國立勤益科技大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0043,國立勤益科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,一般大學,0044,國立體育大學,專案教學人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0044,國立體育大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0046,國立臺北護理健康大學,專案教學人員,無,無,"83,760",100,"77,337",100,"73,570",100
110,公立,技專校院,0046,國立臺北護理健康大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0046,國立臺北護理健康大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,技專校院,0047,國立高雄餐旅大學,專案教學人員,無,無,無,無,"72,153",100,"60,021",100
110,公立,技專校院,0047,國立高雄餐旅大學,專業技術人員,"100,165",100,"80,670",100,"70,780",100,"59,507",100
110,公立,技專校院,0047,國立高雄餐旅大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,一般大學,0048,國立金門大學,專案教學人員,無,無,"90,620",100,"82,859",100,無,無
110,公立,一般大學,0048,國立金門大學,專業技術人員,無,無,無,無,無,無,"67,395",100
110,公立,一般大學,0049,國立臺灣體育運動大學,專案教學人員,無,無,無,無,"71,810",100,"58,135",100
110,公立,一般大學,0049,國立臺灣體育運動大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0050,國立臺中科技大學,專案教學人員,無,無,"93,360",100,"76,954",100,"63,280",100
110,公立,技專校院,0050,國立臺中科技大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0050,國立臺中科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,技專校院,0051,國立臺北商業大學,專案教學人員,無,無,無,無,"73,525",100,"63,795",100
110,公立,技專校院,0051,國立臺北商業大學,專業技術人員,無,無,無,無,"71,810",100,無,無
110,公立,技專校院,0051,國立臺北商業大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,一般大學,0052,國立屏東大學,專案教學人員,無,無,無,無,"77,092",100,"68,425",100
110,公立,一般大學,0052,國立屏東大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0053,國立高雄科技大學,專案教學人員,"101,540",100,"81,185",100,"73,238",100,"61,307",100
110,公立,技專校院,0053,國立高雄科技大學,專業技術人員,無,無,無,無,無,無,"58,135",100
110,公立,技專校院,0053,國立高雄科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,技專校院,0144,國立臺灣戲曲學院,專案教學人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0144,國立臺灣戲曲學院,專業技術人員,"100,165",100,"80,670",100,"70,780",100,無,無
110,公立,技專校院,0144,國立臺灣戲曲學院,專業技術教師,無,無,無,無,無,無,無,無
110,公立,技專校院,0221,國立臺南護理專科學校,專案教學人員,無,無,無,無,"52,240",73.8,"52,240",89.85
110,公立,技專校院,0221,國立臺南護理專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0221,國立臺南護理專科學校,專業技術教師,無,無,無,無,無,無,無,無
110,公立,技專校院,0222,國立臺東專科學校,專案教學人員,無,無,無,無,"80,898",100,"68,425",100
110,公立,技專校院,0222,國立臺東專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,公立,技專校院,0222,國立臺東專科學校,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1001,東海大學,專案教學人員,"112,893",100,無,無,"74,755",100,"61,159",100
110,私立,一般大學,1001,東海大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1002,輔仁大學,專案教學人員,"104,088",100,"78,615",97.45,"70,780",100,"58,135",100
110,私立,一般大學,1002,輔仁大學,專業技術人員,"100,165",100,"78,615",97.45,"70,780",100,"58,135",100
110,私立,一般大學,1003,東吳大學,專案教學人員,"116,825",100,"97,439",100,"72,410",100,無,無
110,私立,一般大學,1003,東吳大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1004,中原大學,專案教學人員,"116,825",100,"86,158",100,"73,806",100,"59,164",100
110,私立,一般大學,1004,中原大學,專業技術人員,無,無,"80,670",100,無,無,無,無
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,專案教學人員,"102,386",100,"80,670",100,"71,898",100,"58,135",100
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1006,中國文化大學,專案教學人員,"101,538",100,"89,247",100,"73,858",100,"58,650",100
110,私立,一般大學,1006,中國文化大學,專業技術人員,"100,165",100,無,無,"73,838",100,無,無
110,私立,一般大學,1007,逢甲大學,專案教學人員,"104,051",100,"60,000",74.38,"54,999",77.7,"61,223",100
110,私立,一般大學,1007,逢甲大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1008,靜宜大學,專案教學人員,無,無,"82,730",100,"73,467",100,"60,824",100
110,私立,一般大學,1008,靜宜大學,專業技術人員,無,無,"81,700",100,無,無,"60,190",100
110,私立,一般大學,1009,長庚大學,專案教學人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1009,長庚大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1010,元智大學,專案教學人員,"116,825",100,無,無,"77,812",100,"66,263",100
110,私立,一般大學,1010,元智大學,專業技術人員,無,無,無,無,"76,212",100,無,無
110,私立,一般大學,1011,中華大學學校財團法人中華大學,專案教學人員,"116,825",100,無,無,"81,951",100,"62,250",100
110,私立,一般大學,1011,中華大學學校財團法人中華大學,專業技術人員,無,無,"87,875",100,"77,985",100,無,無
110,私立,一般大學,1012,大葉大學,專案教學人員,"103,050",100,"93,755",100,"70,910",100,"57,719",99.28
110,私立,一般大學,1012,大葉大學,專業技術人員,無,無,無,無,"69,880",98.73,無,無
110,私立,一般大學,1013,華梵大學,專案教學人員,"138,495",100,"82,730",100,"72,323",100,"59,850",100
110,私立,一般大學,1013,華梵大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1014,義守大學,專案教學人員,"116,825",100,"93,476",100,"75,266",100,"60,637",100
110,私立,一般大學,1014,義守大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1015,世新大學,專案教學人員,"112,862",100,"86,158",100,"73,525",100,"61,220",100
110,私立,一般大學,1015,世新大學,專業技術人員,無,無,無,無,"72,104",100,"58,135",100
110,私立,一般大學,1016,銘傳大學,專案教學人員,"111,699",100,"80,670",100,"71,760",100,"58,135",100
110,私立,一般大學,1016,銘傳大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1017,實踐大學,專案教學人員,"108,495",100,"85,816",100,"72,239",100,"59,621",100
110,私立,一般大學,1017,實踐大學,專業技術人員,無,無,"80,158",99.36,"70,909",100,"58,135",100
110,私立,技專校院,1018,朝陽科技大學,專案教學人員,無,無,"80,670",100,"71,681",100,"58,135",100
110,私立,技專校院,1018,朝陽科技大學,專業技術人員,"100,165",100,"80,670",100,"70,780",100,無,無
110,私立,技專校院,1018,朝陽科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1019,高雄醫學大學,專案教學人員,"115,425",100,"99,535",100,"73,765",100,"80,430",100
110,私立,一般大學,1019,高雄醫學大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1020,南華大學,專案教學人員,"116,825",100,無,無,"72,251",100,"80,430",100
110,私立,一般大學,1020,南華大學,專業技術人員,無,無,無,無,"72,495",100,無,無
110,私立,一般大學,1021,真理大學,專案教學人員,無,無,"77,690",96.31,"68,610",96.93,無,無
110,私立,一般大學,1021,真理大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1022,大同大學,專案教學人員,"116,825",100,無,無,"70,395",99.46,"57,355",98.66
110,私立,一般大學,1022,大同大學,專業技術人員,無,無,無,無,"70,910",100,無,無
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,專案教學人員,無,無,無,無,"79,895",100,"59,507",100
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,專業技術人員,無,無,無,無,"71,810",100,無,無
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1024,崑山科技大學,專案教學人員,無,無,無,無,"72,324",100,"59,164",100
110,私立,技專校院,1024,崑山科技大學,專業技術人員,無,無,"80,670",100,"72,222",100,無,無
110,私立,技專校院,1024,崑山科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,專案教學人員,無,無,無,無,"71,810",100,"66,985",100
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,專業技術人員,無,無,無,無,無,無,"61,735",100
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1026,樹德科技大學,專案教學人員,無,無,"85,930",100,"72,278",100,"59,538",100
110,私立,技專校院,1026,樹德科技大學,專業技術人員,無,無,無,無,"71,194",100,無,無
110,私立,技專校院,1026,樹德科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1027,慈濟學校財團法人慈濟大學,專案教學人員,無,無,無,無,"73,868",100,"61,809",100
110,私立,一般大學,1027,慈濟學校財團法人慈濟大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1028,臺北醫學大學,專案教學人員,無,無,無,無,"76,268",100,無,無
110,私立,一般大學,1028,臺北醫學大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1029,中山醫學大學,專案教學人員,"111,145",100,"81,700",100,"72,968",100,"59,472",100
110,私立,一般大學,1029,中山醫學大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1030,龍華科技大學,專案教學人員,"100,165",100,"80,670",100,"70,780",100,"58,135",100
110,私立,技專校院,1030,龍華科技大學,專業技術人員,無,無,無,無,"70,780",100,無,無
110,私立,技專校院,1030,龍華科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1031,輔英科技大學,專案教學人員,無,無,"97,480",100,"72,221",100,"59,165",100
110,私立,技專校院,1031,輔英科技大學,專業技術人員,無,無,"81,700",100,"72,118",100,無,無
110,私立,技專校院,1031,輔英科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1032,明新學校財團法人明新科技大學,專案教學人員,無,無,"78,730",97.59,"70,030",98.94,"54,696",94.08
110,私立,技專校院,1032,明新學校財團法人明新科技大學,專業技術人員,無,無,"78,730",97.59,"51,597",72.89,"56,595",97.35
110,私立,技專校院,1032,明新學校財團法人明新科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1033,長榮大學,專案教學人員,"100,667",100,無,無,"71,720",100,無,無
110,私立,一般大學,1033,長榮大學,專業技術人員,無,無,無,無,"70,780",100,無,無
110,私立,技專校院,1034,弘光科技大學,專案教學人員,無,無,"80,670",100,"71,810",100,"58,135",100
110,私立,技專校院,1034,弘光科技大學,專業技術人員,"109,770",100,"80,670",100,"70,780",100,"58,135",100
110,私立,技專校院,1034,弘光科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1035,中國醫藥大學,專案教學人員,無,無,無,無,"81,113",100,無,無
110,私立,一般大學,1035,中國醫藥大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1036,健行學校財團法人健行科技大學,專案教學人員,"101,540",100,"81,700",100,"73,507",100,"59,472",100
110,私立,技專校院,1036,健行學校財團法人健行科技大學,專業技術人員,"100,165",100,"83,760",100,"71,435",100,"60,537",100
110,私立,技專校院,1036,健行學校財團法人健行科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1037,正修學校財團法人正修科技大學,專案教學人員,"100,775",100,"90,835",100,"70,552",99.67,"57,481",98.87
110,私立,技專校院,1037,正修學校財團法人正修科技大學,專業技術人員,無,無,無,無,"72,335",100,無,無
110,私立,技專校院,1037,正修學校財團法人正修科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,專案教學人員,無,無,無,無,"73,749",100,"58,064",99.87
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,專業技術人員,無,無,"84,560",100,"62,362",88.1,"57,036",98.1
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1039,玄奘大學,專案教學人員,"104,925",100,無,無,"72,623",100,"61,221",100
110,私立,一般大學,1039,玄奘大學,專業技術人員,無,無,"82,730",100,"73,720",100,無,無
110,私立,技專校院,1040,建國科技大學,專案教學人員,無,無,無,無,"72,293",100,"57,811",99.44
110,私立,技專校院,1040,建國科技大學,專業技術人員,無,無,"80,790",100,"70,543",99.66,"56,595",97.35
110,私立,技專校院,1040,建國科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1041,明志科技大學,專案教學人員,無,無,無,無,"72,068",100,"59,165",100
110,私立,技專校院,1041,明志科技大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1041,明志科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1042,高苑科技大學,專案教學人員,無,無,無,無,無,無,"56,103",96.5
110,私立,技專校院,1042,高苑科技大學,專業技術人員,無,無,無,無,"69,255",97.84,無,無
110,私立,技專校院,1042,高苑科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1043,大仁科技大學,專案教學人員,無,無,"79,690",98.78,"70,653",99.81,"57,355",98.65
110,私立,技專校院,1043,大仁科技大學,專業技術人員,無,無,"79,690",98.78,"69,880",98.72,"57,355",98.65
110,私立,技專校院,1043,大仁科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1044,聖約翰科技大學,專案教學人員,無,無,"31,355",38.86,"30,325",42.84,"30,000",51.6
110,私立,技專校院,1044,聖約翰科技大學,專業技術人員,無,無,無,無,"61,382",86.72,無,無
110,私立,技專校院,1044,聖約翰科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1045,嶺東科技大學,專案教學人員,無,無,"80,670",100,"71,746",100,"58,135",100
110,私立,技專校院,1045,嶺東科技大學,專業技術人員,無,無,"80,670",100,"70,780",100,無,無
110,私立,技專校院,1045,嶺東科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1046,中國科技大學,專案教學人員,無,無,無,無,"78,212",100,"58,135",100
110,私立,技專校院,1046,中國科技大學,專業技術人員,無,無,"80,670",100,"71,123",100,無,無
110,私立,技專校院,1046,中國科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1047,中臺科技大學,專案教學人員,無,無,無,無,"72,941",100,"59,163",100
110,私立,技專校院,1047,中臺科技大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1047,中臺科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1048,亞洲大學,專案教學人員,"116,825",100,"50,000",61.98,"75,061",100,"55,305",95.13
110,私立,一般大學,1048,亞洲大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1049,開南大學,專案教學人員,"100,165",100,無,無,"71,810",100,"58,135",100
110,私立,一般大學,1049,開南大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1050,佛光大學,專案教學人員,無,無,無,無,"46,350",65.48,"53,174",91.47
110,私立,一般大學,1050,佛光大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,專案教學人員,無,無,無,無,"72,083",100,無,無
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,專業技術人員,無,無,"80,402",99.66,"70,749",99.95,"57,507",98.91
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1052,遠東科技大學,專案教學人員,無,無,無,無,"72,251",100,"58,650",100
110,私立,技專校院,1052,遠東科技大學,專業技術人員,無,無,無,無,"73,865",100,"58,135",100
110,私立,技專校院,1052,遠東科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,專案教學人員,無,無,"79,690",98.78,"72,086",100,"57,355",98.65
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,專業技術人員,無,無,無,無,"70,910",100,"57,355",98.65
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1054,景文科技大學,專案教學人員,無,無,無,無,無,無,"59,678",100
110,私立,技專校院,1054,景文科技大學,專業技術人員,無,無,無,無,"71,939",100,無,無
110,私立,技專校院,1054,景文科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1055,中華醫事科技大學,專案教學人員,無,無,無,無,"70,030",98.94,"56,595",97.35
110,私立,技專校院,1055,中華醫事科技大學,專業技術人員,無,無,無,無,"69,000",97.48,"56,595",97.35
110,私立,技專校院,1055,中華醫事科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1056,東南科技大學,專案教學人員,無,無,無,無,"76,205",100,"58,395",100
110,私立,技專校院,1056,東南科技大學,專業技術人員,無,無,無,無,"72,087",100,"59,337",100
110,私立,技專校院,1056,東南科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1057,德明財經科技大學,專案教學人員,無,無,無,無,"72,838",100,"60,020",100
110,私立,技專校院,1057,德明財經科技大學,專業技術人員,無,無,無,無,"72,840",100,無,無
110,私立,技專校院,1057,德明財經科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1058,明道學校財團法人明道大學,專案教學人員,"105,827",100,"79,690",98.79,"72,036",100,"57,355",98.66
110,私立,一般大學,1058,明道學校財團法人明道大學,專業技術人員,無,無,"77,635",96.24,"70,910",100,無,無
110,私立,技專校院,1060,南開科技大學,專案教學人員,無,無,無,無,"71,402",100,"58,650",100
110,私立,技專校院,1060,南開科技大學,專業技術人員,無,無,無,無,"73,115",100,無,無
110,私立,技專校院,1060,南開科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1061,中華學校財團法人中華科技大學,專案教學人員,無,無,"81,820",100,"70,030",98.94,"56,595",97.35
110,私立,技專校院,1061,中華學校財團法人中華科技大學,專業技術人員,無,無,無,無,"75,288",100,"56,595",97.35
110,私立,技專校院,1061,中華學校財團法人中華科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1062,僑光科技大學,專案教學人員,"100,165",100,無,無,"71,467",100,"63,709",100
110,私立,技專校院,1062,僑光科技大學,專業技術人員,無,無,"82,215",100,"70,780",100,"58,135",100
110,私立,技專校院,1062,僑光科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,專案教學人員,無,無,"86,500",100,"72,839",100,"59,849",100
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,專業技術人員,無,無,"81,700",100,"71,467",100,無,無
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1064,美和學校財團法人美和科技大學,專案教學人員,無,無,無,無,"72,325",100,"59,458",100
110,私立,技專校院,1064,美和學校財團法人美和科技大學,專業技術人員,無,無,無,無,"72,840",100,無,無
110,私立,技專校院,1064,美和學校財團法人美和科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1065,吳鳳科技大學,專案教學人員,無,無,無,無,"70,030",98.94,"56,698",97.52
110,私立,技專校院,1065,吳鳳科技大學,專業技術人員,無,無,無,無,"69,000",97.48,"56,595",97.35
110,私立,技專校院,1065,吳鳳科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1066,環球學校財團法人環球科技大學,專案教學人員,無,無,無,無,"46,662",65.92,"57,355",98.65
110,私立,技專校院,1066,環球學校財團法人環球科技大學,專業技術人員,無,無,無,無,"48,074",67.91,"45,000",77.4
110,私立,技專校院,1066,環球學校財團法人環球科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,專案教學人員,無,無,無,無,"68,190",96.34,"55,055",94.7
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,專業技術人員,無,無,無,無,"55,055",77.78,"55,055",94.7
110,私立,技專校院,1068,中州學校財團法人中州科技大學,專案教學人員,無,無,"97,595",100,"69,000",97.48,"56,595",97.35
110,私立,技專校院,1068,中州學校財團法人中州科技大學,專業技術人員,無,無,無,無,"69,000",97.48,無,無
110,私立,技專校院,1068,中州學校財團法人中州科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1069,修平學校財團法人修平科技大學,專案教學人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1069,修平學校財團法人修平科技大學,專業技術人員,無,無,無,無,無,無,"61,220",100
110,私立,技專校院,1069,修平學校財團法人修平科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,專案教學人員,"116,825",100,"80,670",100,"73,575",100,"62,593",100
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,專案教學人員,無,無,"80,670",100,"72,657",100,"60,744",100
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,專業技術人員,"100,165",100,無,無,"71,848",100,"58,820",100
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,專案教學人員,無,無,"43,686",54.15,"41,504",58.63,"35,683",61.37
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,專業技術人員,無,無,無,無,"38,416",54.27,無,無
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,專案教學人員,無,無,無,無,"71,264",100,"58,558",100
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,專業技術人員,"93,610",93.45,"78,730",97.59,"70,601",99.74,"59,680",100
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,專案教學人員,"116,825",100,"80,670",100,"71,917",100,"60,487",100
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,專案教學人員,無,無,無,無,"73,865",100,"61,220",100
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,專業技術人員,無,無,無,無,"72,323",100,無,無
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,專案教學人員,無,無,無,無,"72,582",100,"61,220",100
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1078,致理學校財團法人致理科技大學,專案教學人員,無,無,"81,700",100,"74,570",100,"60,191",100
110,私立,技專校院,1078,致理學校財團法人致理科技大學,專業技術人員,無,無,無,無,"73,044",100,無,無
110,私立,技專校院,1078,致理學校財團法人致理科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1079,康寧學校財團法人康寧大學,專案教學人員,"97,465",97.3,"79,690",98.79,"72,572",100,"58,310",100
110,私立,一般大學,1079,康寧學校財團法人康寧大學,專業技術人員,無,無,無,無,"72,109",100,無,無
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,專案教學人員,無,無,無,無,"70,030",98.94,"56,595",97.35
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,專業技術人員,無,無,"81,820",100,"69,000",97.48,無,無
