學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
107,公立,一般大學,0044,國立體育大學,10141009,國際運動教練科學碩士學位學程,碩士班(日間),3,2,1,75.00
107,公立,一般大學,0044,國立體育大學,10142010,運動科學研究所,碩士班(日間),1,1,0,3.03
107,公立,一般大學,0044,國立體育大學,10142010,運動科學研究所,博士班,2,1,1,13.33
107,公立,一般大學,0044,國立體育大學,10152014,運動保健學系,學士班(日間),12,7,5,5.06
107,公立,一般大學,0044,國立體育大學,10152014,運動保健學系,碩士班(日間),6,4,2,12.77
107,公立,一般大學,0044,國立體育大學,10152015,休閒產業經營學系,學士班(日間),20,18,2,8.37
107,公立,一般大學,0044,國立體育大學,10152015,休閒產業經營學系,碩士班(日間),1,0,1,2.27
107,公立,一般大學,0044,國立體育大學,10152016,體育推廣學系,學士班(日間),13,11,2,4.32
107,公立,一般大學,0044,國立體育大學,10152016,體育推廣學系,碩士班(日間),1,0,1,2.56
107,公立,一般大學,0044,國立體育大學,10152017,適應體育學系,學士班(日間),6,4,2,2.80
107,公立,一般大學,0044,國立體育大學,10152020,國際體育事務碩士學位學程,碩士班(日間),2,1,1,14.29
107,公立,一般大學,0044,國立體育大學,10152021,國際運動管理與創新博士學位學程,博士班,4,3,1,30.77
107,公立,技專校院,0046,國立臺北護理健康大學,01121020,國際蒙特梭利碩士專班,碩士班(日間),8,0,8,66.67
107,公立,技專校院,0046,國立臺北護理健康大學,03131002,生死與健康心理諮商系,學士班(日間),12,6,6,5.50
107,公立,技專校院,0046,國立臺北護理健康大學,03131002,生死與健康心理諮商系,碩士班(日間),3,1,2,5.08
107,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,學士班(日間),20,5,15,4.19
107,公立,技專校院,0046,國立臺北護理健康大學,06131006,資訊管理系,碩士班(日間),1,1,0,3.33
107,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),19,5,14,2.31
107,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,碩士班(日間),14,4,10,12.07
107,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系_國際護理博士外國學生專班,博士班,8,4,4,80.00
107,公立,技專校院,0046,國立臺北護理健康大學,09131021,護理助產及婦女健康系護理助產碩士班,碩士班(日間),10,0,10,22.22
107,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,學士班(日間),10,1,9,5.32
107,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,碩士班(日間),5,3,2,8.77
107,公立,技專校院,0046,國立臺北護理健康大學,09199015,高齡健康照護系,學士班(日間),3,1,2,3.45
107,公立,技專校院,0046,國立臺北護理健康大學,09211013,長期照護系,碩士班(日間),2,2,0,4.00
107,公立,技專校院,0046,國立臺北護理健康大學,09221014,嬰幼兒保育系,學士班(日間),24,0,24,6.33
107,公立,技專校院,0046,國立臺北護理健康大學,10142017,運動保健系,學士班(日間),8,6,2,3.05
107,公立,技專校院,0046,國立臺北護理健康大學,10151018,休閒產業與健康促進系,學士班(日間),8,3,5,5.52
107,公立,技專校院,0046,國立臺北護理健康大學,10151018,休閒產業與健康促進系旅遊健康碩士班,碩士班(日間),2,1,1,8.00
107,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,學士班(日間),11,3,8,5.85
107,公立,技專校院,0047,國立高雄餐旅大學,02311003,應用日語系,學士班(日間),1,0,1,0.56
107,公立,技專校院,0047,國立高雄餐旅大學,04199010,餐旅暨會展行銷管理系,學士班(日間),16,4,12,8.04
107,公立,技專校院,0047,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),43,15,28,7.58
107,公立,技專校院,0047,國立高雄餐旅大學,10131005,中餐廚藝系,學士班(日間),12,9,3,6.74
107,公立,技專校院,0047,國立高雄餐旅大學,10131006,西餐廚藝系,學士班(日間),20,12,8,10.64
107,公立,技專校院,0047,國立高雄餐旅大學,10131007,烘焙管理系,學士班(日間),38,11,27,16.74
107,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),34,12,22,33.66
107,公立,技專校院,0047,國立高雄餐旅大學,10131011,飲食文化暨餐飲創新研究所,碩士班(日間),3,0,3,4.23
107,公立,技專校院,0047,國立高雄餐旅大學,10131012,餐旅研究所,碩士班(日間),1,0,1,2.63
107,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),31,13,18,6.04
107,公立,技專校院,0047,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),26,12,14,7.37
107,公立,技專校院,0047,國立高雄餐旅大學,10151015,旅運管理系,學士班(日間),15,3,12,7.21
107,公立,技專校院,0047,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),34,11,23,24.29
107,公立,技專校院,0047,國立高雄餐旅大學,10151029,觀光研究所,碩士班(日間),2,0,2,4.88
107,公立,技專校院,0047,國立高雄餐旅大學,10151029,觀光研究所,博士班,13,5,8,44.83
107,公立,技專校院,0047,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,學士班(日間),9,3,6,4.39
107,公立,一般大學,0048,國立金門大學,02311002,應用英語學系,學士班(日間),7,5,2,2.36
107,公立,一般大學,0048,國立金門大學,02322001,華語文學系,學士班(日間),3,1,2,2.05
107,公立,一般大學,0048,國立金門大學,03121006,國際暨大陸事務學系,學士班(日間),14,7,7,8.97
107,公立,一般大學,0048,國立金門大學,03121006,國際暨大陸事務學系,碩士班(日間),1,1,0,6.25
107,公立,一般大學,0048,國立金門大學,04131009,企業管理學系,學士班(日間),27,16,11,8.28
107,公立,一般大學,0048,國立金門大學,04212013,海洋與邊境管理學系,學士班(日間),1,1,0,0.64
107,公立,一般大學,0048,國立金門大學,06131019,資訊工程學系,學士班(日間),7,7,0,4.40
107,公立,一般大學,0048,國立金門大學,06131041,理工學院資訊科技與應用碩士班,碩士班(日間),1,1,0,6.67
107,公立,一般大學,0048,國立金門大學,07191025,工業工程與管理學系,學士班(日間),1,1,0,0.73
107,公立,一般大學,0048,國立金門大學,07211029,食品科學系,學士班(日間),6,3,3,4.05
107,公立,一般大學,0048,國立金門大學,07311026,建築學系,學士班(日間),36,21,15,17.56
107,公立,一般大學,0048,國立金門大學,07311026,建築學系,碩士班(日間),3,2,1,12.00
107,公立,一般大學,0048,國立金門大學,07313028,都市計畫與景觀學系,學士班(日間),16,11,5,10.60
107,公立,一般大學,0048,國立金門大學,07321021,土木與工程管理學系,學士班(日間),8,6,2,5.41
107,公立,一般大學,0048,國立金門大學,07321021,土木與工程管理學系,碩士班(日間),1,1,0,5.00
107,公立,一般大學,0048,國立金門大學,09131031,護理學系,學士班(日間),2,1,1,1.33
107,公立,一般大學,0048,國立金門大學,09191032,長期照護學系,學士班(日間),3,0,3,2.07
107,公立,一般大學,0048,國立金門大學,09231033,社會工作學系,學士班(日間),4,1,3,2.42
107,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,學士班(日間),17,9,8,8.25
107,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,碩士班(日間),2,0,2,10.53
107,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,學士班(日間),15,12,3,8.52
107,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,碩士班(日間),1,1,0,5.56
107,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,學士班(日間),20,16,4,4.44
107,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,學士班(日間),8,0,8,4.15
107,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,碩士班(日間),1,0,1,2.86
107,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,學士班(日間),9,6,3,3.95
107,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,碩士班(日間),2,1,1,3.39
107,公立,一般大學,0049,國立臺灣體育運動大學,10141004,球類運動學系,學士班(日間),17,10,7,3.84
107,公立,一般大學,0049,國立臺灣體育運動大學,10141005,技擊運動學系,學士班(日間),2,2,0,0.94
107,公立,一般大學,0049,國立臺灣體育運動大學,10142006,運動健康科學學系,學士班(日間),8,6,2,3.81
107,公立,一般大學,0049,國立臺灣體育運動大學,10142006,運動健康科學學系,碩士班(日間),1,0,1,4.00
107,公立,一般大學,0049,國立臺灣體育運動大學,10152007,休閒運動學系,學士班(日間),8,6,2,3.56
107,公立,一般大學,0049,國立臺灣體育運動大學,10152008,休閒運動管理研究所,碩士班(日間),1,0,1,2.33
107,公立,一般大學,0049,國立臺灣體育運動大學,10152010,運動事業管理學系,學士班(日間),12,12,0,5.29
107,公立,一般大學,0049,國立臺灣體育運動大學,10152010,運動事業管理學系,碩士班(日間),1,1,0,4.35
107,公立,一般大學,0049,國立臺灣體育運動大學,10152012,運動資訊與傳播學系,學士班(日間),11,6,5,5.76
107,公立,技專校院,0050,國立臺中科技大學,02112005,多媒體設計系,學士班(日間),14,12,2,5.88
107,公立,技專校院,0050,國立臺中科技大學,02112005,多媒體設計系,碩士班(日間),4,1,3,8.89
107,公立,技專校院,0050,國立臺中科技大學,02123006,商業設計系,學士班(日間),19,8,11,5.83
107,公立,技專校院,0050,國立臺中科技大學,02124008,室內設計系,學士班(日間),5,3,2,2.66
107,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,學士班(日間),9,4,5,4.35
107,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,學士班(日間),17,10,7,7.52
107,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語科,五專,2,1,1,0.76
107,公立,技專校院,0050,國立臺中科技大學,02322001,應用中文系,學士班(日間),7,1,6,3.63
107,公立,技專校院,0050,國立臺中科技大學,04111012,會計資訊系,學士班(日間),2,1,1,0.51
107,公立,技專校院,0050,國立臺中科技大學,04121021,財務金融系,學士班(日間),10,6,4,2.56
107,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理系,學士班(日間),14,5,9,4.44
107,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理科,五專,3,1,2,0.63
107,公立,技專校院,0050,國立臺中科技大學,04132029,流通管理系,學士班(日間),7,5,2,2.27
107,公立,技專校院,0050,國立臺中科技大學,04132029,流通管理系,碩士班(日間),1,1,0,3.13
107,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,學士班(日間),1,0,1,0.29
107,公立,技專校院,0050,國立臺中科技大學,05421032,應用統計系,學士班(日間),2,2,0,1.12
107,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系,學士班(日間),9,6,3,4.17
107,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理科,五專,2,1,1,0.59
107,公立,技專校院,0050,國立臺中科技大學,07141036,資訊工程系,學士班(日間),15,14,1,6.36
107,公立,技專校院,0050,國立臺中科技大學,09131037,護理科,五專,1,0,1,0.16
107,公立,技專校院,0050,國立臺中科技大學,09211038,老人服務事業管理系,學士班(日間),1,0,1,1.02
107,公立,技專校院,0050,國立臺中科技大學,10151039,休閒事業經營系,學士班(日間),10,3,7,4.37
107,公立,技專校院,0051,國立臺北商業大學,02112007,數位多媒體設計系,學士班(日間),5,2,3,1.99
107,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系,學士班(日間),28,8,20,10.65
107,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語科,五專,3,0,3,1.12
107,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊系,學士班(日間),10,3,7,2.60
107,公立,技專校院,0051,國立臺北商業大學,04121013,財務金融系,學士班(日間),22,13,9,8.27
107,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務系,學士班(日間),2,1,1,0.60
107,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理系,學士班(日間),61,23,38,17.13
107,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理科,五專,3,0,3,0.89
107,公立,技專校院,0051,國立臺北商業大學,04141011,國際貿易科,五專,7,0,7,2.70
107,公立,技專校院,0051,國立臺北商業大學,04141012,國際商務系,學士班(日間),45,20,25,10.44
107,公立,技專校院,0051,國立臺北商業大學,04141012,國際商務系,碩士班(日間),3,0,3,10.00
107,公立,技專校院,0051,國立臺北商業大學,04199015,商業設計管理系,學士班(日間),23,5,18,6.46
107,公立,技專校院,0051,國立臺北商業大學,04199021,貿易實務法律暨談判碩士學位學程,碩士班(日間),2,2,0,8.33
107,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理系,學士班(日間),20,16,4,8.51
107,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理科,五專,4,4,0,1.54
107,公立,技專校院,0051,國立臺北商業大學,06131018,資訊與決策科學研究所,碩士班(日間),2,1,1,4.88
107,公立,一般大學,0052,國立屏東大學,01111001,教育學系,學士班(日間),13,8,5,3.74
107,公立,一般大學,0052,國立屏東大學,01111003,教育心理與輔導學系,學士班(日間),10,3,7,5.71
107,公立,一般大學,0052,國立屏東大學,01111003,教育心理與輔導學系,碩士班(日間),1,1,0,0.87
107,公立,一般大學,0052,國立屏東大學,01113017,特殊教育學系,學士班(日間),5,1,4,2.98
107,公立,一般大學,0052,國立屏東大學,01113017,特殊教育學系,碩士班(日間),1,0,1,2.04
107,公立,一般大學,0052,國立屏東大學,01114018,教育行政研究所,碩士班(日間),1,0,1,3.13
107,公立,一般大學,0052,國立屏東大學,01114018,教育行政研究所,博士班,1,0,1,2.17
107,公立,一般大學,0052,國立屏東大學,01121016,幼兒教育學系,學士班(日間),22,1,21,6.59
107,公立,一般大學,0052,國立屏東大學,01121016,幼兒教育學系,碩士班(日間),1,1,0,2.78
107,公立,一般大學,0052,國立屏東大學,02111025,視覺藝術學系,學士班(日間),13,5,8,7.18
107,公立,一般大學,0052,國立屏東大學,02121067,數位媒體設計碩士學位學程,碩士班(日間),1,1,0,25.00
