學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,學制班別,授課語言,修習全外語院、系所、學位學程之學生人數-本國學生數-小計,修習全外語院、系所、學位學程之學生人數-本國學生數-男,修習全外語院、系所、學位學程之學生人數-本國學生數-女,修習全外語院、系所、學位學程之學生人數-境外學生數-小計,修習全外語院、系所、學位學程之學生人數-境外學生數-男,修習全外語院、系所、學位學程之學生人數-境外學生數-女
109,私立,一般大學,1014,義守大學,03214063,傳播產製英語學士學位學程,學士班(日間),英語,14,2,12,11,6,5
109,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,學士班(日間),英語,0,0,0,102,37,65
109,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,碩士班(日間),英語,0,0,0,20,5,15
109,私立,一般大學,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,學士班(日間),英語,26,5,21,43,20,23
109,私立,一般大學,1016,銘傳大學,04199027,時尚創意管理學士學位學程,學士班(日間),英語,26,5,21,16,0,16
109,私立,一般大學,1016,銘傳大學,02125095,時尚與創新管理學士學位學程,學士班(日間),英語,23,2,21,15,0,15
109,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),英語,126,48,78,384,153,231
109,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,碩士班(日間),英語,0,0,0,27,14,13
109,私立,一般大學,1016,銘傳大學,03122004,國際事務碩士學位學程(外國學生專班),碩士班(日間),英語,0,0,0,16,7,9
109,私立,一般大學,1016,銘傳大學,03122005,國際事務與外交學士學位學程,學士班(日間),英語,109,39,70,48,18,30
109,私立,一般大學,1016,銘傳大學,04141097,國際商務管理泰國境外學士學位學程,學士班(日間),英語,0,0,0,4,2,2
109,私立,一般大學,1016,銘傳大學,02323042,華語文教學碩士學位學程,碩士班(日間),英語,0,0,0,11,2,9
109,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理碩士學位學程,碩士班(日間),英語,0,0,0,4,2,2
109,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,學士班(日間),英語,50,8,42,82,29,53
109,私立,一般大學,1016,銘傳大學,06134096,資訊科技應用與管理學士學位學程,學士班(日間),英語,15,4,11,13,11,2
109,私立,一般大學,1016,銘傳大學,06134068,資訊科技應用學士學位學程,學士班(日間),英語,23,10,13,29,22,7
109,私立,一般大學,1017,實踐大學,04131023,國際企業英語碩士學位學程,碩士班(日間),英語,7,4,3,9,3,6
109,私立,一般大學,1017,實踐大學,04131023,國際企業英語學士學位學程,學士班(日間),英語,167,48,119,50,23,27
109,私立,一般大學,1017,實踐大學,10131054,智慧服務管理英語學士學位學程,學士班(日間),英語,30,13,17,0,0,0
109,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,碩士班(日間),英語,0,0,0,11,10,1
109,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,碩士班(日間),英語,0,0,0,3,1,2
109,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系台灣產業策略發展博士班,博士班,英語,0,0,0,7,4,3
109,私立,技專校院,1018,朝陽科技大學,06131019,資訊管理系,學士班(日間),英語,0,0,0,23,15,8
109,私立,技專校院,1018,朝陽科技大學,06131019,資訊管理系,博士班,英語,5,5,0,13,9,4
109,私立,技專校院,1018,朝陽科技大學,05121017,應用化學系生化科技博士班,博士班,英語,0,0,0,6,1,5
109,私立,一般大學,1019,高雄醫學大學,09121020,轉譯醫學博士學位學程,博士班,英語,3,2,1,0,0,0
109,私立,一般大學,1020,南華大學,10151048,管理學院旅遊管理越南境外學士班(越南外貿大學河內校區),學士班(日間),英語,0,0,0,76,24,52
109,私立,一般大學,1020,南華大學,10151048,管理學院旅遊管理越南境外學士班(越南外貿大學胡志明校區),學士班(日間),英語,0,0,0,70,15,55
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04199064,全球經營管理碩士班,碩士班(日間),英語,14,5,9,30,19,11
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04121022,國際金融學士學位學程,學士班(日間),英語,14,5,9,16,5,11
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131020,國際商務學士學位學程,學士班(日間),英語,40,13,27,48,23,25
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02112008,視覺傳達設計系碩士班,碩士班(日間),英語,0,0,0,3,1,2
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131016,經營管理博士學位學程,博士班,英語,0,0,0,36,17,19
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系博士班,博士班,英語,0,0,0,13,10,3
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系碩士班,碩士班(日間),英語,0,0,0,14,9,5
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系碩士班,碩士班(日間),英語,0,0,0,10,9,1
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系機電科技博士班,博士班,英語,11,9,2,11,10,1
109,私立,技專校院,1024,崑山科技大學,04131015,企業管理系_企業管理研究所外國學生專班,碩士班(日間),英語,0,0,0,1,0,1
109,私立,技專校院,1024,崑山科技大學,07151030,機械工程系_機械工程碩士學程外國學生專班,碩士班(日間),英語,0,0,0,1,1,0
109,私立,技專校院,1024,崑山科技大學,07151030,機械工程系_機械工程學士學程外國學生專班,學士班(日間),英語,0,0,0,75,61,14
109,私立,技專校院,1026,樹德科技大學,04131050,國際經營管理全英語學士學位學程,學士班(日間),英語,239,81,158,50,17,33
109,私立,一般大學,1028,臺北醫學大學,03131057,心智意識與腦科學研究所,碩士班(日間),英語,3,0,3,6,1,5
109,私立,一般大學,1028,臺北醫學大學,03131057,心智意識與腦科學研究博士學位學程,博士班,英語,1,1,0,4,3,1
109,私立,一般大學,1028,臺北醫學大學,07151053,生醫光機電研究所,碩士班(日間),英語,9,6,3,2,1,1
109,私立,一般大學,1028,臺北醫學大學,09191023,全球衛生暨發展碩士學位學程,碩士班(日間),英語,2,1,1,4,3,1
109,私立,一般大學,1028,臺北醫學大學,09191056,全球衛生暨衛生安全博士學位學程,博士班,英語,2,1,1,11,7,4
109,私立,一般大學,1028,臺北醫學大學,04199061,國際生技醫療管理博士學位學程,博士班,英語,0,0,0,2,2,0
109,私立,一般大學,1028,臺北醫學大學,07193011,國際生醫工程博士學位學程,博士班,英語,0,0,0,10,4,6
109,私立,一般大學,1028,臺北醫學大學,09121062,國際轉譯科學博士學位學程,博士班,英語,0,0,0,3,1,2
109,私立,一般大學,1028,臺北醫學大學,09121019,國際醫學研究博士學位學程,博士班,英語,0,0,0,49,35,14
109,私立,一般大學,1028,臺北醫學大學,09121019,國際醫學研究碩士學位學程,碩士班(日間),英語,0,0,0,8,4,4
109,私立,一般大學,1028,臺北醫學大學,09121054,細胞治療與再生醫學國際博士學位學程,博士班,英語,4,4,0,15,7,8
109,私立,一般大學,1028,臺北醫學大學,09161028,癌症生物學與藥物研發研究所,碩士班(日間),英語,6,2,4,4,2,2
109,私立,技專校院,1031,輔英科技大學,09131019,護理系_越南境外碩士在職護理專班,碩士在職專班,英語,0,0,0,28,5,23
109,私立,一般大學,1033,長榮大學,04191022,國際財務與商務管理學士學位學程,學士班(日間),英語,18,5,13,13,7,6
109,私立,一般大學,1035,中國醫藥大學,09191026,公共衛生國際碩士學位學程,碩士班(日間),英語,0,0,0,1,1,0
109,私立,一般大學,1035,中國醫藥大學,09121020,國際生物醫學碩士學位學程,碩士班(日間),英語,0,0,0,12,4,8
109,私立,一般大學,1035,中國醫藥大學,09171048,國際針灸碩士學位學程,碩士班(日間),英語,0,0,0,7,2,5
109,私立,技專校院,1037,正修學校財團法人正修科技大學,07191018,工業工程與管理系_外國學生專班,碩士班(日間),英語,0,0,0,4,2,2
109,私立,技專校院,1037,正修學校財團法人正修科技大學,07191018,工業工程與管理系_經營管理組外國學生專班,學士班(日間),英語,0,0,0,37,32,5
109,私立,技專校院,1037,正修學校財團法人正修科技大學,04131005,企業管理系_外國學生專班,學士班(日間),英語,0,0,0,32,13,19
109,私立,技專校院,1041,明志科技大學,07132021,能源電池科技博士學位學程,博士班,英語,2,2,0,21,18,3
109,私立,技專校院,1041,明志科技大學,04131030,國際企業管理碩士學位學程(IMBA),碩士班(日間),英語,0,0,0,23,10,13
109,私立,技專校院,1041,明志科技大學,07193031,創新科技應用於生物醫學暨醫療照護產品研發國際博士學位學程,博士班,英語,3,3,0,0,0,0
109,私立,一般大學,1048,亞洲大學,03131013,心理學系,碩士班(日間),英語,4,0,4,11,1,10
109,私立,一般大學,1048,亞洲大學,02311002,外國語文學系,學士班(日間),英語,0,0,0,6,4,2
109,私立,一般大學,1048,亞洲大學,07193029,生物資訊與醫學工程學系,博士班,英語,1,1,0,3,3,0
109,私立,一般大學,1048,亞洲大學,04121019,財務金融學系,學士班(日間),英語,220,102,118,300,143,157
109,私立,一般大學,1048,亞洲大學,04212027,財經法律學系,碩士班(日間),英語,0,0,0,7,6,1
109,私立,一般大學,1048,亞洲大學,09191021,健康產業管理學系,博士班,英語,2,0,2,9,4,5
109,私立,一般大學,1048,亞洲大學,09191021,健康產業管理學系,碩士班(日間),英語,0,0,0,2,1,1
109,私立,一般大學,1048,亞洲大學,04121020,國際財務金融管理學士學位學程,學士班(日間),英語,0,0,0,20,13,7
109,私立,一般大學,1048,亞洲大學,04111015,會計與資訊學系,學士班(日間),英語,4,4,0,19,6,13
109,私立,一般大學,1048,亞洲大學,04131017,經營管理學系,博士班,英語,4,1,3,0,0,0
109,私立,一般大學,1048,亞洲大學,06134037,資訊工程學系,博士班,英語,1,1,0,2,2,0
109,私立,一般大學,1048,亞洲大學,06134037,資訊工程學系,碩士班(日間),英語,1,1,0,9,6,3
109,私立,一般大學,1048,亞洲大學,06134037,資訊工程學系,碩士在職專班,英語,1,1,0,0,0,0
109,私立,一般大學,1049,開南大學,04131031,商學院國際榮譽學士學位學程,學士班(日間),英語,0,0,0,45,25,20
109,私立,技專校院,1052,遠東科技大學,99999Z01,通識教育中心,學士班(日間),英語,7,4,3,1,1,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,04131004,企業管理系_越南境外四技專班,學士班(日間),英語,0,0,0,34,13,21
109,私立,技專校院,1064,美和學校財團法人美和科技大學,04131004,企業管理系_境外專班,學士班(日間),英語,0,0,0,24,11,13
109,私立,技專校院,1064,美和學校財團法人美和科技大學,09131013,護理系_境外專班,碩士在職專班,英語,0,0,0,82,14,68
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系碩士班,碩士班(日間),英語,17,3,14,5,2,3
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03122016,國際事務碩士學位學程,碩士班(日間),英語,6,3,3,10,5,5
