學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,畢業總學分數
107,私立,技專校院,1018,朝陽科技大學,02299Y11,人文暨社會學院,四技(日),0,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,四技(日),65,30,0,16,128
107,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,四技(日),76,30,10,8,128
107,私立,技專校院,1018,朝陽科技大學,04111007,會計系,四技(日),70,30,0,12,128
107,私立,技專校院,1018,朝陽科技大學,04121010,財務金融系,四技(日),73,30,0,12,128
107,私立,技專校院,1018,朝陽科技大學,04123011,保險金融管理系,四技(日),69,30,4,12,128
107,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,四技(日),65,30,9,15,128
107,私立,技專校院,1018,朝陽科技大學,04132012,行銷與流通管理系,四技(日),68,30,9,12,128
107,私立,技專校院,1018,朝陽科技大學,04199014,銀髮產業管理系,四技(日),76,30,10,12,128
107,私立,技專校院,1018,朝陽科技大學,04199Y31,管理學院,四技(日),0,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,05311017,應用化學系,四技(日),83,30,5,10,130
107,私立,技專校院,1018,朝陽科技大學,05399Y36,理工學院,四技(日),0,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,06111023,資訊與通訊系,四技(日),50,30,15,9,128
107,私立,技專校院,1018,朝陽科技大學,06131019,資訊管理系,四技(日),69,30,5,12,128
107,私立,技專校院,1018,朝陽科技大學,06199Y39,資訊學院,四技(日),0,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,07121027,環境工程與管理系,四技(日),70,30,6,9,128
107,私立,技專校院,1018,朝陽科技大學,07141020,資訊工程系,四技(日),69,30,0,9,130
107,私立,技專校院,1018,朝陽科技大學,07191026,工業工程與管理系,四技(日),64,30,7,7,132
107,私立,技專校院,1018,朝陽科技大學,07311028,建築系,四技(日),84,30,2,6,132
107,私立,技專校院,1018,朝陽科技大學,07312031,景觀及都市設計系,四技(日),79,30,0,6,128
107,私立,技專校院,1018,朝陽科技大學,07321025,營建工程系,四技(日),79,30,6,6,134
107,私立,技專校院,1018,朝陽科技大學,09221035,幼兒保育系,四技(日),76,30,6,12,128
107,私立,技專校院,1018,朝陽科技大學,09231034,社會工作系,四技(日),85,30,7,6,128
107,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,四技(日),67,30,20,12,132
107,私立,技專校院,1018,朝陽科技大學,99999Z01,通識教育中心,四技(日),0,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,99999Z01,通識教育中心,二技(日),0,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,99999Z05,師資培育中心,二技(日),16,0,4,0,20
107,私立,一般大學,1019,高雄醫學大學,03131002,心理學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,學士班(日間),96,28,2,0,129
107,私立,一般大學,1019,高雄醫學大學,05111016,生物醫學暨環境生物學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1019,高雄醫學大學,05121005,生物科技學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,學士班(日間),104,28,0,0,132
107,私立,一般大學,1019,高雄醫學大學,09111044,牙醫學系,學士班(日間),171,28,48,0,247
107,私立,一般大學,1019,高雄醫學大學,09111046,口腔衛生學系,學士班(日間),82,28,20,0,130
107,私立,一般大學,1019,高雄醫學大學,09121011,學士後醫學系,學士班(日間),127,0,40,0,167
107,私立,一般大學,1019,高雄醫學大學,09121011,醫學系,學士班(日間),136,28,69,0,233
107,私立,一般大學,1019,高雄醫學大學,09131032,護理學系,學士班(日間),71,28,29,0,128
107,私立,一般大學,1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,學士班(日間),77,28,15,11,133
107,私立,一般大學,1019,高雄醫學大學,09141037,醫學影像暨放射科學系,學士班(日間),86,28,24,6,144
107,私立,一般大學,1019,高雄醫學大學,09151028,物理治療學系,學士班(日間),87,28,24,0,139
107,私立,一般大學,1019,高雄醫學大學,09152029,職能治療學系,學士班(日間),81,28,24,0,133
107,私立,一般大學,1019,高雄醫學大學,09159030,運動醫學系,學士班(日間),84,28,8,0,128
107,私立,一般大學,1019,高雄醫學大學,09161024,藥學系,學士班(日間),119,28,9,0,160
107,私立,一般大學,1019,高雄醫學大學,09161027,香粧品學系,學士班(日間),108,28,0,0,138
107,私立,一般大學,1019,高雄醫學大學,09191021,公共衛生學系,學士班(日間),96,28,4,0,128
107,私立,一般大學,1019,高雄醫學大學,09199033,呼吸治療學系,學士班(日間),104,28,19,0,151
107,私立,一般大學,1019,高雄醫學大學,09231049,醫學社會學與社會工作學系,學士班(日間),92,28,8,0,128
107,私立,一般大學,1020,南華大學,01121001,幼兒教育學系,學士班(日間),94,31,4,0,129
107,私立,一般大學,1020,南華大學,02111059,視覺藝術與設計學系,學士班(日間),30,0,0,0,30
107,私立,一般大學,1020,南華大學,02122062,產品與室內設計學系,學士班(日間),30,0,0,6,36
107,私立,一般大學,1020,南華大學,02151003,民族音樂學系,學士班(日間),93,31,4,0,128
107,私立,一般大學,1020,南華大學,02299011,生死學系,學士班(日間),93,31,4,0,128
107,私立,一般大學,1020,南華大學,02311008,外國語文學系,學士班(日間),95,31,2,0,128
107,私立,一般大學,1020,南華大學,02322009,文學系,學士班(日間),96,31,1,0,128
107,私立,一般大學,1020,南華大學,03122019,國際事務與企業學系,學士班(日間),94,31,3,0,128
107,私立,一般大學,1020,南華大學,03122063,社會科學院國際事務越南境外學士班,學士班(日間),132,0,0,0,132
107,私立,一般大學,1020,南華大學,03141017,應用社會學系,學士班(日間),93,31,4,0,128
107,私立,一般大學,1020,南華大學,03214026,傳播學系,學士班(日間),95,31,2,0,128
107,私立,一般大學,1020,南華大學,04121031,財務金融學系,學士班(日間),100,31,3,0,134
107,私立,一般大學,1020,南華大學,04131029,企業管理學系,學士班(日間),94,31,3,0,128
107,私立,一般大學,1020,南華大學,04131029,管理學院企業管理越南境外學士班,學士班(日間),126,0,6,0,132
107,私立,一般大學,1020,南華大學,04131029,管理學院企業管理越南境外學士班(河內國家大學國際學院),學士班(日間),126,0,6,0,132
107,私立,一般大學,1020,南華大學,04131029,管理學院企業管理越南境外學士班(胡志明孫德勝大學),學士班(日間),126,0,6,0,132
107,私立,一般大學,1020,南華大學,04141030,管理學院國際企業學士學位學程,學士班(日間),69,51,3,15,138
107,私立,一般大學,1020,南華大學,04199033,文化創意事業管理學系,學士班(日間),94,31,3,0,128
107,私立,一般大學,1020,南華大學,05121040,自然生物科技學系,學士班(日間),95,31,2,0,128
107,私立,一般大學,1020,南華大學,06131042,資訊管理學系,學士班(日間),95,31,0,0,128
107,私立,一般大學,1020,南華大學,07141044,資訊工程學系,學士班(日間),91,31,15,0,137
107,私立,一般大學,1020,南華大學,07311045,建築與景觀學系,學士班(日間),112,31,2,0,145
107,私立,一般大學,1020,南華大學,10141061,運動與健康促進學士學位學程,學士班(日間),95,31,2,0,128
107,私立,一般大學,1020,南華大學,10151048,旅遊管理學系,學士班(日間),94,31,3,0,128
107,私立,一般大學,1020,南華大學,10151048,管理學院旅遊管理越南境外學士班(越南外貿大學河內校區),學士班(日間),126,0,6,0,132
107,私立,一般大學,1020,南華大學,10151048,管理學院旅遊管理越南境外學士班(越南外貿大學胡志明校區),學士班(日間),126,0,6,0,132
107,私立,一般大學,1021,真理大學,02151001,音樂應用學系,學士班(日間),82,48,0,0,130
107,私立,一般大學,1021,真理大學,02211012,宗教文化與組織管理學系,學士班(日間),94,40,0,0,134
107,私立,一般大學,1021,真理大學,02299013,人文與資訊學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,02311006,英美語文學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,02311009,應用日語學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,02321002,台灣文學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,03111014,經濟學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,03214058,運動資訊傳播學系,學士班(日間),90,40,2,0,132
107,私立,一般大學,1021,真理大學,04111019,會計資訊學系,學士班(日間),96,40,0,0,136
107,私立,一般大學,1021,真理大學,04121024,財務金融學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,04122025,財政稅務學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,04131020,企業管理學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,04141023,國際貿易學系,學士班(日間),96,40,0,0,136
107,私立,一般大學,1021,真理大學,04199029,工業管理與經營資訊學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,04199062,航空事業學系,學士班(日間),86,40,4,0,130
107,私立,一般大學,1021,真理大學,04211031,法律學系,學士班(日間),94,40,0,0,134
107,私立,一般大學,1021,真理大學,05499038,財務與精算學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,06131041,資訊工程學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,06134039,資訊管理學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,10151044,觀光事業學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,10151045,觀光數位知識學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1021,真理大學,10152057,運動管理學系,學士班(日間),90,40,0,0,130
107,私立,一般大學,1022,大同大學,02112004,媒體設計學系,學士班(日間),85,28,0,15,128
107,私立,一般大學,1022,大同大學,02123005,工業設計學系,學士班(日間),85,28,0,15,128
107,私立,一般大學,1022,大同大學,02311001,應用外語學系,學士班(日間),96,28,0,4,128
107,私立,一般大學,1022,大同大學,04131007,事業經營學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1022,大同大學,06131006,資訊經營學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1022,大同大學,06131012,資訊工程學系,學士班(日間),85,28,0,15,128
107,私立,一般大學,1022,大同大學,07111015,化學工程學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1022,大同大學,07112016,材料工程學系,學士班(日間),94,28,0,6,128
107,私立,一般大學,1022,大同大學,07141010,電機工程學系,學士班(日間),96,28,0,4,131
107,私立,一般大學,1022,大同大學,07151014,機械工程學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1022,大同大學,07193018,生物工程學系,學士班(日間),94,28,0,6,128
107,私立,一般大學,1022,大同大學,10199B01,學士後食品技師學士學位學程,學士班(日間),48,0,0,0,48
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02112008,視覺傳達設計系,四技(日),96,30,0,0,128
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02123010,創新產品設計系,四技(日),98,30,0,0,128
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02151003,流行音樂產業系,四技(日),80,30,0,0,128
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,四技(日),72,30,0,0,128
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,二技(日),62,8,0,0,72
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311006,應用日語系,四技(日),78,30,0,0,128
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,03214011,資訊傳播系,四技(日),80,30,0,0,128
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04111013,會計資訊系,四技(日),80,30,0,0,130
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04121021,財務金融系,四技(日),80,30,0,0,128
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04121022,國際金融學士學位學程,四技(日),99,30,0,0,129
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系,二技(日),34,8,0,0,72
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系,四技(日),83,30,0,0,131
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131017,國際企業系,四技(日),77,30,0,0,125
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131020,國際商務學士學位學程,四技(日),99,30,0,0,129
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04132024,行銷與流通管理系,四技(日),84,30,0,0,132
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04199060,工業管理與資訊系,四技(日),80,30,0,0,128
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,05121035,生物科技系,四技(日),80,30,0,0,130
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06131036,資訊管理系,四技(日),83,30,0,0,131
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06131043,資訊工程科,五專,108,88,0,0,220
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06131043,資訊工程系,四技(日),81,30,0,0,131
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06132038,多媒體與電腦娛樂科學系,四技(日),74,30,0,0,128
