學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,畢業生數小計,畢業生數男,畢業生數女,畢業生取得輔系資格人數小計,畢業生取得輔系資格人數男,畢業生取得輔系資格人數女,畢業生取得雙主修資格人數小計,畢業生取得雙主修資格人數男,畢業生取得雙主修資格人數女
105,私立,一般大學,1012,大葉大學,博士班,26,20,6,...,...,...,...,...,...
105,私立,一般大學,1013,華梵大學,學士班(日間),479,254,225,...,...,...,...,...,...
105,私立,一般大學,1013,華梵大學,碩士班(日間),64,31,33,...,...,...,...,...,...
105,私立,一般大學,1013,華梵大學,碩士在職專班,98,29,69,...,...,...,...,...,...
105,私立,一般大學,1013,華梵大學,博士班,5,3,2,...,...,...,...,...,...
105,私立,一般大學,1014,義守大學,學士班(日間),2935,1473,1462,...,...,...,...,...,...
105,私立,一般大學,1014,義守大學,學士班(進修),444,183,261,...,...,...,...,...,...
105,私立,一般大學,1014,義守大學,碩士班(日間),188,124,64,...,...,...,...,...,...
105,私立,一般大學,1014,義守大學,碩士在職專班,222,140,82,...,...,...,...,...,...
105,私立,一般大學,1014,義守大學,博士班,16,10,6,...,...,...,...,...,...
105,私立,一般大學,1015,世新大學,學士班(日間),2277,797,1480,...,...,...,...,...,...
105,私立,一般大學,1015,世新大學,學士班(進修),15,5,10,...,...,...,...,...,...
105,私立,一般大學,1015,世新大學,碩士班(日間),217,104,113,...,...,...,...,...,...
105,私立,一般大學,1015,世新大學,碩士在職專班,184,88,96,...,...,...,...,...,...
105,私立,一般大學,1015,世新大學,博士班,4,2,2,...,...,...,...,...,...
105,私立,一般大學,1016,銘傳大學,學士班(日間),3938,1443,2495,...,...,...,...,...,...
105,私立,一般大學,1016,銘傳大學,碩士班(日間),232,119,113,...,...,...,...,...,...
105,私立,一般大學,1016,銘傳大學,碩士在職專班,296,130,166,...,...,...,...,...,...
105,私立,一般大學,1016,銘傳大學,博士班,6,3,3,...,...,...,...,...,...
105,私立,一般大學,1017,實踐大學,學士班(日間),2759,959,1800,...,...,...,...,...,...
105,私立,一般大學,1017,實踐大學,學士班(進修),551,142,409,...,...,...,...,...,...
105,私立,一般大學,1017,實踐大學,碩士班(日間),100,51,49,...,...,...,...,...,...
105,私立,一般大學,1017,實踐大學,碩士在職專班,60,32,28,...,...,...,...,...,...
105,私立,技專校院,1018,朝陽科技大學,學士班(日間),2700,1058,1642,...,...,...,...,...,...
105,私立,技專校院,1018,朝陽科技大學,學士班(進修),630,277,353,...,...,...,...,...,...
105,私立,技專校院,1018,朝陽科技大學,碩士班(日間),253,136,117,...,...,...,...,...,...
105,私立,技專校院,1018,朝陽科技大學,碩士在職專班,125,64,61,...,...,...,...,...,...
105,私立,技專校院,1018,朝陽科技大學,博士班,15,14,1,...,...,...,...,...,...
105,私立,一般大學,1019,高雄醫學大學,學士班(日間),1152,480,672,...,...,...,...,...,...
105,私立,一般大學,1019,高雄醫學大學,學士班(進修),40,4,36,...,...,...,...,...,...
105,私立,一般大學,1019,高雄醫學大學,碩士班(日間),199,82,117,...,...,...,...,...,...
105,私立,一般大學,1019,高雄醫學大學,碩士在職專班,64,29,35,...,...,...,...,...,...
105,私立,一般大學,1019,高雄醫學大學,博士班,50,25,25,...,...,...,...,...,...
105,私立,一般大學,1020,南華大學,學士班(日間),821,390,431,...,...,...,...,...,...
105,私立,一般大學,1020,南華大學,學士班(進修),22,15,7,...,...,...,...,...,...
105,私立,一般大學,1020,南華大學,碩士班(日間),235,78,157,...,...,...,...,...,...
105,私立,一般大學,1020,南華大學,碩士在職專班,130,57,73,...,...,...,...,...,...
105,私立,一般大學,1020,南華大學,博士班,1,1,0,...,...,...,...,...,...
105,私立,一般大學,1021,真理大學,學士班(日間),1613,725,888,...,...,...,...,...,...
105,私立,一般大學,1021,真理大學,學士班(進修),90,45,45,...,...,...,...,...,...
105,私立,一般大學,1021,真理大學,碩士班(日間),63,30,33,...,...,...,...,...,...
105,私立,一般大學,1022,大同大學,學士班(日間),809,512,297,...,...,...,...,...,...
105,私立,一般大學,1022,大同大學,碩士班(日間),183,127,56,...,...,...,...,...,...
105,私立,一般大學,1022,大同大學,碩士在職專班,89,57,32,...,...,...,...,...,...
105,私立,一般大學,1022,大同大學,博士班,16,10,6,...,...,...,...,...,...
105,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),3009,1509,1500,...,...,...,...,...,...
105,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),819,396,423,...,...,...,...,...,...
105,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),292,183,109,...,...,...,...,...,...
105,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,142,62,80,...,...,...,...,...,...
105,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,13,12,1,...,...,...,...,...,...
105,私立,技專校院,1024,崑山科技大學,學士班(日間),1779,1007,772,...,...,...,...,...,...
105,私立,技專校院,1024,崑山科技大學,學士班(進修),602,403,199,...,...,...,...,...,...
105,私立,技專校院,1024,崑山科技大學,碩士班(日間),168,126,42,...,...,...,...,...,...
105,私立,技專校院,1024,崑山科技大學,碩士在職專班,60,41,19,...,...,...,...,...,...
105,私立,技專校院,1024,崑山科技大學,博士班,4,2,2,...,...,...,...,...,...
105,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),2941,1084,1857,...,...,...,...,...,...
105,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),653,304,349,...,...,...,...,...,...
105,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),113,52,61,...,...,...,...,...,...
105,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,75,30,45,...,...,...,...,...,...
105,私立,技專校院,1026,樹德科技大學,學士班(日間),1804,702,1102,...,...,...,...,...,...
105,私立,技專校院,1026,樹德科技大學,學士班(進修),506,233,273,...,...,...,...,...,...
105,私立,技專校院,1026,樹德科技大學,碩士班(日間),114,66,48,...,...,...,...,...,...
105,私立,技專校院,1026,樹德科技大學,碩士在職專班,156,69,87,...,...,...,...,...,...
105,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),599,224,375,...,...,...,...,...,...
105,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),83,30,53,...,...,...,...,...,...
105,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,4,2,2,...,...,...,...,...,...
105,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,16,9,7,...,...,...,...,...,...
105,私立,一般大學,1028,臺北醫學大學,學士班(日間),845,349,496,...,...,...,...,...,...
105,私立,一般大學,1028,臺北醫學大學,碩士班(日間),225,90,135,...,...,...,...,...,...
105,私立,一般大學,1028,臺北醫學大學,碩士在職專班,74,17,57,...,...,...,...,...,...
105,私立,一般大學,1028,臺北醫學大學,博士班,41,28,13,...,...,...,...,...,...
105,私立,一般大學,1029,中山醫學大學,學士班(日間),1404,535,869,...,...,...,...,...,...
105,私立,一般大學,1029,中山醫學大學,學士班(進修),51,23,28,...,...,...,...,...,...
105,私立,一般大學,1029,中山醫學大學,碩士班(日間),187,79,108,...,...,...,...,...,...
105,私立,一般大學,1029,中山醫學大學,碩士在職專班,40,10,30,...,...,...,...,...,...
105,私立,一般大學,1029,中山醫學大學,博士班,32,22,10,...,...,...,...,...,...
105,私立,技專校院,1030,龍華科技大學,二專(日間),4,1,3,...,...,...,...,...,...
105,私立,技專校院,1030,龍華科技大學,學士班(日間),1504,926,578,...,...,...,...,...,...
105,私立,技專校院,1030,龍華科技大學,學士班(進修),668,450,218,...,...,...,...,...,...
105,私立,技專校院,1030,龍華科技大學,碩士班(日間),74,56,18,...,...,...,...,...,...
105,私立,技專校院,1030,龍華科技大學,碩士在職專班,53,39,14,...,...,...,...,...,...
105,私立,技專校院,1031,輔英科技大學,五專,574,47,527,...,...,...,...,...,...
105,私立,技專校院,1031,輔英科技大學,學士班(日間),1556,419,1137,...,...,...,...,...,...
105,私立,技專校院,1031,輔英科技大學,學士班(進修),338,103,235,...,...,...,...,...,...
105,私立,技專校院,1031,輔英科技大學,碩士班(日間),34,7,27,...,...,...,...,...,...
105,私立,技專校院,1031,輔英科技大學,碩士在職專班,19,0,19,...,...,...,...,...,...
105,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),5,1,4,...,...,...,...,...,...
105,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),1905,1078,827,...,...,...,...,...,...
105,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),696,348,348,...,...,...,...,...,...
105,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),113,88,25,...,...,...,...,...,...
105,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,55,39,16,...,...,...,...,...,...
105,私立,一般大學,1033,長榮大學,學士班(日間),2012,906,1106,...,...,...,...,...,...
105,私立,一般大學,1033,長榮大學,學士班(進修),70,46,24,...,...,...,...,...,...
105,私立,一般大學,1033,長榮大學,碩士班(日間),119,40,79,...,...,...,...,...,...
105,私立,一般大學,1033,長榮大學,碩士在職專班,47,23,24,...,...,...,...,...,...
105,私立,一般大學,1033,長榮大學,博士班,4,2,2,...,...,...,...,...,...
105,私立,技專校院,1034,弘光科技大學,二專(進修),46,6,40,...,...,...,...,...,...
105,私立,技專校院,1034,弘光科技大學,五專,48,1,47,...,...,...,...,...,...
105,私立,技專校院,1034,弘光科技大學,學士班(日間),2013,619,1394,...,...,...,...,...,...
105,私立,技專校院,1034,弘光科技大學,學士班(進修),1070,300,770,...,...,...,...,...,...
105,私立,技專校院,1034,弘光科技大學,碩士班(日間),73,27,46,...,...,...,...,...,...
105,私立,技專校院,1034,弘光科技大學,碩士在職專班,17,5,12,...,...,...,...,...,...
105,私立,一般大學,1035,中國醫藥大學,學士班(日間),1244,547,697,...,...,...,...,...,...
105,私立,一般大學,1035,中國醫藥大學,學士班(進修),18,4,14,...,...,...,...,...,...
105,私立,一般大學,1035,中國醫藥大學,碩士班(日間),182,59,123,...,...,...,...,...,...
105,私立,一般大學,1035,中國醫藥大學,碩士在職專班,21,9,12,...,...,...,...,...,...
105,私立,一般大學,1035,中國醫藥大學,博士班,34,20,14,...,...,...,...,...,...
105,私立,技專校院,1036,健行學校財團法人健行科技大學,二專(日間),4,4,0,...,...,...,...,...,...
105,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),1641,1026,615,...,...,...,...,...,...
105,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),689,391,298,...,...,...,...,...,...
105,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),151,94,57,...,...,...,...,...,...
105,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,62,30,32,...,...,...,...,...,...
105,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,3,3,0,...,...,...,...,...,...
105,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),2224,1270,954,...,...,...,...,...,...
105,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),1593,823,770,...,...,...,...,...,...
105,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),121,82,39,...,...,...,...,...,...
105,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,54,30,24,...,...,...,...,...,...
105,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,1,1,0,...,...,...,...,...,...
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),1484,715,769,...,...,...,...,...,...
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),1064,567,497,...,...,...,...,...,...
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),44,23,21,...,...,...,...,...,...
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,87,50,37,...,...,...,...,...,...
105,私立,一般大學,1039,玄奘大學,學士班(日間),882,387,495,...,...,...,...,...,...
105,私立,一般大學,1039,玄奘大學,學士班(進修),166,81,85,...,...,...,...,...,...
105,私立,一般大學,1039,玄奘大學,碩士班(日間),81,40,41,...,...,...,...,...,...
105,私立,一般大學,1039,玄奘大學,碩士在職專班,40,17,23,...,...,...,...,...,...
105,私立,一般大學,1039,玄奘大學,博士班,2,0,2,...,...,...,...,...,...
105,私立,技專校院,1040,建國科技大學,學士班(日間),1601,1021,580,...,...,...,...,...,...
105,私立,技專校院,1040,建國科技大學,學士班(進修),398,264,134,...,...,...,...,...,...
105,私立,技專校院,1040,建國科技大學,碩士班(日間),91,61,30,...,...,...,...,...,...
105,私立,技專校院,1041,明志科技大學,學士班(日間),854,566,288,...,...,...,...,...,...
105,私立,技專校院,1041,明志科技大學,學士班(進修),119,63,56,...,...,...,...,...,...
105,私立,技專校院,1041,明志科技大學,碩士班(日間),149,109,40,...,...,...,...,...,...
105,私立,技專校院,1041,明志科技大學,碩士在職專班,9,8,1,...,...,...,...,...,...
105,私立,技專校院,1042,高苑科技大學,學士班(日間),1174,804,370,...,...,...,...,...,...
105,私立,技專校院,1042,高苑科技大學,學士班(進修),284,201,83,...,...,...,...,...,...
105,私立,技專校院,1042,高苑科技大學,碩士班(日間),52,42,10,...,...,...,...,...,...
105,私立,技專校院,1042,高苑科技大學,碩士在職專班,118,73,45,...,...,...,...,...,...
105,私立,技專校院,1043,大仁科技大學,學士班(日間),1129,512,617,...,...,...,...,...,...
105,私立,技專校院,1043,大仁科技大學,學士班(進修),559,138,421,...,...,...,...,...,...
105,私立,技專校院,1043,大仁科技大學,碩士班(日間),30,14,16,...,...,...,...,...,...
105,私立,技專校院,1043,大仁科技大學,碩士在職專班,94,40,54,...,...,...,...,...,...
105,私立,技專校院,1044,聖約翰科技大學,學士班(日間),997,730,267,...,...,...,...,...,...
105,私立,技專校院,1044,聖約翰科技大學,學士班(進修),75,49,26,...,...,...,...,...,...
105,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),46,34,12,...,...,...,...,...,...
105,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,19,10,9,...,...,...,...,...,...
105,私立,技專校院,1045,嶺東科技大學,學士班(日間),1646,574,1072,...,...,...,...,...,...
105,私立,技專校院,1045,嶺東科技大學,學士班(進修),470,225,245,...,...,...,...,...,...
105,私立,技專校院,1045,嶺東科技大學,碩士班(日間),82,36,46,...,...,...,...,...,...
105,私立,技專校院,1045,嶺東科技大學,碩士在職專班,55,32,23,...,...,...,...,...,...
105,私立,技專校院,1046,中國科技大學,學士班(日間),2035,744,1291,...,...,...,...,...,...
105,私立,技專校院,1046,中國科技大學,學士班(進修),487,231,256,...,...,...,...,...,...
105,私立,技專校院,1046,中國科技大學,碩士班(日間),39,24,15,...,...,...,...,...,...
105,私立,技專校院,1046,中國科技大學,碩士在職專班,18,9,9,...,...,...,...,...,...
105,私立,技專校院,1047,中臺科技大學,學士班(日間),1425,450,975,...,...,...,...,...,...
105,私立,技專校院,1047,中臺科技大學,學士班(進修),681,159,522,...,...,...,...,...,...
105,私立,技專校院,1047,中臺科技大學,碩士班(日間),63,20,43,...,...,...,...,...,...
105,私立,技專校院,1047,中臺科技大學,碩士在職專班,109,14,95,...,...,...,...,...,...
