學年,入學方式,學籍系所名稱,畢業學校代碼,畢業學校,rank,人數
107,申請入學,微生物免疫與生物藥學系,211315,私立瀛海高中,2,1
107,申請入學,微生物免疫與生物藥學系,363301,市立明倫高中,2,1
107,申請入學,應用化學系,114306,市立大灣高中,1,3
107,申請入學,應用化學系,,無,2,2
107,申請入學,應用化學系,200302,國立嘉義女中,2,2
107,申請入學,應用化學系,200303,國立嘉義高中,2,2
107,申請入學,應用化學系,013304,市立板橋高中,5,1
107,申請入學,應用化學系,070301,國立彰化女中,5,1
107,申請入學,應用化學系,111320,私立港明高中,5,1
107,申請入學,應用化學系,193301,市立臺中女中,5,1
107,申請入學,應用化學系,381301,私立東山高中,5,1
107,申請入學,應用化學系,563301,市立新興高中,5,1
107,申請入學,應用數學系,013304,市立板橋高中,1,1
107,申請入學,應用數學系,013337,市立新莊高中,1,1
107,申請入學,應用數學系,013338,市立新北高中,1,1
107,申請入學,應用數學系,050310,國立竹南高中,1,1
107,申請入學,應用數學系,070307,國立彰化高中,1,1
107,申請入學,應用數學系,120304,國立岡山高中,1,1
107,申請入學,應用數學系,120319,國立鳳新高中,1,1
107,申請入學,應用數學系,130305,國立屏東高中,1,1
107,申請入學,應用數學系,383301,市立景美女中,1,1
107,申請入學,應用數學系,413302,市立百齡高中,1,1
107,申請入學,應用數學系,563301,市立新興高中,1,1
107,申請入學,應用歷史學系,824,無,1,1
107,申請入學,應用歷史學系,014357,市立三民高中,1,1
107,申請入學,應用歷史學系,034347,市立永豐高中,1,1
107,申請入學,應用歷史學系,111313,私立南光高中,1,1
107,申請入學,應用歷史學系,193316,市立惠文高中,1,1
107,申請入學,應用歷史學系,211315,私立瀛海高中,1,1
107,申請入學,應用歷史學系,413301,臺北市市立陽明高中,1,1
107,申請入學,應用歷史學系,540301,國立中山大學附屬國光高中,1,1
107,申請入學,應用歷史學系,563301,市立新興高中,1,1
107,申請入學,應用經濟學系,120319,國立鳳新高中,1,2
107,申請入學,應用經濟學系,193315,市立東山高中,1,2
107,申請入學,應用經濟學系,200303,國立嘉義高中,1,2
107,申請入學,應用經濟學系,063312,市立豐原高中,4,1
107,申請入學,應用經濟學系,070304,國立員林高中,4,1
107,申請入學,應用經濟學系,110311,國立北門高中,4,1
107,申請入學,應用經濟學系,110317,國立新化高中,4,1
107,申請入學,應用經濟學系,111323,私立黎明高中,4,1
107,申請入學,應用經濟學系,120304,國立岡山高中,4,1
107,申請入學,應用經濟學系,121318,私立正義高中,4,1
107,申請入學,應用經濟學系,193316,市立惠文高中,4,1
107,申請入學,教育學系,731,無,1,1
107,申請入學,教育學系,014356,市立清水高中,1,1
107,申請入學,教育學系,050315,國立苑裡高中,1,1
107,申請入學,教育學系,070304,國立員林高中,1,1
107,申請入學,教育學系,090315,國立虎尾高中,1,1
107,申請入學,教育學系,124302,市立文山高中,1,1
107,申請入學,教育學系,193313,市立西苑高中,1,1
107,申請入學,教育學系,193316,市立惠文高中,1,1
107,申請入學,教育學系,201304,私立興華高中,1,1
107,申請入學,數位學習設計與管理學系,200302,國立嘉義女中,1,2
107,申請入學,數位學習設計與管理學系,013304,市立板橋高中,2,1
107,申請入學,數位學習設計與管理學系,033306,市立武陵高中,2,1
107,申請入學,數位學習設計與管理學系,034319,市立平鎮高中,2,1
107,申請入學,數位學習設計與管理學系,040308,國立竹北高中,2,1
107,申請入學,數位學習設計與管理學系,060323,國立中科實驗高級中學,2,1
107,申請入學,數位學習設計與管理學系,063312,市立豐原高中,2,1
107,申請入學,數位學習設計與管理學系,080305,國立中興高中,2,1
107,申請入學,數位學習設計與管理學系,111313,私立南光高中,2,1
107,申請入學,數位學習設計與管理學系,111320,私立港明高中,2,1
107,申請入學,數位學習設計與管理學系,114306,市立大灣高中,2,1
107,申請入學,數位學習設計與管理學系,130302,國立屏東女中,2,1
107,申請入學,數位學習設計與管理學系,180302,國立新竹女中,2,1
107,申請入學,數位學習設計與管理學系,210303,國立臺南二中,2,1
107,申請入學,數位學習設計與管理學系,210309,國立家齊高中,2,1
107,申請入學,數位學習設計與管理學系,211301,私立長榮高中,2,1
107,申請入學,數位學習設計與管理學系,211304,財團法人聖功女中,2,1
107,申請入學,數位學習設計與管理學系,363302,市立成淵高中,2,1
107,申請入學,數位學習設計與管理學系,403301,市立內湖高中,2,1
107,申請入學,數位學習設計與管理學系,403303,市立南湖高中,2,1
107,申請入學,數位學習設計與管理學系,533301,市立左營高中,2,1
107,申請入學,景觀學系,034319,市立平鎮高中,1,2
107,申請入學,景觀學系,110311,國立北門高中,2,1
107,申請入學,景觀學系,120303,國立鳳山高中,2,1
107,申請入學,景觀學系,191314,私立嶺東高中,2,1
107,申請入學,景觀學系,193315,市立東山高中,2,1
107,申請入學,景觀學系,200302,國立嘉義女中,2,1
107,申請入學,景觀學系,200303,國立嘉義高中,2,1
107,申請入學,景觀學系,210309,國立家齊高中,2,1
107,申請入學,景觀學系,383301,市立景美女中,2,1
107,申請入學,景觀學系,710301,國立金門高中,2,1
107,申請入學,木質材料與設計學系,130306,國立潮州高中,1,1
107,申請入學,木質材料與設計學系,200302,國立嘉義女中,1,1
107,申請入學,木質材料與設計學系,210416,國立臺南海事,1,1
107,申請入學,木質材料與設計學系,211320,財團法人慈濟高中,1,1
107,申請入學,森林暨自然資源學系,013304,市立板橋高中,1,2
107,申請入學,森林暨自然資源學系,130302,國立屏東女中,1,2
107,申請入學,森林暨自然資源學系,013337,市立新莊高中,3,1
107,申請入學,森林暨自然資源學系,014357,市立三民高中,3,1
107,申請入學,森林暨自然資源學系,070319,國立溪湖高中,3,1
107,申請入學,森林暨自然資源學系,090305,國立斗六高中,3,1
107,申請入學,森林暨自然資源學系,101304,私立協同高中,3,1
107,申請入學,森林暨自然資源學系,120319,國立鳳新高中,3,1
107,申請入學,森林暨自然資源學系,134324,縣立東港高中,3,1
107,申請入學,森林暨自然資源學系,193313,市立西苑高中,3,1
107,申請入學,森林暨自然資源學系,200303,國立嘉義高中,3,1
107,申請入學,森林暨自然資源學系,210303,國立臺南二中,3,1
107,申請入學,森林暨自然資源學系,211318,私立德光高中,3,1
107,申請入學,森林暨自然資源學系,331301,私立延平中學,3,1
107,申請入學,植物醫學系,343303,市立大直高中,1,2
107,申請入學,植物醫學系,040302,國立竹東高中,2,1
107,申請入學,植物醫學系,193302,市立臺中一中,2,1
107,申請入學,植物醫學系,193315,市立東山高中,2,1
107,申請入學,植物醫學系,193316,市立惠文高中,2,1
107,申請入學,植物醫學系,200302,國立嘉義女中,2,1
107,申請入學,植物醫學系,403302,市立麗山高中,2,1
107,申請入學,機械與能源工程學系,033304,市立桃園高中,1,2
107,申請入學,機械與能源工程學系,014357,市立三民高中,2,1
107,申請入學,機械與能源工程學系,061314,私立僑泰高中,2,1
107,申請入學,機械與能源工程學系,063312,市立豐原高中,2,1
107,申請入學,機械與能源工程學系,091308,私立正心高中,2,1
107,申請入學,機械與能源工程學系,111313,私立南光高中,2,1
107,申請入學,機械與能源工程學系,120303,國立鳳山高中,2,1
107,申請入學,機械與能源工程學系,120319,國立鳳新高中,2,1
107,申請入學,機械與能源工程學系,193303,市立忠明高中,2,1
107,申請入學,機械與能源工程學系,193315,市立東山高中,2,1
107,申請入學,機械與能源工程學系,200303,國立嘉義高中,2,1
107,申請入學,機械與能源工程學系,553301,市立高雄中學,2,1
107,申請入學,機械與能源工程學系,593302,市立瑞祥高中,2,1
107,申請入學,水生生物科學系,111313,私立南光高中,1,1
107,申請入學,水生生物科學系,130306,國立潮州高中,1,1
107,申請入學,水生生物科學系,173306,市立安樂高中,1,1
107,申請入學,水生生物科學系,193301,市立臺中女中,1,1
107,申請入學,水生生物科學系,193315,市立東山高中,1,1
107,申請入學,水生生物科學系,210305,國立臺南一中,1,1
107,申請入學,水生生物科學系,593301,市立前鎮高中,1,1
107,申請入學,水生生物科學系,593302,市立瑞祥高中,1,1
107,申請入學,特殊教育學系,013338,市立新北高中,1,1
107,申請入學,特殊教育學系,014357,市立三民高中,1,1
107,申請入學,特殊教育學系,060322,國立興大附中,1,1
107,申請入學,特殊教育學系,070304,國立員林高中,1,1
107,申請入學,特殊教育學系,071317,私立文興高中,1,1
107,申請入學,特殊教育學系,101304,私立協同高中,1,1
107,申請入學,特殊教育學系,130302,國立屏東女中,1,1
107,申請入學,特殊教育學系,193313,市立西苑高中,1,1
107,申請入學,特殊教育學系,193315,市立東山高中,1,1
107,申請入學,特殊教育學系,533301,市立左營高中,1,1
107,申請入學,特殊教育學系,581302,天主教道明中學,1,1
107,申請入學,特殊教育學系,593302,市立瑞祥高中,1,1
107,申請入學,獸醫學系,060322,國立興大附中,1,2
107,申請入學,獸醫學系,210306,國立臺南女中,1,2
107,申請入學,獸醫學系,020308,國立羅東高中,3,1
107,申請入學,獸醫學系,180301,國立新竹科學園區實驗高級中等學校,3,1
107,申請入學,獸醫學系,193302,市立臺中一中,3,1
107,申請入學,獸醫學系,193303,市立忠明高中,3,1
107,申請入學,獸醫學系,553301,市立高雄中學,3,1
107,申請入學,獸醫學系,581302,天主教道明中學,3,1
107,申請入學,獸醫學系,593302,市立瑞祥高中,3,1
107,申請入學,生化科技學系,200303,國立嘉義高中,1,3
107,申請入學,生化科技學系,443,無,2,1
107,申請入學,生化科技學系,761,無,2,1
107,申請入學,生化科技學系,013337,市立新莊高中,2,1
107,申請入學,生化科技學系,040302,國立竹東高中,2,1
107,申請入學,生化科技學系,040308,國立竹北高中,2,1
107,申請入學,生化科技學系,061313,私立明道高中,2,1
107,申請入學,生化科技學系,063303,市立大甲高中,2,1
107,申請入學,生化科技學系,063312,市立豐原高中,2,1
107,申請入學,生化科技學系,071311,私立精誠高中,2,1
107,申請入學,生化科技學系,110317,國立新化高中,2,1
107,申請入學,生化科技學系,120303,國立鳳山高中,2,1
107,申請入學,生化科技學系,193313,市立西苑高中,2,1
107,申請入學,生化科技學系,210309,國立家齊高中,2,1
107,申請入學,生化科技學系,213303,市立南寧高中,2,1
107,申請入學,生化科技學系,363301,市立明倫高中,2,1
107,申請入學,生化科技學系,413301,臺北市市立陽明高中,2,1
107,申請入學,生化科技學系,423302,市立中正高中,2,1
107,申請入學,生物事業管理學系,080305,國立中興高中,1,2
107,申請入學,生物事業管理學系,040302,國立竹東高中,2,1
107,申請入學,生物事業管理學系,061318,私立立人高中,2,1
107,申請入學,生物事業管理學系,070319,國立溪湖高中,2,1
107,申請入學,生物事業管理學系,111313,私立南光高中,2,1
107,申請入學,生物事業管理學系,193315,市立東山高中,2,1
107,申請入學,生物事業管理學系,200302,國立嘉義女中,2,1
107,申請入學,生物機電工程學系,070304,國立員林高中,1,2
107,申請入學,生物機電工程學系,061314,私立僑泰高中,2,1
107,申請入學,生物機電工程學系,120303,國立鳳山高中,2,1
107,申請入學,生物機電工程學系,120319,國立鳳新高中,2,1
107,申請入學,生物機電工程學系,200303,國立嘉義高中,2,1
107,申請入學,生物機電工程學系,210303,國立臺南二中,2,1
107,申請入學,生物機電工程學系,323402,市立松山工農,2,1
107,申請入學,生物機電工程學系,403303,市立南湖高中,2,1
107,申請入學,生物機電工程學系,423302,市立中正高中,2,1
107,申請入學,生物機電工程學系,540301,國立中山大學附屬國光高中,2,1
107,申請入學,生物機電工程學系,563301,市立新興高中,2,1
107,申請入學,生物資源學系,070307,國立彰化高中,1,2
107,申請入學,生物資源學系,014362,市立錦和高中,2,1
107,申請入學,生物資源學系,033304,市立桃園高中,2,1
107,申請入學,生物資源學系,040302,國立竹東高中,2,1
107,申請入學,生物資源學系,063305,市立清水高中,2,1
107,申請入學,生物資源學系,071311,私立精誠高中,2,1
107,申請入學,生物資源學系,173304,市立中山高中,2,1
107,申請入學,生物資源學系,193303,市立忠明高中,2,1
107,申請入學,生物資源學系,343302,市立大同高中,2,1
107,申請入學,生物農業科技學系,210305,國立臺南一中,1,2
107,申請入學,生物農業科技學系,383301,市立景美女中,1,2
107,申請入學,生物農業科技學系,013304,市立板橋高中,3,1
107,申請入學,生物農業科技學系,070301,國立彰化女中,3,1
107,申請入學,生物農業科技學系,081314,私立普台高中,3,1
107,申請入學,生物農業科技學系,111320,私立港明高中,3,1
107,申請入學,生物農業科技學系,114306,市立大灣高中,3,1
107,申請入學,生物農業科技學系,120319,國立鳳新高中,3,1
107,申請入學,生物農業科技學系,193315,市立東山高中,3,1
107,申請入學,生物農業科技學系,521301,私立明誠高中,3,1
107,申請入學,行銷與觀光管理學系,111323,私立黎明高中,1,2
107,申請入學,行銷與觀光管理學系,210309,國立家齊高中,1,2
107,申請入學,行銷與觀光管理學系,013336,市立中和高中,3,1
107,申請入學,行銷與觀光管理學系,061318,私立立人高中,3,1
107,申請入學,行銷與觀光管理學系,070304,國立員林高中,3,1
107,申請入學,行銷與觀光管理學系,081312,私立三育高中,3,1
107,申請入學,行銷與觀光管理學系,090315,國立虎尾高中,3,1
107,申請入學,行銷與觀光管理學系,094301,縣立斗南高中,3,1
107,申請入學,行銷與觀光管理學系,110311,國立北門高中,3,1
107,申請入學,行銷與觀光管理學系,111320,私立港明高中,3,1
107,申請入學,行銷與觀光管理學系,130305,國立屏東高中,3,1
107,申請入學,行銷與觀光管理學系,191302,私立葳格高中,3,1
107,申請入學,行銷與觀光管理學系,193315,市立東山高中,3,1
107,申請入學,行銷與觀光管理學系,200303,國立嘉義高中,3,1
107,申請入學,行銷與觀光管理學系,211315,私立瀛海高中,3,1
107,申請入學,行銷與觀光管理學系,563301,市立新興高中,3,1
107,申請入學,行銷與觀光管理學系,593301,市立前鎮高中,3,1
107,申請入學,視覺藝術學系,090315,國立虎尾高中,1,2
107,申請入學,視覺藝術學系,114306,市立大灣高中,1,2
107,申請入學,視覺藝術學系,521301,私立明誠高中,1,2
107,申請入學,視覺藝術學系,013336,市立中和高中,4,1
107,申請入學,視覺藝術學系,014362,市立錦和高中,4,1
107,申請入學,視覺藝術學系,040308,國立竹北高中,4,1
107,申請入學,視覺藝術學系,050303,國立苗栗高中,4,1
107,申請入學,視覺藝術學系,054333,縣立大同高中,4,1
107,申請入學,視覺藝術學系,060322,國立興大附中,4,1
107,申請入學,視覺藝術學系,070304,國立員林高中,4,1
107,申請入學,視覺藝術學系,150302,國立花蓮女中,4,1
107,申請入學,視覺藝術學系,200302,國立嘉義女中,4,1
107,申請入學,視覺藝術學系,311401,私立普林斯頓高中,4,1
107,申請入學,視覺藝術學系,381301,私立東山高中,4,1
107,申請入學,視覺藝術學系,413301,臺北市市立陽明高中,4,1
107,申請入學,視覺藝術學系,540301,國立中山大學附屬國光高中,4,1
107,申請入學,視覺藝術學系,593301,市立前鎮高中,4,1
107,申請入學,財務金融學系,090315,國立虎尾高中,1,2
107,申請入學,財務金融學系,593302,市立瑞祥高中,1,2
107,申請入學,財務金融學系,070F01,國立和美實驗學校,3,1
107,申請入學,財務金融學系,013336,市立中和高中,3,1
107,申請入學,財務金融學系,020308,國立羅東高中,3,1
107,申請入學,財務金融學系,030305,國立中央大學附屬中壢高中,3,1
107,申請入學,財務金融學系,060322,國立興大附中,3,1
107,申請入學,財務金融學系,070301,國立彰化女中,3,1
107,申請入學,財務金融學系,091308,私立正心高中,3,1
107,申請入學,財務金融學系,121318,私立正義高中,3,1
107,申請入學,財務金融學系,151306,私立海星高中,3,1
107,申請入學,財務金融學系,211315,私立瀛海高中,3,1
107,申請入學,財務金融學系,423302,市立中正高中,3,1
107,申請入學,資訊工程學系,030305,國立中央大學附屬中壢高中,1,3
107,申請入學,資訊工程學系,111323,私立黎明高中,2,2
107,申請入學,資訊工程學系,200303,國立嘉義高中,2,2
107,申請入學,資訊工程學系,014357,市立三民高中,4,1
107,申請入學,資訊工程學系,033306,市立武陵高中,4,1
107,申請入學,資訊工程學系,090305,國立斗六高中,4,1
107,申請入學,資訊工程學系,091308,私立正心高中,4,1
107,申請入學,資訊工程學系,111320,私立港明高中,4,1
107,申請入學,資訊工程學系,120319,國立鳳新高中,4,1
107,申請入學,資訊工程學系,191311,私立衛道高中,4,1
107,申請入學,資訊工程學系,193301,市立臺中女中,4,1
107,申請入學,資訊工程學系,193302,市立臺中一中,4,1
107,申請入學,資訊工程學系,193315,市立東山高中,4,1
107,申請入學,資訊工程學系,423302,市立中正高中,4,1
107,申請入學,資訊工程學系,593302,市立瑞祥高中,4,1
107,申請入學,資訊管理學系,200303,國立嘉義高中,1,3
107,申請入學,資訊管理學系,210303,國立臺南二中,2,2
107,申請入學,資訊管理學系,011316,私立格致高中,3,1
107,申請入學,資訊管理學系,014357,市立三民高中,3,1
107,申請入學,資訊管理學系,040302,國立竹東高中,3,1
107,申請入學,資訊管理學系,101304,私立協同高中,3,1
107,申請入學,資訊管理學系,110311,國立北門高中,3,1
107,申請入學,資訊管理學系,111323,私立黎明高中,3,1
107,申請入學,資訊管理學系,130305,國立屏東高中,3,1
107,申請入學,資訊管理學系,193302,市立臺中一中,3,1
107,申請入學,資訊管理學系,333301,市立和平高中,3,1
107,申請入學,資訊管理學系,343301,市立中山女中,3,1
107,申請入學,資訊管理學系,383301,市立景美女中,3,1
107,申請入學,資訊管理學系,403301,市立內湖高中,3,1
107,申請入學,資訊管理學系,413301,臺北市市立陽明高中,3,1
107,申請入學,資訊管理學系,540301,國立中山大學附屬國光高中,3,1
107,申請入學,輔導與諮商學系,070319,國立溪湖高中,1,2
107,申請入學,輔導與諮商學系,423302,市立中正高中,1,2
107,申請入學,輔導與諮商學系,344,無,3,1
107,申請入學,輔導與諮商學系,446,無,3,1
107,申請入學,輔導與諮商學系,013304,市立板橋高中,3,1
107,申請入學,輔導與諮商學系,014356,市立清水高中,3,1
107,申請入學,輔導與諮商學系,014381,市立北大高級中學,3,1
107,申請入學,輔導與諮商學系,060322,國立興大附中,3,1
107,申請入學,輔導與諮商學系,070307,國立彰化高中,3,1
107,申請入學,輔導與諮商學系,090305,國立斗六高中,3,1
107,申請入學,輔導與諮商學系,101304,私立協同高中,3,1
107,申請入學,輔導與諮商學系,111313,私立南光高中,3,1
107,申請入學,輔導與諮商學系,140303,國立臺東高中,3,1
107,申請入學,輔導與諮商學系,151306,私立海星高中,3,1
107,申請入學,輔導與諮商學系,191311,私立衛道高中,3,1
107,申請入學,輔導與諮商學系,193303,市立忠明高中,3,1
107,申請入學,輔導與諮商學系,193316,市立惠文高中,3,1
107,申請入學,輔導與諮商學系,200302,國立嘉義女中,3,1
107,申請入學,輔導與諮商學系,211318,私立德光高中,3,1
107,申請入學,輔導與諮商學系,323302,市立永春高中,3,1
107,申請入學,輔導與諮商學系,343303,市立大直高中,3,1
107,申請入學,農藝學系,090315,國立虎尾高中,1,2
107,申請入學,農藝學系,130305,國立屏東高中,1,2
107,申請入學,農藝學系,330301,國立師大附中,1,2
107,申請入學,農藝學系,013335,市立新店高中,4,1
107,申請入學,農藝學系,014302,市立海山高中,4,1
107,申請入學,農藝學系,033327,市立內壢高中,4,1
107,申請入學,農藝學系,064336,市立長億高中,4,1
107,申請入學,農藝學系,070304,國立員林高中,4,1
107,申請入學,農藝學系,070307,國立彰化高中,4,1
107,申請入學,農藝學系,110328,國立南科國際實驗高中,4,1
107,申請入學,農藝學系,193315,市立東山高中,4,1
107,申請入學,農藝學系,201304,私立興華高中,4,1
107,申請入學,農藝學系,210306,國立臺南女中,4,1
107,申請入學,農藝學系,403301,市立內湖高中,4,1
107,申請入學,農藝學系,553301,市立高雄中學,4,1
107,申請入學,電子物理學系,061313,私立明道高中,1,2
107,申請入學,電子物理學系,120319,國立鳳新高中,1,2
107,申請入學,電子物理學系,010301,國立華僑高級中等學校,3,1
107,申請入學,電子物理學系,013337,市立新莊高中,3,1
107,申請入學,電子物理學系,040308,國立竹北高中,3,1
107,申請入學,電子物理學系,063312,市立豐原高中,3,1
107,申請入學,電子物理學系,070304,國立員林高中,3,1
107,申請入學,電子物理學系,090315,國立虎尾高中,3,1
107,申請入學,電子物理學系,091316,私立揚子高中,3,1
107,申請入學,電子物理學系,110302,國立新豐高中,3,1
107,申請入學,電子物理學系,130302,國立屏東女中,3,1
107,申請入學,電子物理學系,193316,市立惠文高中,3,1
107,申請入學,電子物理學系,200303,國立嘉義高中,3,1
107,申請入學,電子物理學系,210303,國立臺南二中,3,1
107,申請入學,電子物理學系,210309,國立家齊高中,3,1
107,申請入學,電子物理學系,353302,市立成功中學,3,1
107,申請入學,電子物理學系,413302,市立百齡高中,3,1
107,申請入學,電機工程學系,070307,國立彰化高中,1,4
107,申請入學,電機工程學系,200303,國立嘉義高中,2,3
107,申請入學,電機工程學系,063303,市立大甲高中,3,1
107,申請入學,電機工程學系,110317,國立新化高中,3,1
107,申請入學,電機工程學系,111320,私立港明高中,3,1
107,申請入學,電機工程學系,114306,市立大灣高中,3,1
107,申請入學,電機工程學系,130305,國立屏東高中,3,1
107,申請入學,電機工程學系,191311,私立衛道高中,3,1
107,申請入學,電機工程學系,193303,市立忠明高中,3,1
107,申請入學,電機工程學系,193315,市立東山高中,3,1
107,申請入學,電機工程學系,210305,國立臺南一中,3,1
107,申請入學,電機工程學系,211315,私立瀛海高中,3,1
107,申請入學,電機工程學系,211318,私立德光高中,3,1
107,申請入學,電機工程學系,343302,市立大同高中,3,1
107,申請入學,電機工程學系,551301,私立立志高中,3,1
107,申請入學,電機工程學系,553301,市立高雄中學,3,1
107,申請入學,音樂學系,180309,國立新竹高中,1,4
107,申請入學,音樂學系,200303,國立嘉義高中,2,3
107,申請入學,音樂學系,011301,私立淡江高中,3,2
107,申請入學,音樂學系,011323,私立光仁高中,4,1
107,申請入學,音樂學系,011325,私立及人高中,4,1
107,申請入學,音樂學系,011431,私立莊敬工家,4,1
107,申請入學,音樂學系,030305,國立中央大學附屬中壢高中,4,1
107,申請入學,音樂學系,031312,桃園市治平高中,4,1
107,申請入學,音樂學系,074308,縣立彰化藝術高中,4,1
107,申請入學,音樂學系,080302,國立南投高中,4,1
107,申請入學,音樂學系,120319,國立鳳新高中,4,1
107,申請入學,音樂學系,170302,國立基隆高中,4,1
107,申請入學,音樂學系,191305,私立新民高中,4,1
107,申請入學,音樂學系,210309,國立家齊高中,4,1
107,申請入學,音樂學系,403303,市立南湖高中,4,1
107,申請入學,音樂學系,423301,市立復興高中,4,1
107,申請入學,音樂學系,553301,市立高雄中學,4,1
107,申請入學,食品科學系,120319,國立鳳新高中,1,2
107,申請入學,食品科學系,013337,市立新莊高中,2,1
107,申請入學,食品科學系,070301,國立彰化女中,2,1
107,申請入學,食品科學系,111313,私立南光高中,2,1
107,申請入學,食品科學系,111323,私立黎明高中,2,1
107,申請入學,食品科學系,124302,市立文山高中,2,1
107,申請入學,食品科學系,124340,市立福誠高中,2,1
107,申請入學,食品科學系,160302,國立馬公高中,2,1
107,申請入學,食品科學系,180302,國立新竹女中,2,1
107,申請入學,食品科學系,191302,私立葳格高中,2,1
107,申請入學,食品科學系,200302,國立嘉義女中,2,1
107,申請入學,食品科學系,210306,國立臺南女中,2,1
107,申請入學,食品科學系,210309,國立家齊高中,2,1
107,申請入學,食品科學系,211304,財團法人聖功女中,2,1
107,申請入學,食品科學系,403301,市立內湖高中,2,1
107,申請入學,食品科學系,413301,臺北市市立陽明高中,2,1
107,申請入學,食品科學系,593301,市立前鎮高中,2,1
107,申請入學,體育與健康休閒學系,033407,國立中壢高商,1,1
107,申請入學,體育與健康休閒學系,034319,市立平鎮高中,1,1
107,申請入學,體育與健康休閒學系,061314,私立僑泰高中,1,1
107,申請入學,體育與健康休閒學系,080302,國立南投高中,1,1
107,申請入學,體育與健康休閒學系,110311,國立北門高中,1,1
107,申請入學,體育與健康休閒學系,120304,國立岡山高中,1,1
107,申請入學,體育與健康休閒學系,124302,市立文山高中,1,1
107,申請入學,體育與健康休閒學系,130306,國立潮州高中,1,1
107,申請入學,體育與健康休閒學系,183306,市立成德高中,1,1
107,申請入學,體育與健康休閒學系,200303,國立嘉義高中,1,1
107,申請入學,體育與健康休閒學系,210303,國立臺南二中,1,1
107,申請入學,體育與健康休閒學系,210309,國立家齊高中,1,1
107,繁星推薦,中國文學系,030316,國立楊梅高中,1,2
107,繁星推薦,中國文學系,011301,私立淡江高中,2,1
107,繁星推薦,中國文學系,063303,市立大甲高中,2,1
107,繁星推薦,中國文學系,111313,私立南光高中,2,1
107,繁星推薦,中國文學系,134324,縣立東港高中,2,1
107,繁星推薦,中國文學系,211315,私立瀛海高中,2,1
107,繁星推薦,中國文學系,423302,市立中正高中,2,1
107,繁星推薦,企業管理學系,014302,市立海山高中,1,1
107,繁星推薦,企業管理學系,014311,市立三重高中,1,1
107,繁星推薦,企業管理學系,090306,國立北港高中,1,1
107,繁星推薦,企業管理學系,100302,國立新港藝術高中,1,1
107,繁星推薦,企業管理學系,124302,市立文山高中,1,1
107,繁星推薦,企業管理學系,124340,市立福誠高中,1,1
107,繁星推薦,企業管理學系,563301,市立新興高中,1,1
107,繁星推薦,動物科學系,011329,財團法人辭修高中,1,1
107,繁星推薦,動物科學系,034399,市立大園國際高中,1,1
107,繁星推薦,動物科學系,091311,私立文生高中,1,1
107,繁星推薦,動物科學系,193316,市立惠文高中,1,1
107,繁星推薦,動物科學系,211301,私立長榮高中,1,1
107,繁星推薦,動物科學系,333301,市立和平高中,1,1
107,繁星推薦,動物科學系,423302,市立中正高中,1,1
107,繁星推薦,園藝學系,013337,市立新莊高中,1,1
107,繁星推薦,園藝學系,070406,國立彰化高商,1,1
107,繁星推薦,園藝學系,074313,縣立二林高中,1,1
107,繁星推薦,園藝學系,091307,私立永年高中,1,1
107,繁星推薦,園藝學系,151306,私立海星高中,1,1
107,繁星推薦,園藝學系,200401,國立華南高商,1,1
107,繁星推薦,園藝學系,413302,市立百齡高中,1,1
107,繁星推薦,園藝學系,710301,國立金門高中,1,1
107,繁星推薦,土木與水資源工程學系,013303,市立泰山高中,1,1
107,繁星推薦,土木與水資源工程學系,031310,私立六和高中,1,1
107,繁星推薦,土木與水資源工程學系,091316,私立揚子高中,1,1
107,繁星推薦,土木與水資源工程學系,101303,私立同濟高中,1,1
107,繁星推薦,土木與水資源工程學系,120304,國立岡山高中,1,1
107,繁星推薦,土木與水資源工程學系,160302,國立馬公高中,1,1
107,繁星推薦,土木與水資源工程學系,523301,市立鼓山高中,1,1
107,繁星推薦,外國語言學系,248,無,1,1
107,繁星推薦,外國語言學系,900,無,1,1
107,繁星推薦,外國語言學系,061317,私立弘文高中,1,1
107,繁星推薦,外國語言學系,063305,市立清水高中,1,1
107,繁星推薦,外國語言學系,111313,私立南光高中,1,1
107,繁星推薦,外國語言學系,181306,私立曙光女中,1,1
107,繁星推薦,外國語言學系,193315,市立東山高中,1,1
107,繁星推薦,外國語言學系,323302,市立永春高中,1,1
107,繁星推薦,幼兒教育學系,014357,市立三民高中,1,1
107,繁星推薦,幼兒教育學系,030316,國立楊梅高中,1,1
107,繁星推薦,幼兒教育學系,074308,縣立彰化藝術高中,1,1
107,繁星推薦,幼兒教育學系,140303,國立臺東高中,1,1
107,繁星推薦,幼兒教育學系,171306,私立二信高中,1,1
107,繁星推薦,幼兒教育學系,183306,市立成德高中,1,1
107,繁星推薦,微生物免疫與生物藥學系,013338,市立新北高中,1,1
107,繁星推薦,微生物免疫與生物藥學系,014357,市立三民高中,1,1
107,繁星推薦,微生物免疫與生物藥學系,034314,市立壽山高中,1,1
107,繁星推薦,微生物免疫與生物藥學系,061314,私立僑泰高中,1,1
107,繁星推薦,微生物免疫與生物藥學系,070304,國立員林高中,1,1
107,繁星推薦,微生物免疫與生物藥學系,130322,國立屏北高中,1,1
107,繁星推薦,微生物免疫與生物藥學系,213316,市立土城高中,1,1
107,繁星推薦,微生物免疫與生物藥學系,423301,市立復興高中,1,1
107,繁星推薦,應用化學系,014356,市立清水高中,1,1
107,繁星推薦,應用化學系,014364,市立竹圍高中,1,1
